Residuals	genotype	number_of_pups_scaled	lipocalin2_pg_ml_scaled	weight_grams_scaled
ASV218|Bacteroidota|Rikenellaceae|Alistipes.spec.	0.841961215489587	0.116437378994115	0.0046717689379711	0.0367844157372467	0.000145220841080975
ASV219|Firmicutes|Oscillospiraceae|unknown.spec.	0.854697464024175	0.0748969690056158	0.00293446915079873	0.0274888830463855	0.039982214773025
ASV220|Firmicutes|Lachnospiraceae|unknown.spec.	0.743358706143386	0.182442770029757	0.0252952291137767	0.000697866405963301	0.0482054283071175
ASV221|Firmicutes|Lachnospiraceae|GCA-900066575.spec.	0.764314167524891	0.226943611928229	0.00652275065677133	0.000146690841878599	0.00207277904823052
ASV222|Firmicutes|Oscillospiraceae|Oscillibacter.spec.	0.493054306328967	0.231200082640079	0.273582107987867	0.00209969260861955	6.38104344681095e-05
ASV223|Firmicutes|Oscillospiraceae|unknown.spec.	0.879177825410014	0	0.0231176916707169	0.00201808056606837	0.0956864023532006
ASV224|Firmicutes|unknown|unknown.spec.	0.855749979312616	0	0.00198205731855916	0.121299280244899	0.0209686831239254
ASV225|Firmicutes|Lachnospiraceae|unknown.spec.	0.814950334388592	0	0.12263003715102	0.000646599820463867	0.061773028639924
ASV228|Firmicutes|UCG-010|unknown.spec.	0.723596997352867	0.142301153153221	0.00456835806263343	0.00964116158484164	0.119892329846437
ASV229|Firmicutes|Butyricicoccaceae|Butyricicoccus.spec.	0.699395246050401	0	0.243962855137499	0.0434170456242344	0.0132248531878659
ASV230|Firmicutes|Lachnospiraceae|unknown.spec.	0.68769557881672	0	0.260240808826851	0.00014692757988294	0.0519166847765458
ASV231|Firmicutes|Lachnospiraceae|unknown.spec.	0.796071625786575	0	0.00606236959173413	0.00385792978576489	0.194008074835926
ASV232|Firmicutes|Lachnospiraceae|Lachnospiraceae NK4A136 group.spec.	0.775333352762213	0.0407678291919048	0.00739309362184312	0.0626488811717526	0.113856843252286
ASV233|Firmicutes|Lachnospiraceae|GCA-900066575.spec.	0.699150935404231	0.221130098197891	0.0135394789239137	0.00076112288250898	0.065418364591456
ASV234|Firmicutes|Christensenellaceae|Christensenellaceae R-7 group.spec.	0.318224416120382	0.48260828500813	0.11186659315469	0.0346496747239183	0.0526510309928806
ASV237|Firmicutes|Lachnospiraceae|GCA-900066575.spec.	0.717856730415173	0.190429789032886	0.0178912742027808	0.0495872725214954	0.0242349338276648
ASV238|Firmicutes|Lachnospiraceae|Tuzzerella.spec.	0.840575540376265	0	0.130428460822062	0.0268591848174281	0.00213681398424427
ASV239|Actinobacteriota|Eggerthellaceae|Enterorhabdus.spec.	0.851904671590055	0	0.131052900745224	3.8374297399334e-05	0.0170040533673224
ASV240|Desulfobacterota|Desulfovibrionaceae|Bilophila.spec.	0.818195266112663	0.133600255230751	0.00513682754020452	0.00196167403192939	0.0411059770844523
ASV241|Firmicutes|Ruminococcaceae|Incertae Sedis.spec.	0.786556317697097	0.171242016352529	0.0135223196386394	0.0210352084643737	0.00764413784736014
ASV242|Firmicutes|Oscillospiraceae|Colidextribacter.spec.	0.91245239219218	0	0.048105778143191	0.00135686842503981	0.0380849612395894
ASV243|Firmicutes|Oscillospiraceae|unknown.spec.	0.744918273724206	0.108791659805237	0.0424596747560445	0.0094625895913366	0.0943678021231754
ASV244|Firmicutes|Lachnospiraceae|Lachnospiraceae FCS020 group.spec.	0.620234579353657	0.23464619836462	0.0394874724850428	0.0582148915999247	0.0474168581967549
ASV245|Firmicutes|Butyricicoccaceae|Butyricicoccus.spec.	0.372415811148785	0.4231858339316	0.133533531341347	0.00157559280315727	0.06928923077511
ASV249|Actinobacteriota|Eggerthellaceae|Enterorhabdus.spec.	0.652519980282301	0	0.248286843695495	0.05390548130803	0.0452876947141733
ASV254|Firmicutes|Lachnospiraceae|unknown.spec.	0.942030569342897	0	0.0220450262571358	0.0151818814574817	0.0207425229424858
ASV256|Firmicutes|Lachnospiraceae|unknown.spec.	0.779261868689527	0	0.069921523055913	0.00317178222448422	0.147644826030076
ASV257|Firmicutes|Oscillospiraceae|Colidextribacter.spec.	0.845860903099141	0	0.00197435018413112	0.113850298592017	0.0383144481247118
ASV258|Firmicutes|Lachnospiraceae|unknown.spec.	0.799366523754738	0	0.153759647464507	0.00839460250947925	0.0384792262712751
ASV259|Bacteroidota|Muribaculaceae|unknown.spec.	0.488793964895004	0.329211016380911	0.035660685279356	0.131604149279831	0.0147301841648984
ASV260|Firmicutes|Oscillospiraceae|unknown.spec.	0.8249880397333	0	0.165769614334518	0.00849203425223353	0.000750311679948524
ASV261|Desulfobacterota|Desulfovibrionaceae|unknown.spec.	0.526961347896805	0.240222011048925	0.073868012305368	0.0838358401669856	0.075112788581916
ASV262|Firmicutes|Lachnospiraceae|Tyzzerella.spec.	0.781406297151082	0.0719307596932826	0.0907417206302513	0.00175848061170452	0.0541627419136794
ASV263|Firmicutes|Lachnospiraceae|Blautia.coccoides	0.807045316956431	0.0526175653485384	9.50435867825761e-05	0.0327403041532364	0.107501769955012
ASV269|Firmicutes|Lachnospiraceae|unknown.spec.	0.882348832377542	0	0.00360235658752686	0.113542177815098	0.000506633219833119
ASV272|Firmicutes|Butyricicoccaceae|Butyricicoccus.spec.	0.740211417665204	0	0.000310439728635796	0.00359647475275512	0.255881667853405
ASV273|Firmicutes|Ruminococcaceae|unknown.spec.	0.638395458946089	0.0312573270119152	0.000290409673043514	0.229024403745358	0.101032400623595
ASV274|Firmicutes|Lachnospiraceae|Lachnoclostridium.spec.	0.89477099747551	0.00422360279577183	0.0351616760305998	0.0205160078354392	0.0453277158626789
ASV277|Firmicutes|Lachnospiraceae|Lachnoclostridium.spec.	0.826867159200163	0	0.0484378500771167	0.09403930470255	0.0306556860201707
ASV278|Firmicutes|unknown|unknown.spec.	0.914909382408855	0.0560454056142657	0.00912792269384974	0.0118618371542077	0.00805545212882228
ASV283|Firmicutes|Lachnospiraceae|Roseburia.spec.	0.946859554811418	0	0.0521976034121966	0.000730386080484699	0.000212455695900219
ASV284|Firmicutes|Oscillospiraceae|unknown.spec.	0.943565691246558	0	0.0354662631025949	0.00320487125785135	0.0177631743929961
ASV286|Firmicutes|unknown|unknown.spec.	0.870512240014893	0	0.0159955815924227	0.092681096212032	0.0208110821806525
ASV287|Bacteroidota|Muribaculaceae|unknown.spec.	0.825755834568077	0	0.00512547857219932	0.0515643956622474	0.117554291197476
ASV289|Firmicutes|Lachnospiraceae|unknown.spec.	0.813053562096301	0	0.0714502101472861	0.114570915834988	0.000925311921425302
ASV292|Firmicutes|Lachnospiraceae|Lachnospiraceae NK4A136 group.spec.	0.947847199153736	0	0.00741557298281071	0.00960130332774414	0.0351359245357088
ASV293|Firmicutes|Lachnospiraceae|unknown.spec.	0.842617375099988	0.0838836913169977	0.0214177106686603	0.0278946275706996	0.0241865953436541
ASV294|Firmicutes|Ruminococcaceae|Incertae Sedis.spec.	0.730326680375583	0.075135252917172	0.00971029432315506	0.033125875367309	0.151701897016781
ASV295|Firmicutes|Lachnospiraceae|unknown.spec.	0.80950563076539	0.0327679935954924	0.0279793328985858	0.0224960869522036	0.107250955788328
ASV300|Firmicutes|Lachnospiraceae|unknown.spec.	0.90549967104918	0	0.0868445630969829	0.000257236557432462	0.00739852929640447
ASV301|Firmicutes|Lachnospiraceae|Acetatifactor.spec.	0.948236641897392	0.00496110579864369	0.0421510478785469	0.00341513857680956	0.00123606584860829
ASV302|Firmicutes|Lachnospiraceae|unknown.spec.	0.921620281315558	0	0.0254368937591087	0.0055020462379748	0.0474407786873588
ASV303|Firmicutes|unknown|unknown.spec.	0.963854386704904	0	0.00150826019762908	0.0279310828677698	0.00670627022969735
ASV304|Firmicutes|Lachnospiraceae|GCA-900066575.spec.	0.881217919876744	0	0.0728387418333404	0.00781963075285223	0.0381237075370636
ASV306|Firmicutes|Oscillospiraceae|Oscillibacter.spec.	0.576201148588333	0.211646615476301	0.10581212409201	0.0844991247781169	0.0218409870652388
ASV307|Actinobacteriota|Eggerthellaceae|Enterorhabdus.spec.	0.891758819253392	0	0.0834046847558585	0.000991515823407765	0.0238449801673418
ASV309|Firmicutes|Lachnospiraceae|unknown.spec.	0.861493239264376	0	0.0343596078210612	0.0304133463616911	0.0737338065528715
ASV312|Firmicutes|Lachnospiraceae|unknown.spec.	0.70986542782051	0.0733132565977242	0.0205377876647582	0.0747130560187313	0.121570471898276
ASV313|Firmicutes|Lachnospiraceae|unknown.spec.	0.867882061694549	0	0.109328202342638	0.0227188603141129	7.08756487006724e-05
ASV315|Firmicutes|Lachnospiraceae|unknown.spec.	0.79971014740166	0	0.0657812708020477	0.119406045058728	0.0151025367375643
ASV316|Actinobacteriota|Eggerthellaceae|Enterorhabdus.spec.	0.885309997721137	0	0.0739046042754544	0.000810107825249611	0.0399752901781585
ASV317|Firmicutes|Ruminococcaceae|Incertae Sedis.spec.	0.757175776995423	0.0771248071209672	0.0841107550789253	0.0812384012619611	0.000350259542723675
ASV319|Firmicutes|Lachnospiraceae|unknown.spec.	0.776281944030933	0	0.110292898710176	0.0556500728867081	0.0577750843721833
ASV320|Firmicutes|Lachnospiraceae|unknown.spec.	0.818765174941091	0.0262595746906336	0.0770670008631002	0.0416031237901603	0.036305125715015
ASV321|Firmicutes|Lachnospiraceae|Lachnospiraceae UCG-001.spec.	0.901832662157827	0	0.0956695523315917	8.2786708870957e-05	0.00241499880171076
ASV322|Actinobacteriota|Eggerthellaceae|Enterorhabdus.spec.	0.77855762662723	0.053928907797781	0.00277384345654602	0.0294512971394175	0.135288324979026
ASV324|Firmicutes|Ruminococcaceae|unknown.spec.	0.937776774948154	0	0.00398195852310247	0.0539545833751859	0.00428668315355734
ASV328|Firmicutes|Lachnospiraceae|Marvinbryantia.spec.	0.899926580140301	0	0.0155143911721037	0.072871306489232	0.0116877221983638
ASV334|Actinobacteriota|Eggerthellaceae|Enterorhabdus.spec.	0.92672294362232	6.38686599382961e-21	0.00638999551533074	0.000316233841515585	0.0665708270208334
ASV342|Firmicutes|unknown|unknown.spec.	0.996642486749812	0	0.0011108652612943	0.00204773692776191	0.000198911061132201
ASV345|Firmicutes|Lachnospiraceae|unknown.spec.	0.628526051869129	0.358771545081882	0.0099387103748125	0.00274890855359695	1.47841205790078e-05
ASV346|Firmicutes|Oscillospiraceae|unknown.spec.	0.954206489737305	0	0.00290743817122868	0.00036993007178292	0.0425161420196838
ASV348|Firmicutes|Oscillospiraceae|UCG-005.spec.	0.735780426719573	0.0970729062475835	0.0282771045266969	0.0178841293522058	0.12098543315394
ASV351|Firmicutes|Ruminococcaceae|Anaerotruncus.spec.	0.705013229993177	0	0.0373384138896592	0.140608561659839	0.117039794457325
ASV353|Firmicutes|Lachnospiraceae|unknown.spec.	0.904967397174429	0	0.00915732599889632	0.000195262835165042	0.0856800139915096
ASV354|Firmicutes|Lachnospiraceae|unknown.spec.	0.786796840540885	0.169924112963589	0.0091559118036614	0.00709181623647721	0.0270313184553881
ASV356|Firmicutes|Lachnospiraceae|unknown.spec.	0.824002243640526	0.149138316924904	0.0111021932929617	0.00673624090262771	0.00902100523898162
ASV357|Firmicutes|Lachnospiraceae|unknown.spec.	0.821323763685693	0	0.080690247985199	0.0704435639155074	0.0275424244136011
ASV362|Firmicutes|Anaerovoracaceae|Family XIII AD3011 group.spec.	0.596401059436687	0.341880130430714	0.0611715232200499	0.000535626627496533	1.16602850528089e-05
ASV367|Firmicutes|Lachnospiraceae|unknown.spec.	0.744690332827841	0.176197507457112	0.00900890002022504	0.031743411341817	0.0383598483530049
ASV368|Firmicutes|Lachnospiraceae|Lachnospiraceae UCG-006.spec.	0.922929930116186	0	0.0487265685896696	0.024588567264774	0.00375493402937071
ASV369|Firmicutes|Anaerovoracaceae|Anaerovorax.spec.	0.75528590104191	0.0422521146487126	0.00192948541860595	0.191245386426928	0.00928711246384261
ASV377|Firmicutes|unknown|unknown.spec.	0.78764888194886	0.0726346313329013	0.0513030873480575	0.042659018352113	0.0457543810180684
ASV380|Actinobacteriota|Eggerthellaceae|Enterorhabdus.spec.	0.717275930390951	0	0.121166414186419	0.161472630943716	8.5024478913431e-05
ASV383|Firmicutes|Ruminococcaceae|Incertae Sedis.spec.	0.924374526078764	0	0.00511365039858797	0.0391794282253486	0.0313323952972998
ASV384|Firmicutes|Lachnospiraceae|unknown.spec.	0.903214417295532	0	0.00074276776875815	0.0303785783685805	0.0656642365671298
ASV391|Actinobacteriota|Eggerthellaceae|Enterorhabdus.spec.	0.738391482230141	0	0.25869394848775	0.000327562645513737	0.00258700663659549
ASV397|Firmicutes|Anaerovoracaceae|Family XIII AD3011 group.spec.	0.583489046293257	0.404184863472321	0.00565292826433953	1.30717902942268e-06	0.00667185479105311
ASV400|Firmicutes|unknown|unknown.spec.	0.73578742660982	0	0.000743053227057435	0.0253248164719805	0.238144703691142
ASV408|Firmicutes|Lachnospiraceae|unknown.spec.	0.338392291404113	0.652367519034274	0.00324211368475679	0.00596180855852164	3.62673183338464e-05
ASV414|Firmicutes|Streptococcaceae|Streptococcus.danieliae	0.646770902961524	0	0.136781691885057	0.0969969879973687	0.119450417156051
ASV416|Firmicutes|Lachnospiraceae|Roseburia.spec.	0.799199749351462	0.195446790977096	0.00362365151343841	0.000221651591074362	0.00150815656692955
ASV420|Actinobacteriota|Eggerthellaceae|Enterorhabdus.spec.	0.80008376478004	0	0.145156839668441	0.0400961531745248	0.014663242376994
ASV428|Firmicutes|Oscillospiraceae|Colidextribacter.spec.	0.532164656141572	0.451910983791984	0.00194762934936837	0.0139550246397904	2.17060772855257e-05
ASV429|Firmicutes|Lachnospiraceae|unknown.spec.	0.988923736423653	0	0.010149307287972	0.000687081250820429	0.000239875037554815
ASV439|Actinobacteriota|Eggerthellaceae|Parvibacter.spec.	0.814126390687705	0.146563886418084	0.0142776169633685	0.00242968756395766	0.0226024183668849
ASV443|Firmicutes|Lachnospiraceae|GCA-900066575.spec.	0.961637185722554	5.2860665361792e-16	0.0151646226484065	0.0219795318925277	0.00121865973651157
ASV447|Firmicutes|unknown|unknown.spec.	0.867228284326308	0	0.00925601716776732	0.0120960389721646	0.11141965953376
ASV455|Firmicutes|Ruminococcaceae|unknown.spec.	0.93568845614844	0	0.0143216895236017	0.0106146223755109	0.0393752319524469
ASV504|Firmicutes|Erysipelatoclostridiaceae|unknown.spec.	0.857560583682522	0	0.0410977799641944	0.100344992349016	0.000996644004267634
