Residuals	weight_grams_scaled	lipocalin2_pg_ml_scaled	number_of_pups_scaled	genotype
ASV234|Firmicutes|Christensenellaceae|Christensenellaceae R-7 group.spec.	0.827793409794616	0.0516476498841505	0.116490688094201	0.00406825222703262	0
ASV237|Firmicutes|Lachnospiraceae|GCA-900066575.spec.	0.854804419864344	0.122902916199341	0.0145419917552634	0.00775067218105183	0
ASV238|Firmicutes|Lachnospiraceae|Tuzzerella.spec.	0.721261018059991	0.147558751091131	0.00154614685499523	0.129634083993883	0
ASV240|Desulfobacterota|Desulfovibrionaceae|Bilophila.spec.	0.744142185911191	0.151521992680001	0.0723288652631191	0.0201872243818272	0.0118197317638614
ASV241|Firmicutes|Ruminococcaceae|Incertae Sedis.spec.	0.843269491938621	0.0431847877747006	0.0712887429533268	0.0422569773333512	0
ASV243|Firmicutes|Oscillospiraceae|unknown.spec.	0.689993228276055	0.29741323517217	0.00126635955690184	0.0113271769948738	0
ASV244|Firmicutes|Lachnospiraceae|Lachnospiraceae FCS020 group.spec.	0.642334964371948	0.3124520969665	0.044502527584248	0.000710411077303086	0
ASV250|Firmicutes|unknown|unknown.spec.	0.812674574997626	0.0014872263719392	0.0165216167706546	0.16931658185978	0
ASV251|Bacteroidota|Muribaculaceae|unknown.spec.	0.868249321346344	0.124737261454268	0.000749974253075811	0.0062634429463127	0
ASV254|Firmicutes|Lachnospiraceae|unknown.spec.	0.975254376114285	0.0147393416497561	0.00199827096316625	0.00800801127279232	0
ASV256|Firmicutes|Lachnospiraceae|unknown.spec.	0.848278189095056	0.0176933889467843	0.00641547105566072	0.127612950902499	9.71587841046417e-18
ASV257|Firmicutes|Oscillospiraceae|Colidextribacter.spec.	0.79972438931279	0.00455465987854001	0.114693639672586	0.0810273111360833	0
ASV259|Bacteroidota|Muribaculaceae|unknown.spec.	0.928760607057692	0.0584553467442588	5.84674669804074e-05	0.0127255787310689	0
ASV260|Firmicutes|Oscillospiraceae|unknown.spec.	0.78780600504844	7.49118115891067e-11	0.0163703714862936	0.195823623390354	0
ASV261|Desulfobacterota|Desulfovibrionaceae|unknown.spec.	0.922976587988334	0.00239797484373014	0.00780160630273707	0.066823830865199	0
ASV262|Firmicutes|Lachnospiraceae|Tyzzerella.spec.	0.685862822390945	0.132892031968519	0.0527949683265657	0.0426967160323601	0.0857534612816099
ASV268|Bacteroidota|Tannerellaceae|Parabacteroides.distasonis	0.912612877734042	0.0336580710083398	0.046510836375809	0.00721821488180927	0
ASV269|Firmicutes|Lachnospiraceae|unknown.spec.	0.774689924317289	0.0380868753164946	0.0524602409140716	0.0878498942020167	0.0469130652501282
ASV270|Bacteroidota|Rikenellaceae|Alistipes.spec.	0.907480403866835	0.0253773229240918	0.00624469613239627	0.060897577076677	0
ASV273|Firmicutes|Ruminococcaceae|unknown.spec.	0.789396242290297	0.0793694089471286	0.00877832191103294	0.00296616368889385	0.119489863162648
ASV275|Patescibacteria|Saccharimonadaceae|Candidatus Saccharimonas.spec.	0.755793519262058	0.00853860458656719	0.0357220060775563	0.00199005359912221	0.197955816474696
ASV278|Firmicutes|unknown|unknown.spec.	0.806488791315582	0.0302793970507502	0.02281611867367	0.140415692959997	0
ASV285|Bacteroidota|Tannerellaceae|Parabacteroides.goldsteinii	0.935698106586021	0.0416518310490603	0.0134004910476804	0.00068742635238594	0.00856214496485255
ASV286|Firmicutes|unknown|unknown.spec.	0.975349165937838	0.0220654059586223	1.27637913068759e-05	0.00257266431223267	0
ASV294|Firmicutes|Ruminococcaceae|Incertae Sedis.spec.	0.835323634568855	0.0188262178550289	0.081681685135157	0.0641684624409591	0
ASV295|Firmicutes|Lachnospiraceae|unknown.spec.	0.780030008119085	0.0104913324112531	0.00266850230422924	0.183987758534048	0.0228223986313846
ASV301|Firmicutes|Lachnospiraceae|Acetatifactor.spec.	0.981235992349679	0.0017479127888639	0.0135612940965651	0.00345480076489157	0
ASV303|Firmicutes|unknown|unknown.spec.	0.841261488376847	0.071340673109949	0.0764990476838407	0.010898790829363	0
ASV306|Firmicutes|Oscillospiraceae|Oscillibacter.spec.	0.881533844323662	0.0383885558388356	0.00135299964038889	0.0413776793777454	0.0373469208193679
ASV308|Bacteroidota|Rikenellaceae|Alistipes.spec.	0.97041140306973	0.00392211744529037	0.0155882289799036	0.00178238241810142	0.00829586808697428
ASV319|Firmicutes|Lachnospiraceae|unknown.spec.	0.611784918171378	0.336442465270842	0.00138306645882898	0.050389550098951	0
ASV320|Firmicutes|Lachnospiraceae|unknown.spec.	0.784066597304311	0.00669922948249338	0.112213968260568	0.097020204952627	0
ASV324|Firmicutes|Ruminococcaceae|unknown.spec.	0.881597794596709	0.0883847287057657	0.0152016392669978	0.0148158374305275	0
ASV338|Firmicutes|Lachnospiraceae|unknown.spec.	0.922310961667632	0.00864718631759082	0.0133455779810524	0.0556962740337246	0
ASV339|Firmicutes|Oscillospiraceae|Colidextribacter.spec.	0.761919342824486	0.00202405977618789	0.19875580274167	0.0373007946576567	0
ASV341|Bacteroidota|Muribaculaceae|unknown.spec.	0.93688407666897	0.0307709424713388	0.0305392057494272	0.00180577511026381	0
ASV342|Firmicutes|unknown|unknown.spec.	0.923318528303176	0.00451484523457008	0.000243412870892059	0.00655955898585831	0.0653636546055036
ASV346|Firmicutes|Oscillospiraceae|unknown.spec.	0.709303209721509	0.0406177378073076	0.245339406855082	0.00473964561610152	0
ASV347|Firmicutes|Oscillospiraceae|Colidextribacter.spec.	0.847540564662271	0.0440087607764842	0.108448199048959	2.47551228581215e-06	0
ASV348|Firmicutes|Oscillospiraceae|UCG-005.spec.	0.803199829040469	0.0620655830440781	0.0725613033549184	0.0621732845605342	0
ASV353|Firmicutes|Lachnospiraceae|unknown.spec.	0.941857540559733	0.0404126066538965	0.0112051802453542	0.006524672541016	0
ASV355|Bacteroidota|Muribaculaceae|unknown.spec.	0.769252343741418	0.20397637016937	0.012199750508157	0.0145715355810542	0
ASV362|Firmicutes|Anaerovoracaceae|Family XIII AD3011 group.spec.	0.851449931352564	0.0256222061777978	0.0121984522618813	0.110729410207757	0
ASV365|Proteobacteria|unknown|unknown.spec.	0.724371424864988	0.191548758226818	0.069872292232425	0.0142075246757686	0
ASV368|Firmicutes|Lachnospiraceae|Lachnospiraceae UCG-006.spec.	0.77381464442567	0.143578458134601	0.0464012787317886	0.0362056187079403	0
ASV369|Firmicutes|Anaerovoracaceae|Anaerovorax.spec.	0.771112513003647	0.0370417770751349	0.186671590278732	0.00517411964248608	2.62720667949546e-16
ASV377|Firmicutes|unknown|unknown.spec.	0.961598468273302	5.42373700985554e-05	0.0322162575410939	0.00613103681550563	0
ASV397|Firmicutes|Anaerovoracaceae|Family XIII AD3011 group.spec.	0.79066843609428	0.0101306276331291	0.0892418181974524	0.109959118075138	0
ASV404|Firmicutes|Christensenellaceae|unknown.spec.	0.811547793850319	0.0830034156765799	0.000470920353434613	0.0377756790394897	0.067202191080177
ASV440|Firmicutes|Oscillospiraceae|Colidextribacter.spec.	0.878846560504673	0.0406111802535116	2.60405930034246e-05	0.080516218648812	0
ASV441|Firmicutes|unknown|unknown.spec.	0.822816315994521	0.000335247145498886	0.0034189197081993	0.17342951715178	0
ASV491|Firmicutes|unknown|unknown.spec.	0.850143399165713	0.054497281266988	0.0074083725338268	0.0879509470334721	0
