Residuals	timepoint	genotype	number_of_pups_scaled	lipocalin2_pg_ml_scaled
ASV187|Firmicutes|Lachnospiraceae|unknown.spec.	0.90802364555548	0.0105456965677943	1.15316064865453e-10	0.0577332635474654	0.0236973942139442
ASV188|Actinobacteriota|Atopobiaceae|Coriobacteriaceae UCG-002.spec.	0.639823166215203	0.0909185345557569	0.201594608631392	0.0249719541830276	0.0426917364146211
ASV189|Firmicutes|Lachnospiraceae|unknown.spec.	0.820498148734562	0.12379553286284	1.4300034527073e-14	0.00587752029378851	0.049828798108795
ASV190|Firmicutes|Erysipelotrichaceae|Faecalibaculum.rodentium	0.774444742962644	0.149002602854088	0.0438207428380737	0.0153216877337212	0.017410223611473
ASV191|Firmicutes|Lachnospiraceae|unknown.spec.	0.935633958324938	0.0609044551495244	3.45277485427824e-05	0.00278198364441741	0.000645075132577153
ASV192|Firmicutes|Ruminococcaceae|unknown.spec.	0.906266943378723	0	0	0.00531343639589756	0.0884196202253793
ASV193|Firmicutes|Oscillospiraceae|Colidextribacter.spec.	0.882124180243994	0.0807257891611568	0.0304107245088701	0.000170268981051868	0.00656903710492725
ASV194|Firmicutes|Lachnospiraceae|unknown.spec.	0.98106834540981	0	0.011064625860446	0.00559339144282618	0.00227363728691841
ASV195|Firmicutes|Lachnospiraceae|Lachnospiraceae UCG-006.spec.	0.574471959635431	0.328322120422732	0.0930358603003232	0.00319641876570403	0.000973640875810419
ASV196|Firmicutes|Lachnospiraceae|ASF356.spec.	0.930882071268112	0.0165611744261827	0.00954190073550476	0.015437302790052	0.0275775507801482
ASV197|Firmicutes|Lachnospiraceae|unknown.spec.	0.956357529587559	0.0260689367475457	0.00322617328428272	0.00220232459729793	0.0121450357833146
ASV198|Firmicutes|Oscillospiraceae|unknown.spec.	0.90286594117179	0.0565936186014364	2.73843342985938e-13	0.011935396228758	0.0286050439977416
ASV199|Firmicutes|Oscillospiraceae|unknown.spec.	0.968934940850935	0.0273166291858856	0.00265707279522623	0.000905391211754781	0.000185965956198826
ASV200|Firmicutes|Lachnospiraceae|Lachnospiraceae NK4A136 group.spec.	0.8591230686727	0.0816824747495962	4.09869591657823e-13	0.0561321876553244	0.00306226892196894
ASV201|Firmicutes|Lachnospiraceae|Lachnospiraceae NK4A136 group.bacterium	0.95836043090546	0.0337774729277456	0	0.00573827514914777	0.00212382101764684
ASV202|Firmicutes|Lachnospiraceae|Lachnospiraceae UCG-001.spec.	0.935707578239686	0	0.0253242496656786	0.0287241659469456	0.0102440061476895
ASV203|Firmicutes|Lachnospiraceae|unknown.spec.	0.948799227290303	0	0.0287937417753364	0.0204483635368387	0.00195866739752156
ASV204|Firmicutes|Lachnospiraceae|Lachnospiraceae NK4A136 group.spec.	0.877876551815717	6.47825595593746e-11	0.02651909562113	0.0534627453216161	0.0421416071767549
ASV205|Firmicutes|Ruminococcaceae|Incertae Sedis.spec.	0.962198256022368	0.000405261120760167	6.12296626014284e-09	0.00368660445065237	0.0337098722832537
ASV206|Cyanobacteria|unknown|unknown.spec.	0.905600991723257	0.0548757391209449	0	0.00709467573815416	0.0324285934176435
ASV207|Firmicutes|Ruminococcaceae|unknown.spec.	0.902596651912973	0.0803960452000758	2.29030558053322e-11	0.0169883991369546	1.89037270938483e-05
ASV208|Firmicutes|unknown|unknown.spec.	0.908153052079026	0.0246860151829259	3.97874378727268e-18	0.0282655180334698	0.0388954147045781
ASV209|Firmicutes|Oscillospiraceae|Intestinimonas.spec.	0.734519246412558	0.194589280156853	0.0452586475562643	0.000245475128616936	0.0253873507457079
ASV210|Bacteroidota|Rikenellaceae|Alistipes.spec.	0.772364477226895	0.145277835122508	0.0715886071771511	0.00338948767696729	0.00737959279647923
ASV211|Firmicutes|Lachnospiraceae|unknown.spec.	0.994712500678511	0	0.000930687582715842	0.00435595879734493	8.52941428200428e-07
ASV212|Firmicutes|Lachnospiraceae|Lachnospiraceae NK4A136 group.spec.	0.98088485306821	0	0	0.010702228428026	0.00841291850376388
ASV213|Firmicutes|Lachnospiraceae|Lachnospiraceae NK4A136 group.spec.	0.907424408215968	0.0780306746310025	1.41866710034816e-12	0.0141510306949318	0.000393886456679431
ASV215|Firmicutes|unknown|unknown.spec.	0.890571585282391	0.0657257798884238	1.2629211874529e-12	0.0044518797560454	0.0392507550718768
ASV216|Firmicutes|Lachnospiraceae|Lachnospiraceae UCG-001.spec.	0.983151493001685	0	0	0.0127188712095522	0.0041296357887625
ASV217|Proteobacteria|Sutterellaceae|Parasutterella.spec.	0.975729057743317	0.0129208435503378	5.19591666333779e-13	0.0111269289361396	0.000223169769685961
ASV218|Bacteroidota|Rikenellaceae|Alistipes.spec.	0.793055120013123	0.197571250629745	4.24267995754614e-10	0.00288751757958379	0.00648611135328033
ASV219|Firmicutes|Oscillospiraceae|unknown.spec.	0.947698779485823	0.0147198975935225	6.87621674771738e-13	0.0100323219772114	0.0275490009427558
ASV220|Firmicutes|Lachnospiraceae|unknown.spec.	0.850122006268515	0.116569979036253	0	0.0293789248402234	0.00392908985500851
ASV221|Firmicutes|Lachnospiraceae|GCA-900066575.spec.	0.96263901028073	2.81404117537734e-17	0.0183988319172816	0.00405131242685457	0.0149108453751335
ASV222|Firmicutes|Oscillospiraceae|Oscillibacter.spec.	0.868972084794526	0	0	0.114686685245536	0.016341229959938
ASV223|Firmicutes|Oscillospiraceae|unknown.spec.	0.989021746030978	0	0.0100567429056408	0.000921468387412956	4.26759680686208e-08
ASV224|Firmicutes|unknown|unknown.spec.	0.895005025001676	0.0365122958409008	7.0477689599382e-15	0.0118487558745137	0.056633923282903
ASV225|Firmicutes|Lachnospiraceae|unknown.spec.	0.932003383901767	0.0244203235742723	0.0120897949155052	0.0241151274896412	0.00737137011881469
ASV226|Firmicutes|Ruminococcaceae|[Eubacterium] siraeum group.spec.	0.707632434400301	0.100658925431098	1.27871339146299e-17	0.0208570415916764	0.170851598576924
ASV227|Cyanobacteria|unknown|unknown.spec.	0.859114765743775	0.125024768554222	0	0.013537063963873	0.0023234017381296
ASV228|Firmicutes|UCG-010|unknown.spec.	0.638325420821452	0.281255190099659	0.0698108215877646	0.00914134107348832	0.0014672264176363
ASV229|Firmicutes|Butyricicoccaceae|Butyricicoccus.spec.	0.721812461930298	0.167082797394613	0.028527942875177	0.0824698524033787	0.000106945396533187
ASV230|Firmicutes|Lachnospiraceae|unknown.spec.	0.789174271467448	0.1686910467954	0.0233628510352794	0.00606412392753359	0.0127077067743383
ASV231|Firmicutes|Lachnospiraceae|unknown.spec.	0.855142214417032	0.13532741787707	1.23783812443161e-10	0.00950546638942777	2.49011926866257e-05
ASV232|Firmicutes|Lachnospiraceae|Lachnospiraceae NK4A136 group.spec.	0.785859059816847	0.208377188911082	0	0.00445369681270909	0.00131005445936181
ASV233|Firmicutes|Lachnospiraceae|GCA-900066575.spec.	0.843438435973383	0.0909156135808896	0.0297915465042357	0.0220825656709131	0.0137718382705784
ASV234|Firmicutes|Christensenellaceae|Christensenellaceae R-7 group.spec.	0.506819411507697	0.366518264067777	0.0774653889248126	0.035498290597827	0.0136986449018863
ASV235|Firmicutes|Lachnospiraceae|A2.spec.	0.91335180397432	0.0394942326315114	0.0234359902153385	1.26908364384034e-05	0.0237052823423917
ASV236|Firmicutes|Lachnospiraceae|unknown.spec.	0.894335113072709	0.0624371063357778	0.00575564430687946	0.0349404878309592	0.00253164845367416
ASV237|Firmicutes|Lachnospiraceae|GCA-900066575.spec.	0.91519233829697	0	0.0469454530353935	0.00400174912021595	0.033860459547421
ASV238|Firmicutes|Lachnospiraceae|Tuzzerella.spec.	0.970545330866788	0.0130663791287907	9.14257330137477e-17	0.000121705870854342	0.0162665841335669
ASV239|Actinobacteriota|Eggerthellaceae|Enterorhabdus.spec.	0.582264490603596	0.40793661594823	0	0.00171274766933295	0.00808614577884078
ASV240|Desulfobacterota|Desulfovibrionaceae|Bilophila.spec.	0.851744515349462	0.107618080308059	0.00454850991796374	0.0204524614048235	0.0156364330196915
ASV241|Firmicutes|Ruminococcaceae|Incertae Sedis.spec.	0.946151576824812	0	0	0.0056971288752879	0.0481512942999
ASV242|Firmicutes|Oscillospiraceae|Colidextribacter.spec.	0.963456894982864	0	0.00905330500884566	0.00808987066573464	0.0193999293425552
ASV243|Firmicutes|Oscillospiraceae|unknown.spec.	0.826431737860371	0.173184391608097	3.56881818451772e-15	0.000245252265886645	0.000138618265641359
ASV244|Firmicutes|Lachnospiraceae|Lachnospiraceae FCS020 group.spec.	0.851431717391189	0.126521932509822	4.34815235397901e-12	0.0209691214105128	0.00107722868412813
ASV245|Firmicutes|Butyricicoccaceae|Butyricicoccus.spec.	0.847203925908095	0.0873612882313663	0.00254416242343065	0.0400741102611693	0.0228165131759384
ASV246|Firmicutes|Lachnospiraceae|Lachnospiraceae UCG-001.spec.	0.904771625469263	0.000330724468929582	0.0556898593113849	0.0273894201001746	0.0118183706502477
ASV247|Firmicutes|Lactobacillaceae|Lactobacillus.intestinalis	0.89787862406617	0.0767820194361161	0	0.0209663787512726	0.00437297774644176
ASV249|Actinobacteriota|Eggerthellaceae|Enterorhabdus.spec.	0.592209384636593	0.291565221163213	1.186953192606e-11	0.116127539344291	9.78548440334917e-05
ASV250|Firmicutes|unknown|unknown.spec.	0.807303069593208	0.145938926161338	0.0383401078989751	0.00711606775616183	0.00130182859031744
ASV251|Bacteroidota|Muribaculaceae|unknown.spec.	0.820241669425405	0.149048592449538	6.92836165663936e-12	0.0222517560157469	0.00845798210238247
ASV253|Firmicutes|Lachnospiraceae|Lachnospiraceae UCG-001.spec.	0.958735748358455	2.59785310672814e-19	0.012007463998269	0.0236534844736351	0.00560330316964135
ASV254|Firmicutes|Lachnospiraceae|unknown.spec.	0.958690228283007	0	0	0.0397074514059876	0.00160232031100504
ASV256|Firmicutes|Lachnospiraceae|unknown.spec.	0.931392423312319	0.00829867429183773	0.0504075042812753	0.00983635333925253	6.50447753152132e-05
ASV257|Firmicutes|Oscillospiraceae|Colidextribacter.spec.	0.875670104477178	0	0	0.0030628388791057	0.121267056643716
ASV258|Firmicutes|Lachnospiraceae|unknown.spec.	0.835576787035186	0.161261446083393	0	0.00258105285708653	0.000580714024334626
ASV259|Bacteroidota|Muribaculaceae|unknown.spec.	0.798223790236581	0.117339106577803	0.0720332928437462	0.0123164448391791	8.73655026905525e-05
ASV260|Firmicutes|Oscillospiraceae|unknown.spec.	0.862322430126474	0.10699433908478	0.00966325997878136	0.00167523534289829	0.0193447354670666
ASV261|Desulfobacterota|Desulfovibrionaceae|unknown.spec.	0.65260199599116	0.342610677510714	0	0.0026815028560108	0.00210582364211544
ASV262|Firmicutes|Lachnospiraceae|Tyzzerella.spec.	0.778777722057349	0.163499418225361	0.0455850442971304	0.00978913057417515	0.00234868484598426
ASV263|Firmicutes|Lachnospiraceae|Blautia.coccoides	0.997504694620707	0	0	9.98013937318507e-05	0.0023955039855614
ASV264|Firmicutes|Lachnospiraceae|Lachnospiraceae NK4A136 group.spec.	0.928487225496429	0	0	0.0537940946170381	0.0177186798865333
ASV265|Firmicutes|Lachnospiraceae|Lachnoclostridium.spec.	0.954801750707975	2.92172414816032e-18	0.012225178285489	3.94506699641838e-06	0.0329691259395395
ASV266|Firmicutes|Lachnospiraceae|Lachnospiraceae NK4A136 group.spec.	0.91495062813285	0.0656950858951277	1.24062267200007e-12	0.00443079930484208	0.0149234866659392
ASV267|Firmicutes|Lachnospiraceae|unknown.spec.	0.855539916388635	0.136281599878581	1.5032529063891e-13	0.00688143070355076	0.00129705302908262
ASV268|Bacteroidota|Tannerellaceae|Parabacteroides.distasonis	0.542127948158666	0.427672531682431	0.00805144819331174	0.00371946258800279	0.0184286093775881
ASV269|Firmicutes|Lachnospiraceae|unknown.spec.	0.950942932195007	1.41544941861647e-12	0.00796405395375646	0.0194333032336913	0.0216597106161295
ASV270|Bacteroidota|Rikenellaceae|Alistipes.spec.	0.978675441573213	0.0123095503942096	0.00246199821885539	0.00037129648636266	0.00618171332735914
ASV271|Firmicutes|Lachnospiraceae|unknown.spec.	0.987549298687764	0	0	0.00907410896290214	0.00337659234933347
ASV272|Firmicutes|Butyricicoccaceae|Butyricicoccus.spec.	0.96892234257375	0	0	0.0137693678443954	0.0173082895818544
ASV273|Firmicutes|Ruminococcaceae|unknown.spec.	0.970406707084385	0.0127519013568393	4.19328795795685e-13	0.00229382841314777	0.0145475631452083
ASV274|Firmicutes|Lachnospiraceae|Lachnoclostridium.spec.	0.947011624587938	0.021179771646767	1.5333967128068e-15	0.0293700319078757	0.00243857185741809
ASV275|Patescibacteria|Saccharimonadaceae|Candidatus Saccharimonas.spec.	0.822953847956156	0.094808541817337	0.0371417421223866	0.0136455650699283	0.0314503030341922
ASV276|Firmicutes|Lachnospiraceae|Lachnospiraceae NK4A136 group.spec.	0.913806202526053	1.87509330664779e-14	0.00460291724438343	0.0409200903661733	0.0406707898633718
ASV277|Firmicutes|Lachnospiraceae|Lachnoclostridium.spec.	0.796185576810353	0.159013682450231	0.0372236783587157	0.00616217723500666	0.00141488514569322
ASV278|Firmicutes|unknown|unknown.spec.	0.717582712492881	0.262795295474612	0.00706539375119681	0.00455744717851796	0.00799915110279187
ASV279|Firmicutes|Lachnospiraceae|Lachnospiraceae UCG-001.spec.	0.895388970744014	1.84609835596386e-15	0.0851518624089777	0.00429498742461515	0.015164179422391
ASV280|Firmicutes|unknown|unknown.spec.	0.943176412782671	0	0	0.0335818378070583	0.0232417494102704
ASV281|Firmicutes|Lachnospiraceae|Lachnoclostridium.spec.	0.939700724317127	0.0265312173702528	0	0.0174632791558251	0.0163047791567953
ASV283|Firmicutes|Lachnospiraceae|Roseburia.spec.	0.875564861288976	0.0709006149235787	0	0.0369557454376178	0.0165787783498278
ASV284|Firmicutes|Oscillospiraceae|unknown.spec.	0.983561683205305	0.00279253686779196	0	0.00816118966599201	0.00548459026091093
ASV285|Bacteroidota|Tannerellaceae|Parabacteroides.goldsteinii	0.720517818591488	0.270408791531741	0	2.25578116620185e-06	0.00907113409560525
ASV286|Firmicutes|unknown|unknown.spec.	0.946914474711966	0.0500795716371209	1.07846028414166e-11	0.00120296643682643	0.00180298720330173
ASV287|Bacteroidota|Muribaculaceae|unknown.spec.	0.995911536858126	0	0	0.00104089180815904	0.00304757133371501
ASV288|Firmicutes|Lachnospiraceae|Lachnospiraceae NK4A136 group.spec.	0.970050530554671	0.00556393639479452	3.38924185088886e-14	0.00534503421277163	0.0190404988377291
ASV289|Firmicutes|Lachnospiraceae|unknown.spec.	0.947304110740004	0.0458939403360142	0	0.00598746394251672	0.000814484981465405
ASV290|Firmicutes|Lachnospiraceae|Lachnospiraceae UCG-001.spec.	0.930531956477078	1.27642787240041e-10	0.061063832361838	0.0082251683901178	0.000179042643322903
ASV292|Firmicutes|Lachnospiraceae|Lachnospiraceae NK4A136 group.spec.	0.961433554300161	0	0.0253709220123034	0.0108321007619256	0.00236342292561039
ASV293|Firmicutes|Lachnospiraceae|unknown.spec.	0.875565695792005	0.0670379545293289	0.0287227139677814	0.019775717264285	0.00889791844659924
ASV294|Firmicutes|Ruminococcaceae|Incertae Sedis.spec.	0.901845645687281	0	0.00244439071569349	0.06763912421811	0.0280708393789159
ASV295|Firmicutes|Lachnospiraceae|unknown.spec.	0.78933398294754	0.147352924264935	0.00529552590921733	0.0579881123548269	2.94545234812558e-05
ASV297|Firmicutes|Butyricicoccaceae|Butyricicoccus.spec.	0.744936185325406	0.167065203190456	0.0755701531532149	0.0041394926797495	0.0082889656511737
ASV298|Firmicutes|Oscillospiraceae|Oscillibacter.spec.	0.952714304532208	0.0241047173287818	0	0.0223859773703725	0.000795000768637792
ASV299|Firmicutes|Lachnospiraceae|Lachnospiraceae UCG-001.spec.	0.756853751809138	0.060590267554233	0.136247108466552	0.0280910175418031	0.0182178546282739
ASV300|Firmicutes|Lachnospiraceae|unknown.spec.	0.704750822750327	0.280013506870916	0	0.00784718066129268	0.00738848971746451
ASV301|Firmicutes|Lachnospiraceae|Acetatifactor.spec.	0.827509182299597	0.157903985722971	0	0.00019178703320036	0.0143950449442316
ASV302|Firmicutes|Lachnospiraceae|unknown.spec.	0.927034159859226	0.0498011164805507	3.65155952028865e-13	0.000563964785802296	0.0226007588740556
ASV303|Firmicutes|unknown|unknown.spec.	0.940269081094929	0.016847165459947	0	0.011180153469219	0.0317035999759048
ASV304|Firmicutes|Lachnospiraceae|GCA-900066575.spec.	0.985982194793082	0	0	0.00357728792971731	0.0104405172772008
ASV305|Firmicutes|Lachnospiraceae|Lachnospiraceae UCG-001.spec.	0.729341425062298	0.122708037207613	0.110909440876049	0.0285562668514977	0.0084848300025424
ASV306|Firmicutes|Oscillospiraceae|Oscillibacter.spec.	0.826664455998019	0.00290659148083293	0.119686745462741	0.0501518979491681	0.000590309109238825
ASV307|Actinobacteriota|Eggerthellaceae|Enterorhabdus.spec.	0.599346100830968	0.398874599502719	2.98306433496154e-11	5.40523132262645e-05	0.00172524732325584
ASV308|Bacteroidota|Rikenellaceae|Alistipes.spec.	0.909977991857699	0	0	0.0242697142888734	0.0657522938534281
ASV309|Firmicutes|Lachnospiraceae|unknown.spec.	0.943113794415698	0.0488877707874164	0	6.11151619611159e-05	0.0079373196349241
ASV310|Firmicutes|Ruminococcaceae|unknown.spec.	0.984961096129174	0	0	0.00536214911565404	0.00967675475517225
ASV312|Firmicutes|Lachnospiraceae|unknown.spec.	0.692675936291563	0.218399847265843	0.0494783755220211	0.0141359998817932	0.0253098410387802
ASV313|Firmicutes|Lachnospiraceae|unknown.spec.	0.726462505235063	0.220406072199163	3.6087949722894e-10	0.0499227011318752	0.00320872107301902
ASV315|Firmicutes|Lachnospiraceae|unknown.spec.	0.919730884083886	0.0580512288267662	5.38835601033077e-13	0.0220600090112605	0.000157878077548915
ASV316|Actinobacteriota|Eggerthellaceae|Enterorhabdus.spec.	0.502720682620681	0.466732699306468	0.00544838249619133	0.00185319314021683	0.0232450424364426
ASV317|Firmicutes|Ruminococcaceae|Incertae Sedis.spec.	0.53243444986956	0.391492535934943	0.00600163130695351	0.00237017281157599	0.0677012100769675
ASV318|Bacteroidota|Muribaculaceae|unknown.spec.	0.98826918912323	0	0	0.0116909242494294	3.98866273407084e-05
ASV319|Firmicutes|Lachnospiraceae|unknown.spec.	0.886922246104928	0	0.000865542688724408	0.112068732370385	0.000143478835963174
ASV320|Firmicutes|Lachnospiraceae|unknown.spec.	0.937109959706988	0.039748275568224	0	0.000125331443377223	0.0230164332814105
ASV321|Firmicutes|Lachnospiraceae|Lachnospiraceae UCG-001.spec.	0.975414250607622	0.00375027342913107	5.32824981833598e-12	5.3999443475715e-08	0.0208354219584751
ASV322|Actinobacteriota|Eggerthellaceae|Enterorhabdus.spec.	0.687027183745389	0.297729629387565	0.0143447458434908	0.00073736471317819	0.000161076310376642
ASV324|Firmicutes|Ruminococcaceae|unknown.spec.	0.98321999720208	0	0	0.00424351099662708	0.0125364918012929
ASV325|Firmicutes|Lachnospiraceae|unknown.spec.	0.881301928896894	0.098836033496908	0.00734404272059348	3.19049270887957e-05	0.0124860899585154
ASV327|Firmicutes|Lachnospiraceae|unknown.spec.	0.967510451792044	0.018397055935905	0	0.0094022512162337	0.00469024105581686
ASV328|Firmicutes|Lachnospiraceae|Marvinbryantia.spec.	0.657707674270028	0.267012062318333	0.049263796718967	0.0185126418000198	0.00750382489265241
ASV330|Firmicutes|Lachnospiraceae|Lachnospiraceae NK4A136 group.bacterium	0.897241974661832	0.0273673883535971	1.01847222931056e-10	0.0654187488957325	0.00997188798699103
ASV331|Firmicutes|Lachnospiraceae|unknown.spec.	0.982582062683292	2.11794873270013e-12	0.00832070974785479	0.00864713395412181	0.000450093612613193
ASV333|Firmicutes|Lachnospiraceae|unknown.spec.	0.915104578243243	0	0.0542569659259072	0.00287211832027788	0.0277663375105718
ASV334|Actinobacteriota|Eggerthellaceae|Enterorhabdus.spec.	0.492124696090144	0.505477351947862	8.43376292104357e-16	0.000837829536888051	0.00156012242510511
ASV337|Firmicutes|Lachnospiraceae|Lachnospiraceae NK4A136 group.spec.	0.971292696450751	0	0	0.0020362320999961	0.0266710714492525
ASV338|Firmicutes|Lachnospiraceae|unknown.spec.	0.831763335111229	3.18908284124588e-17	0.0687598096746315	0.0986837879814082	0.000793067232731032
ASV339|Firmicutes|Oscillospiraceae|Colidextribacter.spec.	0.496912237291402	0.411015198965153	0.0126688442394145	0.00989820463644022	0.0695055148675899
ASV340|Firmicutes|Oscillospiraceae|unknown.spec.	0.500660126999721	0.441257275092219	0.0328445039115304	0.0185877214938641	0.00665037250266519
ASV341|Bacteroidota|Muribaculaceae|unknown.spec.	0.945563137631742	0.0220233885606558	0	0.00941055902665656	0.0230029147809455
ASV342|Firmicutes|unknown|unknown.spec.	0.998075786370036	0	0	1.96970969570285e-05	0.00190451653300694
ASV345|Firmicutes|Lachnospiraceae|unknown.spec.	0.668792864395937	0.22353401446151	0.106441465039004	0.000359264012244618	0.000872392091304049
ASV346|Firmicutes|Oscillospiraceae|unknown.spec.	0.965664409819063	0	0	5.03123034925666e-05	0.0342852778774445
ASV347|Firmicutes|Oscillospiraceae|Colidextribacter.spec.	0.756376248603033	0.152139739985177	5.44313437977108e-15	0.00856823590579636	0.0829157755059886
ASV348|Firmicutes|Oscillospiraceae|UCG-005.spec.	0.865648157888324	0.0548967812665502	0.0188139429832408	0.0173762273308418	0.0432648905310434
ASV351|Firmicutes|Ruminococcaceae|Anaerotruncus.spec.	0.854739471183707	0.141737114085172	1.73190435889209e-13	0.000467562528029783	0.00305585220291859
ASV353|Firmicutes|Lachnospiraceae|unknown.spec.	0.791097878812576	0.197162562591304	0	0.0108876945389966	0.000851864057123909
ASV354|Firmicutes|Lachnospiraceae|unknown.spec.	0.805769326960393	0.172758347711943	0.00508591316092501	0.00536875359778613	0.0110176585689528
ASV355|Bacteroidota|Muribaculaceae|unknown.spec.	0.941595667694273	0.0315261765571658	0	0.00966427083011615	0.0172138849184446
ASV356|Firmicutes|Lachnospiraceae|unknown.spec.	0.971476239212904	0	0.024019010469361	7.47301796615906e-06	0.0044972772997685
ASV357|Firmicutes|Lachnospiraceae|unknown.spec.	0.846156215582756	0.105957679085171	2.16799390390435e-12	0.0405161451785441	0.00736996015136066
ASV358|Firmicutes|Lachnospiraceae|unknown.spec.	0.734613159342285	0.232480633555381	0.00727846989373808	0.00196503170705487	0.023662705501541
ASV360|Firmicutes|Lachnospiraceae|Lachnoclostridium.spec.	0.991949434227733	0	0	0.0077687112376729	0.000281854534594378
ASV361|Firmicutes|Oscillospiraceae|Oscillibacter.spec.	0.967526873564855	0	0	0.0254045987305597	0.0070685277045854
ASV362|Firmicutes|Anaerovoracaceae|Family XIII AD3011 group.spec.	0.682324359154292	0.263384027896636	0.0510444558512131	8.9092506829556e-05	0.00315806459102943
ASV363|Firmicutes|Lachnospiraceae|unknown.spec.	0.769176879772577	0.194979835187895	0.0206043722368744	0.000264022895763884	0.0149748899068893
ASV364|Firmicutes|Oscillospiraceae|Intestinimonas.spec.	0.999276571800765	0	0	0.000520206693051592	0.000203221506183331
ASV365|Proteobacteria|unknown|unknown.spec.	0.867211563424714	0.0933755491043268	3.23554371381852e-13	0.0121804327803083	0.0272324546903273
ASV367|Firmicutes|Lachnospiraceae|unknown.spec.	0.749161277640576	0.201329093610425	0.0238872767480317	0.0256099802275844	1.23717733824646e-05
ASV368|Firmicutes|Lachnospiraceae|Lachnospiraceae UCG-006.spec.	0.95878424146088	0	0.0216321720437954	0.0191099828199434	0.000473603675381017
ASV369|Firmicutes|Anaerovoracaceae|Anaerovorax.spec.	0.837297739742702	0.0837761790752651	0.058233932561696	5.64988284635946e-05	0.0206356497918731
ASV371|Firmicutes|Lachnospiraceae|Lachnospiraceae UCG-006.spec.	0.970658270663489	0.0287507111662097	0	0.000333797307990678	0.000257220862310738
ASV372|Firmicutes|Ruminococcaceae|Anaerotruncus.spec.	0.874477640443789	0.0800288476560586	0	0.0321903596618454	0.0133031522383068
ASV374|Firmicutes|Oscillospiraceae|Colidextribacter.spec.	0.84699202839506	0.140831078645025	5.39618174038132e-12	0.00327782667978226	0.00889906627473616
ASV375|Firmicutes|Lachnospiraceae|Roseburia.spec.	0.752225369558871	0.0800566898396578	0.105213501034018	0.0490298696884727	0.0134745698789805
ASV377|Firmicutes|unknown|unknown.spec.	0.963571904401505	0.00811845393092091	7.10520256875982e-10	0.0203874396915066	0.00792220126554715
ASV379|Firmicutes|Oscillospiraceae|Colidextribacter.spec.	0.976729417414466	0	0	0.0203148764461592	0.00295570613937468
ASV380|Actinobacteriota|Eggerthellaceae|Enterorhabdus.spec.	0.607588228091795	0.358282258219726	0.0252677260420242	0.00104288862216803	0.00781889902428662
ASV381|Firmicutes|Oscillospiraceae|Intestinimonas.spec.	0.995865908265095	0	0	0.000978845833198901	0.00315524590170616
ASV383|Firmicutes|Ruminococcaceae|Incertae Sedis.spec.	0.841202612978548	0.148677036802635	3.21293839312731e-11	0.00108210453167689	0.00903824565501093
ASV384|Firmicutes|Lachnospiraceae|unknown.spec.	0.914339299550926	0.0722991868036862	0	0.0118465819153737	0.00151493173001456
ASV385|Firmicutes|Oscillospiraceae|Colidextribacter.spec.	0.93188422340315	0.0577756679769739	0	0.00994932737647591	0.000390781243400622
ASV386|Firmicutes|Lachnospiraceae|Lachnospiraceae NK4A136 group.spec.	0.939506372705173	0	0.0233109577275978	0.0288964606561077	0.00828620891112163
ASV387|Firmicutes|Lachnospiraceae|GCA-900066575.spec.	0.994802093049763	0	0	0.000417660537646049	0.00478024641259142
ASV390|Firmicutes|Ruminococcaceae|Ruminococcus.spec.	0.971147039527649	0	0	0.0180128813301224	0.0108400791422288
ASV391|Actinobacteriota|Eggerthellaceae|Enterorhabdus.spec.	0.778180591238393	0.21635522052436	0	0.00476004642758646	0.000704141809661445
ASV393|Firmicutes|Lachnospiraceae|Lachnoclostridium.spec.	0.881899746278732	0.0887340220438361	0.0265282919402844	0.00279912387073558	3.88158664119642e-05
ASV396|Firmicutes|Anaerovoracaceae|Family XIII UCG-001.spec.	0.955911351507842	0.0400031501174293	3.46494978083026e-14	0.00110378338682447	0.00298171498786977
ASV397|Firmicutes|Anaerovoracaceae|Family XIII AD3011 group.spec.	0.61545790575935	0.239241907784258	0.118888195103726	0.0131533753225467	0.0132586160301196
ASV399|Firmicutes|Lachnospiraceae|Lachnospiraceae UCG-010.spec.	0.81820215737455	0.0895130132227404	8.30230144130292e-20	0.0152386661224113	0.0770461632802984
ASV400|Firmicutes|unknown|unknown.spec.	0.969932657836077	0.0021856987998749	2.9832939740388e-15	0.0104878179679665	0.0173938253960787
ASV404|Firmicutes|Christensenellaceae|unknown.spec.	0.638330491684975	0.286760981256986	0.044824155433664	0.0299858547279519	9.85168964224732e-05
ASV407|Firmicutes|Lachnospiraceae|unknown.spec.	0.885158816157987	0.10725729603081	0	0.000150249742006889	0.00743363806919544
ASV408|Firmicutes|Lachnospiraceae|unknown.spec.	0.849716882484091	0.0873770866973664	0.0575892367990851	8.27525594556716e-06	0.00530851876351212
ASV412|Firmicutes|Erysipelotrichaceae|unknown.spec.	0.939076000676196	6.5518212081517e-14	0.0332544644307126	0.0270568229419247	0.000612711951101208
ASV414|Firmicutes|Streptococcaceae|Streptococcus.danieliae	0.679524603600316	0.311913647343569	0.00591661734409489	0.00112496045637701	0.00152017125564296
ASV416|Firmicutes|Lachnospiraceae|Roseburia.spec.	0.794649063117873	0.0716843750187258	0.129328607983559	0.00398529425322135	0.000352659626620774
ASV419|Firmicutes|Anaerovoracaceae|Family XIII UCG-001.spec.	0.907966688412117	0.0589712553540646	0.00282041478143529	0.0140974970196153	0.0161441444327677
