"feature"	"metadata"	"value"	"coef"	"stderr"	"pval"	"name"	"qval"	"N"	"N.not.zero"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"tax_name"	"dif_abundant"	"label"	"group"
"ASV301"	"timepoint"	"w3"	0.452071395780349	0.384338272820622	0.249405602042787	"timepointw3"	0.367049753949763	45	2	"Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Acetatifactor"	"ASV301 | Lachnospiraceae | Acetatifactor"	"stable"	NA	"KO"
"ASV62"	"timepoint"	"w3"	-0.311902857683415	0.290157523158005	0.288536888604181	"timepointw3"	0.413048238691529	45	40	"Bacteria"	"Campylobacterota"	"Campylobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"ASV62 | Helicobacteraceae | Helicobacter"	"stable"	NA	"KO"
"ASV498"	"timepoint"	"w3"	-0.265676696329354	0.245605068690402	0.288604218060106	"timepointw3"	0.413048238691529	45	0	"Bacteria"	"Firmicutes"	"Clostridia"	"Oscillospirales"	"Oscillospiraceae"	"NK4A214 group"	"ASV498 | Oscillospiraceae | NK4A214 group"	"stable"	NA	"KO"
"ASV27"	"timepoint"	"w6"	-0.41597743668423	0.387446051236669	0.292150197440982	"timepointw6"	0.414322098189029	45	41	"Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Marvinbryantia"	"ASV27 | Lachnospiraceae | Marvinbryantia"	"stable"	NA	"KO"
"ASV414"	"timepoint"	"w6"	-0.270460470292232	0.258633732473669	0.301668064250361	"timepointw6"	0.423965928135642	45	0	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"ASV414 | Streptococcaceae | Streptococcus"	"stable"	NA	"KO"
"ASV348"	"timepoint"	"w6"	-0.290087575047946	0.279178817866086	0.307660192155249	"timepointw6"	0.428526696216239	45	0	"Bacteria"	"Firmicutes"	"Clostridia"	"Oscillospirales"	"Oscillospiraceae"	"UCG-005"	"ASV348 | Oscillospiraceae | UCG-005"	"stable"	NA	"KO"
"ASV233"	"timepoint"	"w3"	0.211232542304412	0.207678197057343	0.317807527905348	"timepointw3"	0.43874313586933	45	34	"Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"GCA-900066575"	"ASV233 | Lachnospiraceae | GCA-900066575"	"stable"	NA	"KO"
"ASV68"	"timepoint"	"w3"	0.307576090882684	0.316198821386423	0.339016445713399	"timepointw3"	0.455918668373192	45	20	"Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Lachnospiraceae FCS020 group"	"ASV68 | Lachnospiraceae | Lachnospiraceae FCS020 group"	"stable"	NA	"KO"
"ASV138"	"timepoint"	"w3"	0.340612867830971	0.358851249742824	0.350652462189905	"timepointw3"	0.467536616253207	45	23	"Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"ASF356"	"ASV138 | Lachnospiraceae | ASF356"	"stable"	NA	"KO"
"ASV63"	"timepoint"	"w6"	-0.244100541549955	0.265747850288744	0.366180576323984	"timepointw6"	0.477863817117815	45	36	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"HT002"	"ASV63 | Lactobacillaceae | HT002"	"stable"	NA	"KO"
"ASV148"	"timepoint"	"w3"	0.339344670120271	0.366233755930479	0.362063233960691	"timepointw3"	0.477863817117815	45	21	"Bacteria"	"Firmicutes"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Anaerovoracaceae"	"[Eubacterium] nodatum group"	"ASV148 | Anaerovoracaceae | [Eubacterium] nodatum group"	"stable"	NA	"KO"
"ASV233"	"timepoint"	"w6"	0.190193562172642	0.207678197057343	0.367587551629088	"timepointw6"	0.477863817117815	45	34	"Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"GCA-900066575"	"ASV233 | Lachnospiraceae | GCA-900066575"	"stable"	NA	"KO"
"ASV188"	"timepoint"	"w6"	-0.409853266264507	0.454133357223517	0.374492405041561	"timepointw6"	0.482816654433748	45	13	"Bacteria"	"Actinobacteriota"	"Coriobacteriia"	"Coriobacteriales"	"Atopobiaceae"	"Coriobacteriaceae UCG-002"	"ASV188 | Atopobiaceae | Coriobacteriaceae UCG-002"	"stable"	NA	"KO"
"ASV238"	"timepoint"	"w6"	0.266126320488888	0.312553557851233	0.399343623557271	"timepointw6"	0.510636108810937	45	2	"Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Tuzzerella"	"ASV238 | Lachnospiraceae | Tuzzerella"	"stable"	NA	"KO"
"ASV13"	"timepoint"	"w6"	-0.305011372051794	0.360300510332039	0.404424955061151	"timepointw6"	0.51292921129707	45	41	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Ligilactobacillus"	"ASV13 | Lactobacillaceae | Ligilactobacillus"	"stable"	NA	"KO"
"ASV161"	"timepoint"	"w3"	-0.131296530261236	0.174074395777202	0.456992869950035	"timepointw3"	0.570327101697643	45	41	"Bacteria"	"Firmicutes"	"Clostridia"	"Oscillospirales"	"Oscillospiraceae"	"Intestinimonas"	"ASV161 | Oscillospiraceae | Intestinimonas"	"stable"	NA	"KO"
"ASV262"	"timepoint"	"w3"	0.256786842922648	0.355158275731871	0.475663787205334	"timepointw3"	0.58891706987327	45	5	"Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Tyzzerella"	"ASV262 | Lachnospiraceae | Tyzzerella"	"stable"	NA	"KO"
"ASV10"	"timepoint"	"w3"	0.0896743032095863	0.126000267227983	0.48253894789272	"timepointw3"	0.59034386016272	45	45	"Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Lachnospiraceae NK4A136 group"	"ASV10 | Lachnospiraceae | Lachnospiraceae NK4A136 group"	"stable"	NA	"KO"
"ASV11"	"timepoint"	"w6"	0.171286983115319	0.241700116264248	0.484384705774539	"timepointw6"	0.59034386016272	45	45	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"ASV11 | Bacteroidaceae | Bacteroides"	"stable"	NA	"KO"
"ASV36"	"timepoint"	"w3"	0.212375514302128	0.303011616569825	0.48916051185112	"timepointw3"	0.591542944564145	45	44	"Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Roseburia"	"ASV36 | Lachnospiraceae | Roseburia"	"stable"	NA	"KO"
"ASV439"	"timepoint"	"w6"	0.161132242797918	0.262364606781963	0.542426287095671	"timepointw6"	0.645942754098662	45	1	"Bacteria"	"Actinobacteriota"	"Coriobacteriia"	"Coriobacteriales"	"Eggerthellaceae"	"Parvibacter"	"ASV439 | Eggerthellaceae | Parvibacter"	"stable"	NA	"KO"
"ASV449"	"timepoint"	"w3"	-0.146226065047483	0.246286248918404	0.557463220576448	"timepointw3"	0.658820169772166	45	0	"Bacteria"	"Firmicutes"	"Clostridia"	"Peptococcales"	"Peptococcaceae"	"Peptococcus"	"ASV449 | Peptococcaceae | Peptococcus"	"stable"	NA	"KO"
"ASV263"	"timepoint"	"w3"	0.252336864812854	0.462185450721592	0.589414267727909	"timepointw3"	0.691343050868825	45	5	"Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Blautia"	"ASV263 | Lachnospiraceae | Blautia"	"stable"	NA	"KO"
"ASV493"	"timepoint"	"w6"	-0.104800026973033	0.196615691500098	0.59682928816924	"timepointw6"	0.694816186226877	45	0	"Bacteria"	"Firmicutes"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Anaerovoracaceae"	"[Eubacterium] brachy group"	"ASV493 | Anaerovoracaceae | [Eubacterium] brachy group"	"stable"	NA	"KO"
"ASV301"	"timepoint"	"w6"	0.162138829157874	0.384338272820622	0.676345121612388	"timepointw6"	0.781554362752092	45	2	"Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Acetatifactor"	"ASV301 | Lachnospiraceae | Acetatifactor"	"stable"	NA	"KO"
"ASV147"	"timepoint"	"w6"	0.328863712601264	0.884870313904823	0.712949787935134	"timepointw6"	0.817795344984418	45	16	"Bacteria"	"Firmicutes"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Peptostreptococcaceae"	"Romboutsia"	"ASV147 | Peptostreptococcaceae | Romboutsia"	"stable"	NA	"KO"
"ASV17"	"timepoint"	"w3"	0.295462932926731	0.839845811990621	0.727617561876623	"timepointw3"	0.828528026662432	45	28	"Bacteria"	"Firmicutes"	"Bacilli"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Turicibacter"	"ASV17 | Erysipelotrichaceae | Turicibacter"	"stable"	NA	"KO"
"ASV263"	"timepoint"	"w6"	-0.15827852198015	0.462185450721592	0.734564670396254	"timepointw6"	0.830377453491418	45	5	"Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Blautia"	"ASV263 | Lachnospiraceae | Blautia"	"stable"	NA	"KO"
"ASV1"	"timepoint"	"w3"	-0.0505078205250915	0.152817408340296	0.742657092071669	"timepointw3"	0.833485657289067	45	45	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Rikenellaceae"	"Alistipes"	"ASV1 | Rikenellaceae | Alistipes"	"stable"	NA	"KO"
"ASV419"	"timepoint"	"w3"	0.126675266947403	0.408599105349912	0.758076326729578	"timepointw3"	0.844713621212959	45	3	"Bacteria"	"Firmicutes"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Anaerovoracaceae"	"Family XIII UCG-001"	"ASV419 | Anaerovoracaceae | Family XIII UCG-001"	"stable"	NA	"KO"
"ASV530"	"timepoint"	"w6"	0.0608604163461704	0.22156221049986	0.785572820654977	"timepointw6"	0.8691443973204	45	0	"Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Lachnospiraceae UCG-008"	"ASV530 | Lachnospiraceae | Lachnospiraceae UCG-008"	"stable"	NA	"KO"
"ASV182"	"timepoint"	"w3"	0.0587991424795119	0.319363576724755	0.855251360628439	"timepointw3"	0.926522307347476	45	14	"Bacteria"	"Firmicutes"	"Clostridia"	"Oscillospirales"	"Butyricicoccaceae"	"UCG-009"	"ASV182 | Butyricicoccaceae | UCG-009"	"stable"	NA	"KO"
"ASV530"	"timepoint"	"w3"	-0.0416516705198913	0.22156221049986	0.852239602907813	"timepointw3"	0.926522307347476	45	0	"Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Lachnospiraceae UCG-008"	"ASV530 | Lachnospiraceae | Lachnospiraceae UCG-008"	"stable"	NA	"KO"
"ASV27"	"timepoint"	"w3"	-0.0664163773525117	0.387446051236669	0.86512563180864	"timepointw3"	0.930755852152743	45	41	"Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Marvinbryantia"	"ASV27 | Lachnospiraceae | Marvinbryantia"	"stable"	NA	"KO"
"ASV88"	"timepoint"	"w3"	-0.0776462297204291	0.490030027554749	0.875237954326975	"timepointw3"	0.935185759417864	45	34	"Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"[Eubacterium] xylanophilum group"	"ASV88 | Lachnospiraceae | [Eubacterium] xylanophilum group"	"stable"	NA	"KO"
"ASV86"	"timepoint"	"w6"	0.0409017629029279	0.272788956361744	0.881530309660458	"timepointw6"	0.935501553109058	45	44	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Muribaculaceae"	"Muribaculum"	"ASV86 | Muribaculaceae | Muribaculum"	"stable"	NA	"KO"
"ASV81"	"timepoint"	"w6"	0.0566410721007953	0.477095593862945	0.906344375055668	"timepointw6"	0.955335962896515	45	18	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotellaceae UCG-001"	"ASV81 | Prevotellaceae | Prevotellaceae UCG-001"	"stable"	NA	"KO"
"ASV190"	"timepoint"	"w3"	-0.0637124475865032	0.596519994429891	0.915703778328232	"timepointw3"	0.958723418920833	45	11	"Bacteria"	"Firmicutes"	"Bacilli"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Faecalibaculum"	"ASV190 | Erysipelotrichaceae | Faecalibaculum"	"stable"	NA	"KO"
"ASV18"	"timepoint"	"w6"	-0.0244018514478675	0.251259146970478	0.923324327344161	"timepointw6"	0.960257300437927	45	45	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Marinifilaceae"	"Odoribacter"	"ASV18 | Marinifilaceae | Odoribacter"	"stable"	NA	"KO"
"ASV369"	"timepoint"	"w3"	-0.0283121932437052	0.328329347922213	0.931692513951073	"timepointw3"	0.962543259446141	45	0	"Bacteria"	"Firmicutes"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Anaerovoracaceae"	"Anaerovorax"	"ASV369 | Anaerovoracaceae | Anaerovorax"	"stable"	NA	"KO"
"ASV93"	"timepoint"	"w6"	0.0137883155732823	0.3031066109705	0.964039646473626	"timepointw6"	0.982942384639775	45	27	"Bacteria"	"Desulfobacterota"	"Desulfovibrionia"	"Desulfovibrionales"	"Desulfovibrionaceae"	"Desulfovibrio"	"ASV93 | Desulfovibrionaceae | Desulfovibrio"	"stable"	NA	"KO"
"ASV93"	"timepoint"	"w3"	-0.0074947763449182	0.3031066109705	0.98044847263995	"timepointw3"	0.987030432777077	45	27	"Bacteria"	"Desulfobacterota"	"Desulfovibrionia"	"Desulfovibrionales"	"Desulfovibrionaceae"	"Desulfovibrio"	"ASV93 | Desulfovibrionaceae | Desulfovibrio"	"stable"	NA	"KO"
"ASV362"	"timepoint"	"w3"	0.00742444095562598	0.305135256286597	0.98070331461825	"timepointw3"	0.987030432777077	45	2	"Bacteria"	"Firmicutes"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Anaerovoracaceae"	"Family XIII AD3011 group"	"ASV362 | Anaerovoracaceae | Family XIII AD3011 group"	"stable"	NA	"KO"
"ASV399"	"timepoint"	"w3"	0.00025557344159819	0.272758335939956	0.999259029567215	"timepointw3"	0.999259029567215	45	1	"Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Lachnospiraceae UCG-010"	"ASV399 | Lachnospiraceae | Lachnospiraceae UCG-010"	"stable"	NA	"KO"
