Residuals	number_of_pups_scaled	lipocalin2_pg_ml_scaled	weight_grams_scaled	genotype
K01644|citrate lyase subunit beta | citryl-CoA lyase [EC.4.1.3.34]	0.856364394506311	0.0868871087749545	0.0567484947555573	1.96317681709411e-09	0
K01649|2-isopropylmalate synthase [EC.2.3.3.13]	0.864189218350081	0.0678171427741853	4.6758554603234e-05	0.0679468803211306	0
K01657|anthranilate synthase component I [EC.4.1.3.27]	0.864906399500156	0.0661063048411115	0.00112683179839206	0.0678604638603406	0
K01659|2-methylcitrate synthase [EC.2.3.3.5]	0.817397291271812	0.035162750922454	0.0253308209945846	0.122109136811149	0
K01662|1-deoxy-D-xylulose-5-phosphate synthase [EC.2.2.1.7]	0.873728698385704	0.0106283542925457	0.0421521478900614	0.0067953281488872	0.0666954712828019
K01667|tryptophanase [EC.4.1.99.1]	0.827058596631152	0.146601736855437	0.0263198545434754	1.98119699356997e-05	0
K01668|tyrosine phenol-lyase [EC.4.1.99.2]	0.770384274446005	0.0892452961396754	0.131909264375503	0.00846116503881636	0
K01673|carbonic anhydrase [EC.4.2.1.1]	0.804825360689242	0.0739188498436861	0.121211004811223	4.47846558488078e-05	0
K01674|carbonic anhydrase [EC.4.2.1.1]	0.87954953186929	0.0862261121141228	0.00298047561668667	0.0312438803999004	0
K01676|fumarate hydratase, class I [EC.4.2.1.2]	0.846759154588165	0.0167819592106603	0.00110409961380986	0.135354786587365	0
K01677|fumarate hydratase subunit alpha [EC.4.2.1.2]	0.999510675421978	0.000327241841968311	1.64748172573243e-08	0.000162066261236655	0
K01678|fumarate hydratase subunit beta [EC.4.2.1.2]	0.749506775687202	0.0302978940923789	0.209866881038187	0.010328449182232	0
K01681|aconitate hydratase [EC.4.2.1.3]	0.917380697502054	0.0319092329237531	0.0496099216649898	0.00110014790920362	0
K01682|aconitate hydratase 2 | 2-methylisocitrate dehydratase [EC.4.2.1.3 4.2.1.99]	0.869734106118638	0.0462716275499839	0.00139751590918528	0.0825967504221928	0
K01685|altronate hydrolase [EC.4.2.1.7]	0.781506470207207	0.0259326780060413	0.0050249034146777	0.00392400908185534	0.183611939290219
K01686|mannonate dehydratase [EC.4.2.1.8]	0.730393428291952	2.83277301954899e-06	0.114753513344974	0.154850225590055	0
K01687|dihydroxy-acid dehydratase [EC.4.2.1.9]	0.853020961598737	0.00444605375513476	0.00671580552895816	0.13581717911717	0
K01689|enolase [EC.4.2.1.11]	0.856399978986583	0.102126460429637	0.0162422615677922	0.000220613269370728	0.0250106857466174
K01693|imidazoleglycerol-phosphate dehydratase [EC.4.2.1.19]	0.892139441471622	0.0777848341323957	0.00166723127936132	0.0284084931166211	0
K01695|tryptophan synthase alpha chain [EC.4.2.1.20]	0.890264028321729	0.0822197576299642	0.0068343387379554	0.0206818753103512	0
K01696|tryptophan synthase beta chain [EC.4.2.1.20]	0.897867231058416	0.0696980804844614	0.0299031521550518	0.00253153630207096	0
K01698|porphobilinogen synthase [EC.4.2.1.24]	0.755709071334857	0.0891565418638895	0.000206598017294682	0.154927788783958	0
K01703|3-isopropylmalate|(R)-2-methylmalate dehydratase large subunit [EC.4.2.1.33 4.2.1.35]	0.880996191690168	0.0654633163994373	0.0132660529549867	0.0402744389554085	0
K01704|3-isopropylmalate|(R)-2-methylmalate dehydratase small subunit [EC.4.2.1.33 4.2.1.35]	0.89543319901812	0.0171332130028311	0.000177253904226854	0.0872563340748218	0
K01710|dTDP-glucose 4,6-dehydratase [EC.4.2.1.46]	0.848730769003239	0.0803359430865832	5.57600601136781e-05	0.000131203469150729	0.0707463243809132
K01711|GDPmannose 4,6-dehydratase [EC.4.2.1.47]	0.90801710296032	0.0163558950996032	0.0224846240615944	0.0531423778784825	0
K01712|urocanate hydratase [EC.4.2.1.49]	0.845166399966138	0.132067418188043	0.0184864185204293	0.00427976332538878	0
K01714|4-hydroxy-tetrahydrodipicolinate synthase [EC.4.3.3.7]	0.914313824199661	0.0567900448646026	0.00689365035943867	0.0220024805762981	0
K01719|uroporphyrinogen-III synthase [EC.4.2.1.75]	0.947347781688528	0.0439837250979834	0.00685274319513537	0.0018157500183528	0
K01733|threonine synthase [EC.4.2.3.1]	0.896211073070365	0.068266359359757	0.00984691472334679	0.0256756528465308	0
K01734|methylglyoxal synthase [EC.4.2.3.3]	0.960409005347949	3.32047960946257e-06	0.0386415106553022	0.000946163517138909	0
K01735|3-dehydroquinate synthase [EC.4.2.3.4]	0.944191721525481	0.0379455033467758	0.0016283034786076	0.00169351636066321	0.0145409552884723
K01736|chorismate synthase [EC.4.2.3.5]	0.960275078663825	0.0146378413249865	0.00909919418995532	0.000263717269055004	0.0157241685521781
K01738|cysteine synthase A [EC.2.5.1.47]	0.881773752690303	0.0441956679231417	0.000329519182298026	0.0563951611898979	0.017305899014359
K01740|O-acetylhomoserine (thiol)-lyase [EC.2.5.1.49]	0.656740238980705	0.0648111039470834	0.248443288646276	0.0300053684259349	0
K01744|aspartate ammonia-lyase [EC.4.3.1.1]	0.886902665897022	0.0759553624683717	0.0202593433614327	0.0168826282731693	4.42577116410657e-15
K01745|histidine ammonia-lyase [EC.4.3.1.3]	0.781096905370697	0.00239174516586727	0.014031603529627	0.202479745933809	0
K01749|hydroxymethylbilane synthase [EC.2.5.1.61]	0.932209849765903	0.0199549279505617	0.0109678963470677	0.0368673259364675	0
K01752|L-serine dehydratase [EC.4.3.1.17]	0.894282649819308	0.0376711488316261	0.019004767417605	0.0255169675905523	0.0235244663409081
K01754|threonine dehydratase [EC.4.3.1.19]	0.907634308264857	0.00155601132044451	0.0531851546470766	0.0376245257676217	3.85537377047122e-19
K01755|argininosuccinate lyase [EC.4.3.2.1]	0.967480942576651	0.000513153096349171	0.010659803264904	0.0213461010620957	0
K01756|adenylosuccinate lyase [EC.4.3.2.2]	0.848362576145272	0.000310940630600304	0.0385277255041318	0.0614272483484093	0.0513715093715865
K01759|lactoylglutathione lyase [EC.4.4.1.5]	0.662052518845496	1.76916762705916e-05	0.00114247309855085	0.154123344006868	0.182663972372814
K01760|cystathionine beta-lyase [EC.4.4.1.8]	0.889995273222199	0.0286296108139611	1.25694321932177e-05	0.0813625465316464	0
K01770|2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase [EC.4.6.1.12]	0.793938121083478	0.0101124476339021	0.112619304568076	0.0833301267145434	0
K01772|ferrochelatase [EC.4.99.1.1]	0.901188960013807	0.0723471125678817	0.00767673674535894	0.0187871906729525	0
K01775|alanine racemase [EC.5.1.1.1]	0.750106291946011	0.050983600806691	0.0423632146017404	0.00870728128428349	0.147839611361274
K01776|glutamate racemase [EC.5.1.1.3]	0.739981454454663	0.02771481303241	0.0342366272108052	0.0684034708467905	0.129663634455331
K01778|diaminopimelate epimerase [EC.5.1.1.7]	0.719574060611543	0.0800555699164761	0.0386007260647948	0.00114961421490494	0.160620029192281
K01783|ribulose-phosphate 3-epimerase [EC.5.1.3.1]	0.566218443171256	0.000156625531014993	0.16670406205175	0.00136911518723974	0.265551754058739
K01784|UDP-glucose 4-epimerase [EC.5.1.3.2]	0.893857169151858	0.00163778582168436	0.00409681656552441	0.0168977457829232	0.0835104826780102
K01785|aldose 1-epimerase [EC.5.1.3.3]	0.785039078880343	0.0211420950800562	0.00350986186743321	0.190308964172168	0
K01786|L-ribulose-5-phosphate 4-epimerase [EC.5.1.3.4]	0.711978568296306	0.10992549226147	0.130531793096268	0.00738188821738377	0.0401822581285718
K01788|N-acylglucosamine-6-phosphate 2-epimerase [EC.5.1.3.9]	0.814030992685492	0.072602502530621	0.032059244137474	0.0188013921827663	0.0625058684636464
K01790|dTDP-4-dehydrorhamnose 3,5-epimerase [EC.5.1.3.13]	0.564083600095769	0.0397475143060155	0.151825952505405	0.244342933092811	0
K01791|UDP-N-acetylglucosamine 2-epimerase (non-hydrolysing) [EC.5.1.3.14]	0.837536229937457	0.056301501961066	0.105288072330166	0.000874195771311784	0
K01803|triosephosphate isomerase (TIM) [EC.5.3.1.1]	0.92664252729798	0.0122113626861483	0.0166671303193221	0.0284283385789956	0.0160506411175545
K01804|L-arabinose isomerase [EC.5.3.1.4]	0.830990474972421	7.09540793449657e-05	0.0864901282031037	0.0824484427451306	1.03705352645474e-16
K01805|xylose isomerase [EC.5.3.1.5]	0.86495132822433	0.000159604727219226	0.00185180662344185	0.0891800054332803	0.0438572549917286
K01807|ribose 5-phosphate isomerase A [EC.5.3.1.6]	0.813731166657077	0.0573687228101369	0.0275260542462073	0.0110240751984029	0.0903499810881762
K01808|ribose 5-phosphate isomerase B [EC.5.3.1.6]	0.940995301085291	0.0083521514178159	0.0109389192657795	0.00650780413283305	0.0332058240982808
K01810|glucose-6-phosphate isomerase [EC.5.3.1.9]	0.866725462375887	0.0336720679418591	0.0664976856105384	0.0137885894240858	0.0193161946476291
K01812|glucuronate isomerase [EC.5.3.1.12]	0.709857851271742	0.00209630985521599	0.162381306594768	0.125664532278274	0
K01813|L-rhamnose isomerase [EC.5.3.1.14]	0.893225868374227	0.00638217537344149	0.0794101206357333	0.0209818356165977	0
K01814|phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase [EC.5.3.1.16]	0.938344869485045	0.0381517658719036	0.00454836398873629	0.0189550006543152	0
K01815|4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase [EC.5.3.1.17]	0.783345006835172	0.0166888161193341	0.162591555527528	0.0373746215179664	0
K01817|phosphoribosylanthranilate isomerase [EC.5.3.1.24]	0.865000194572357	0.0663242712788269	0.00994932922491773	0.0587262049238982	0
K01818|L-fucose|D-arabinose isomerase [EC.5.3.1.25 5.3.1.3]	0.742577291498105	0.101951176663393	0.00530161217859556	0.150169919659907	0
K01823|isopentenyl-diphosphate Delta-isomerase [EC.5.3.3.2]	0.889439722569056	0.020232127350099	0.000382001207269059	0.0635394774348144	0.0264066714387613
K01834|2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC.5.4.2.11]	0.916123193075708	0.000696534206472393	0.0064424736089626	0.0207249112721091	0.0560128878367477
K01835|phosphoglucomutase [EC.5.4.2.2]	0.810051437489589	0.00989766176235846	0.000327567834640671	0.12534679879035	0.0543765341230614
K01839|phosphopentomutase [EC.5.4.2.7]	0.744455300172379	0.0647727415884682	0.0460898495290881	0.0317502822034412	0.112931826506623
K01840|phosphomannomutase [EC.5.4.2.8]	0.836262138250717	0.15586931151078	0.00691015488001545	0.000958395358487234	0
K01845|glutamate-1-semialdehyde 2,1-aminomutase [EC.5.4.3.8]	0.890137807042326	0.0678366401708249	0.00265784851145943	0.0393677042753894	0
K01847|methylmalonyl-CoA mutase [EC.5.4.99.2]	0.841995621632472	0.131737574706985	0.0261125205742606	0.000154283086282497	0
K01854|UDP-galactopyranose mutase [EC.5.4.99.9]	0.834431062740775	0.0285813672191557	0.00462238804420918	0.0341033561234248	0.0982618258724357
K01866|tyrosyl-tRNA synthetase [EC.6.1.1.1]	0.833046679793726	0.0313076429133497	0.0211607819734025	0.0243214030747554	0.0901634922447664
K01867|tryptophanyl-tRNA synthetase [EC.6.1.1.2]	0.901352326044136	0.0790192637789076	0.0153128899168227	0.00115540312733649	0.00316011713279713
K01868|threonyl-tRNA synthetase [EC.6.1.1.3]	0.990491351219676	0.00175344474532878	0.00272058053577834	0.00503462349921697	0
K01869|leucyl-tRNA synthetase [EC.6.1.1.4]	0.850519775663362	0.0615685153177473	0.0044737771427772	0.00180062083186702	0.0816373110442465
K01870|isoleucyl-tRNA synthetase [EC.6.1.1.5]	0.876672861329801	0.0351961167652198	0.0119089499872734	6.39456567648073e-05	0.0761581262609414
K01872|alanyl-tRNA synthetase [EC.6.1.1.7]	0.965213021546064	0.0005618694571478	0.00593089563018392	0.0282942133666044	0
K01873|valyl-tRNA synthetase [EC.6.1.1.9]	0.982570210608159	0.00666286624232962	0.000410323451191779	0.0103565996983197	0
K01874|methionyl-tRNA synthetase [EC.6.1.1.10]	0.95107524587929	0.0255339009350283	0.0155482227160783	0.00784263046960392	0
K01875|seryl-tRNA synthetase [EC.6.1.1.11]	0.783925373210138	0.0878207769211172	0.0119058313717642	0.00573642513299363	0.110611593363987
K01876|aspartyl-tRNA synthetase [EC.6.1.1.12]	0.906859242733542	0.0423682070688399	0.0483296363205111	0.00244291387710737	0
K01878|glycyl-tRNA synthetase alpha chain [EC.6.1.1.14]	0.897096441115196	0.0536271314132955	0.00938851772454849	0.0398879097469602	0
K01879|glycyl-tRNA synthetase beta chain [EC.6.1.1.14]	0.879815144203792	0.0993668226692812	0.00593863588664813	0.0148793972402785	0
K01880|glycyl-tRNA synthetase [EC.6.1.1.14]	0.706782680462154	0.276541743921048	0.0141779496459	0.00249762597089734	0
K01881|prolyl-tRNA synthetase [EC.6.1.1.15]	0.834591481938017	0.118983003140676	0.0158965810130598	0.0156745750844866	0.014854358823761
K01883|cysteinyl-tRNA synthetase [EC.6.1.1.16]	0.892190720167695	0.0824182107732414	0.0246732699685891	0.000717799090474491	0
K01885|glutamyl-tRNA synthetase [EC.6.1.1.17]	0.96988614841573	0.00236473132934465	0.00810742418988652	0.0196416960650383	0
K01886|glutaminyl-tRNA synthetase [EC.6.1.1.18]	0.728070835556185	0.000542759460032804	0.0457430831737677	0.128200049073002	0.0974432727370124
K01887|arginyl-tRNA synthetase [EC.6.1.1.19]	0.940355032500592	0.0168380003331821	0.0422145776782544	0.000592389487971209	0
K01889|phenylalanyl-tRNA synthetase alpha chain [EC.6.1.1.20]	0.900156770937496	0.031256261607468	0.000495381590654445	0.068091585864382	0
K01890|phenylalanyl-tRNA synthetase beta chain [EC.6.1.1.20]	0.945178867382239	0.00387855003521544	0.00359240499143543	0.0255126747749892	0.0218375028161208
K01892|histidyl-tRNA synthetase [EC.6.1.1.21]	0.831908810089042	0.00649991012581008	0.0476305816964997	0.00834053188381721	0.105620166204831
K01893|asparaginyl-tRNA synthetase [EC.6.1.1.22]	0.861898710163299	0.114001386499267	0.0233874698338634	0.000712433503570089	0
K01897|long-chain acyl-CoA synthetase [EC.6.2.1.3]	0.849373079746067	0.0155772762474032	0.0308661610773466	0.104183482929182	9.60993214151536e-16
K01910|[citrate (pro-3S)-lyase] ligase [EC.6.2.1.22]	0.981879415584039	0.00961276649947881	0.00742250665779994	0.00108531125868218	0
K01911|O-succinylbenzoic acid--CoA ligase [EC.6.2.1.26]	0.933438193482097	0.0482891458742717	0.00362320316215364	0.0146494574814775	3.64216330910352e-16
K01912|phenylacetate-CoA ligase [EC.6.2.1.30]	0.862251482080612	0.0299850373845171	0.0576311710808544	0.0501323094540167	0
K01914|aspartate--ammonia ligase [EC.6.3.1.1]	0.907631216473154	0.050895859926242	0.00611807414498775	0.00734379986982605	0.02801104958579
K01915|glutamine synthetase [EC.6.3.1.2]	0.757039828410532	0.0434391239155503	0.153825023550793	0.045696024123125	0
K01916|NAD+ synthase [EC.6.3.1.5]	0.847122178816755	0.121617239563635	0.00013122985716528	0.0311293517624412	4.08885047707526e-15
K01918|pantoate--beta-alanine ligase [EC.6.3.2.1]	0.935073401932567	0.0123048761639031	0.00323912932034066	0.0150936035106404	0.0342889890725484
K01919|glutamate--cysteine ligase [EC.6.3.2.2]	0.859146727672186	0.0607680215632793	9.76259724100935e-06	0.028247988801229	0.0518274993660645
K01921|D-alanine-D-alanine ligase [EC.6.3.2.4]	0.799724189921712	0.0867940619162336	0.00911951325289966	3.39396322295275e-05	0.104328295276925
K01923|phosphoribosylaminoimidazole-succinocarboxamide synthase [EC.6.3.2.6]	0.912610329472934	0.00409038944712631	7.20630676749597e-07	0.0395591960200882	0.0437393644291747
K01924|UDP-N-acetylmuramate--alanine ligase [EC.6.3.2.8]	0.69279649984535	0.0345493255125471	0.0996010857618477	3.38355294534741e-05	0.173019253350802
K01925|UDP-N-acetylmuramoylalanine--D-glutamate ligase [EC.6.3.2.9]	0.886876301526913	0.0990589001926391	3.857507813764e-05	0.01402622320231	0
K01926|AT-rich DNA-binding protein	0.876574884162696	0.0651049356739501	0.0056283721142204	0.0302420756898935	0.0224497323592402
K01928|UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC.6.3.2.13]	0.868997774607639	0.073159934631078	0.0176672550479915	0.000281444103434783	0.0398935916098569
K01929|UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [EC.6.3.2.10]	0.941553200287944	0.011203275286157	0.00178358026023326	0.045459944165666	0
K01933|phosphoribosylformylglycinamidine cyclo-ligase [EC.6.3.3.1]	0.870237911137353	0.0419256419696035	0.0147024959015489	0.0731339509914943	0
K01934|5-formyltetrahydrofolate cyclo-ligase [EC.6.3.3.2]	0.861049777262644	0.079518069782758	0.0150326712673617	0.0443994816872365	0
K01935|dethiobiotin synthetase [EC.6.3.3.3]	0.91881688218465	0.000328935583456494	0.000766993327332971	0.08008718890456	0
K01937|CTP synthase [EC.6.3.4.2]	0.915755870016931	0.0793601354247578	0.00421509051171518	0.000668904046595488	0
K01938|formate--tetrahydrofolate ligase [EC.6.3.4.3]	0.935000504911152	0.00280344184681575	0.00336499379156377	0.0472072046470321	0.0116238548034366
K01939|adenylosuccinate synthase [EC.6.3.4.4]	0.750219981978927	0.0318616913756973	0.0854437496593164	0.00955053432607908	0.12292404265998
K01940|argininosuccinate synthase [EC.6.3.4.5]	0.945602776675123	0.0207615534339402	0.0262111543661392	0.0074245155247978	0
K01945|phosphoribosylamine--glycine ligase [EC.6.3.4.13]	0.82383968623648	0.000775420352271197	0.0160262558528056	0.00618194917195474	0.153176688386488
K01950|NAD+ synthase (glutamine-hydrolysing) [EC.6.3.5.1]	0.846648614614791	0.0101235243888787	0.0298811213521415	0.0645808659125009	0.0487658737316884
K01951|GMP synthase (glutamine-hydrolysing) [EC.6.3.5.2]	0.7274609534459	0.000866321480927803	0.248664814976501	0.0230079100966715	0
K01952|phosphoribosylformylglycinamidine synthase [EC.6.3.5.3]	0.892857110681743	0.0254901140500324	1.87091800588308e-05	0.0133085889472122	0.068325477140954
K01953|asparagine synthase (glutamine-hydrolysing) [EC.6.3.5.4]	0.639998896132703	0.141721283989811	0.175033065701703	0.0170703905060738	0.0261763636697095
K01955|carbamoyl-phosphate synthase large subunit [EC.6.3.5.5]	0.869444933653177	0.00915727509744818	0.0160927037633396	0.0397545624144073	0.0655505250716283
K01956|carbamoyl-phosphate synthase small subunit [EC.6.3.5.5]	0.978267990195277	0.00890970181849684	0.010069780292909	0.00275252769331712	0
K01960|pyruvate carboxylase subunit B [EC.6.4.1.1]	0.950870698959973	0.0289720185116247	5.24112620657392e-05	0.0201048712663362	0
K01961|acetyl-CoA carboxylase, biotin carboxylase subunit [EC.6.4.1.2 6.3.4.14]	0.670990976344201	0.0343144493802862	0.118615420091137	0.0143870717003431	0.161692082484032
K01962|acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC.6.4.1.2]	0.860690193079606	0.0980269433321604	1.69838775971348e-05	0.0412658797106362	0
K01963|acetyl-CoA carboxylase carboxyl transferase subunit beta [EC.6.4.1.2]	0.677069502539766	0.0677241229307615	0.0241707007706814	0.116102403917349	0.114933269841443
K01972|DNA ligase (NAD+) [EC.6.5.1.2]	0.976745872006337	0.00567772467327013	0.0165696526685359	0.0010067506518565	0
K01990|ABC-2 type transport system ATP-binding protein	0.85265927451202	0.0285287185559676	0.0138825836353206	0.0134568897095517	0.0914725335871398
K01992|ABC-2 type transport system permease protein	0.856408885625555	0.103184222862183	0.00114696985664194	0.00220985228625535	0.0370500693693644
K01993|HlyD family secretion protein	0.809356771557636	0.0694646580889989	0.0228190877346528	0.098359482618712	0
K01996|branched-chain amino acid transport system ATP-binding protein	0.739028344275838	0.078289072456055	0.120670562239268	0.0620120210288389	0
K01997|branched-chain amino acid transport system permease protein	0.822226521866094	0.0122928593545709	0.146504565513035	0.0189760532662994	0
K01998|branched-chain amino acid transport system permease protein	0.688259346563116	0.0218657116719834	0.201401139517456	0.0884738022474451	0
K02005|HlyD family secretion protein	0.924545828127216	0.0619414468487654	0.00821151660526042	0.00530120841875864	0
K02010|iron(III) transport system ATP-binding protein [EC.3.6.3.30]	0.936913296618536	0.00634855905714017	7.98847431456046e-06	0.0567301558500094	0
K02013|iron complex transport system ATP-binding protein [EC.3.6.3.34]	0.682006710202726	0.056973587012019	0.163158582815431	0.0270996925229124	0.0707614274469123
K02014|iron complex outermembrane recepter protein	0.904591683101836	0.0633200140123624	0.00246623258152858	0.0296220703042734	0
K02015|iron complex transport system permease protein	0.621406630602828	0.064341324027795	0.119462190294582	0.0501549542882859	0.144634900786509
K02016|iron complex transport system substrate-binding protein	0.505561505330195	0.0986955244985914	0.188667370243721	0.0744060141517214	0.132669585775771
K02017|molybdate transport system ATP-binding protein [EC.3.6.3.29]	0.909416817877913	0.0371493414798476	0.00510835702683381	0.048325483615406	0
K02019|molybdate transport system regulatory protein	0.934635885737097	0.00258854033965567	0.00618420777873362	0.0565913661445136	0
K02020|molybdate transport system substrate-binding protein	0.940333569623678	0.0143480348394281	0.00764236678326747	0.0376760287536269	0
K02026|multiple sugar transport system permease protein	0.962729639646025	0.000314724172226538	4.46913878880728e-05	0.0210464934530129	0.0158644513408471
K02028|polar amino acid transport system ATP-binding protein	0.838999170826322	0.131982299520302	0.00500956320928337	0.0240089664440935	0
K02029|polar amino acid transport system permease protein	0.832838516991022	0.0902770016537142	0.00246748087399866	0.037157612742637	0.0372593877386281
K02030|polar amino acid transport system substrate-binding protein	0.570819256365714	0.0473065655476561	0.129381549772782	0.0226942195999462	0.229798408713902
K02031|peptide|nickel transport system ATP-binding protein	0.554751596936856	0.10089373594363	0.155637648054258	0.0222057574113907	0.166511261653864
K02032|peptide|nickel transport system ATP-binding protein	0.581907168937604	0.0332309548537558	0.191755904365715	0.0238629288180614	0.169243043024864
K02033|peptide|nickel transport system permease protein	0.555528349793794	0.0452537946694532	0.217867752351122	9.14686250439685e-05	0.181258634560587
K02034|peptide|nickel transport system permease protein	0.533723560361593	0.00467036716672796	0.0238709389315814	0.140421169825385	0.297313963714713
K02035|peptide|nickel transport system substrate-binding protein	0.606746518235827	0.0334401661531357	0.119654005736057	0.0458723721738109	0.194286937701169
K02036|phosphate transport system ATP-binding protein [EC.3.6.3.27]	0.847973059600895	0.0835275496427685	0.00151445281774791	0.0351599452170819	0.0318249927215065
K02038|phosphate transport system permease protein	0.830680164860331	0.0853965201726639	0.0665330411988277	0.0173902737681775	0
K02039|phosphate transport system protein	0.693193931812383	0.175946883377229	0.0457765759930834	0.032223844221599	0.0528587645957058
K02041|phosphonate transport system ATP-binding protein [EC.3.6.3.28]	0.692158067342784	0.0791055316554022	0.018615352864829	0.0478044643811364	0.162316583755848
K02053|putative spermidine|putrescine transport system permease protein	0.72381227213696	0.000800372176019567	0.000852802417597289	0.00801045290604649	0.266524100363377
K02054|putative spermidine|putrescine transport system permease protein	0.90957476462846	0.0183376860228135	0.0436759942688674	0.0284115550798586	0
K02056|simple sugar transport system ATP-binding protein	0.914978647283398	0.000306289899454374	0.00202256510143202	0.0826924977157155	0
K02057|simple sugar transport system permease protein	0.882638031286138	0.000927600492324828	0.00095725378563294	0.115477114435904	0
K02066|phospholipid|cholesterol|gamma-HCH transport system permease protein	0.81444663787422	0.00382473489781885	0.000543586113812733	0.155864169942723	0.025320871171425
K02067|phospholipid|cholesterol|gamma-HCH transport system substrate-binding protein	0.872094055532009	0.0844763520192064	0.0365266528581184	0.00690293959066586	0
K02071|D-methionine transport system ATP-binding protein	0.81608590006256	0.124224007949837	0.00402327306568094	0.034873933308763	0.0207928856131587
K02073|D-methionine transport system substrate-binding protein	0.788642220810994	0.07513605123509	0.00416289112528315	0.0374707215691096	0.0945881152595232
K02074|zinc|manganese transport system ATP-binding protein	0.90162314055069	0.0109292127148844	0.00619046257226138	0.0363334912159485	0.0449236929462153
K02075|zinc|manganese transport system permease protein	0.917426469752277	0.0191553439426812	0.00034310670469429	0.063075079600347	0
K02077|zinc|manganese transport system substrate-binding protein	0.788273715334108	0.114584388014636	0.0202625007612526	0.00205451317945798	0.0748248827105457
K02078|acyl carrier protein	0.867835274570786	0.00494598187762686	0.0347081304426626	0.00821853932227853	0.0842920737866463
K02086|DNA replication protein	0.879840262724652	0.112804293605902	0.000207537751447923	0.00710330429685104	4.46016211475526e-05
K02107|V|A-type H+|Na+-transporting ATPase subunit G|H	0.61316234364408	0.0742729623692593	0.171560411199925	0.0065588899620283	0.134445392824708
K02108|F-type H+-transporting ATPase subunit a	0.877432187081694	0.0462697576787523	0.00462911509558047	0.0716689401439727	0
K02109|F-type H+-transporting ATPase subunit b	0.900231769907607	0.0854897789659167	0.00695158862234547	0.00732686250413095	0
K02110|F-type H+-transporting ATPase subunit c	0.934327033274917	0.0541029651070277	4.44025006292376e-07	0.011569557593049	0
K02111|F-type H+-transporting ATPase subunit alpha [EC.3.6.3.14]	0.929863946186535	0.0447460023676626	0.00953811429792619	0.0158519371478759	1.31186104393049e-19
K02112|F-type H+-transporting ATPase subunit beta [EC.3.6.3.14]	0.729519570536384	0.0426694396528828	0.00442288992226687	0.137613004200483	0.0857750956879838
K02113|F-type H+-transporting ATPase subunit delta	0.961850050383601	0.0350807790243163	0.000597930148117463	0.00247124044396349	1.74750271241533e-15
K02114|F-type H+-transporting ATPase subunit epsilon	0.817048056773306	0.164028863393756	0.00549729322623462	0.0134257866067035	0
K02115|F-type H+-transporting ATPase subunit gamma	0.82897583325652	0.141484581897211	0.0124718685151452	0.017067716331124	0
K02117|V|A-type H+|Na+-transporting ATPase subunit A [EC.3.6.3.14 3.6.3.15]	0.722776038444396	0.0438645438846333	0.154629438756179	0.0088125222989752	0.0699174566158166
K02118|V|A-type H+|Na+-transporting ATPase subunit B	0.688917749376887	0.0187998320747635	0.192443855190139	0.00374084027348134	0.0960977230847291
K02120|V|A-type H+|Na+-transporting ATPase subunit D	0.650753468853472	0.0139358229669411	0.155020365222274	0.0257585946548933	0.15453174830242
K02123|V|A-type H+|Na+-transporting ATPase subunit I	0.617152439564653	0.070225318617407	0.188495070031116	0.0332419644592534	0.0908852073275702
K02124|V|A-type H+|Na+-transporting ATPase subunit K	0.66634519788627	0.112609995068126	0.0204163365466951	0.200628470498908	0
K02125|F-type H+-transporting ATPase subunit 8	0.955862714593109	0.0236277404073225	0.0161319418281403	0.00437760317142793	0
K02160|acetyl-CoA carboxylase biotin carboxyl carrier protein	0.785727713410898	0.144887652575996	0.007875464204319	0.042724776115946	0.0187843936928412
K02169|malonyl-CoA O-methyltransferase [EC.2.1.1.197]	0.903356287900022	0.0640723852436962	3.45958362120736e-05	0.0325367310200698	0
K02203|phosphoserine | homoserine phosphotransferase [EC.3.1.3.3 2.7.1.39]	0.836864615317421	0.0518834948475064	0.0975719257223482	0.0136799641127241	0
K02217|ferritin 1	0.968765259931636	0.0103476214047638	0.00468292667841393	0.0162041919851865	0
K02232|adenosylcobyric acid synthase [EC.6.3.5.10]	0.88220956378251	0.0010334566996892	0.115261741732103	0.00149523778569783	0
K02236|leader peptidase (prepilin peptidase) | N-methyltransferase	0.87822656496561	0.0527896092738856	0.000179353867058828	0.00418318435679594	0.0646212875366491
K02237|competence protein ComEA	0.726580757338148	0.0556552628936766	0.0765534878513081	0.0274987549386643	0.113711736978203
K02238|competence protein ComEC	0.799429958962871	0.100846175738954	0.0220184131270512	0.000568625284955282	0.0771368268861681
K02240|competence protein ComFA	0.75747148877808	0.0545710735176678	0.0170006928452163	0.023983984734285	0.146972760124751
K02242|competence protein ComFC	0.55089819978506	0.081540678162212	0.18899797682956	0.0347998571591984	0.143763288063969
K02244|competence protein ComGB	0.883294875460203	0.0122966054364781	0.000621583588274832	0.0272440470789234	0.076542888436121
K02246|competence protein ComGD	0.904673608006124	0.0335957936332184	0.00179796230839982	0.00136449857491018	0.0585681374773474
