Residuals	weight_grams_scaled	number_of_pups_scaled	lipocalin2_pg_ml_scaled	genotype
PWY0-845|superpathway of pyridoxal 5-phosphate biosynthesis and salvage	0.981616257945258	6.02701895979732e-06	0.000667921659466706	0.0177097933763156	0
PWY1ZNC-1|assimilatory sulfate reduction IV	0.934172182118315	0.0467295961542068	0.0159579804597377	0.00314024126774084	0
PWY4FS-7|phosphatidylglycerol biosynthesis I (plastidic)	0.82297612749041	0.0144384344477196	0.160804974709922	0.00178046335194834	0
PWY4FS-8|phosphatidylglycerol biosynthesis II (non-plastidic)	0.82297612749041	0.0144384344477196	0.160804974709922	0.00178046335194834	0
PWY4LZ-257|superpathway of fermentation (Chlamydomonas reinhardtii)	0.89857712527183	0.00144883797903819	0.0974772929541625	0.00249674379496884	0
PWY66-389|phytol degradation	0.941939664257677	0.00399234784525309	0.0495796329596018	0.00448835493746835	0
PWY66-399|gluconeogenesis III	0.811392576875804	0.000490448669486453	0.00517660634836088	0.0881097267486767	0.0948306413576723
PWY66-429|fatty acid biosynthesis initiation (mitochondria)	0.858802746446024	0.129528934984516	0.00766473728926521	0.00400358128019507	0
PYRIDNUCSYN-PWY|NAD de novo biosynthesis I (from aspartate)	0.759229206332569	0.134497339572741	0.070544611643595	0.0357288424510952	0
PYRIDOXSYN-PWY|pyridoxal 5-phosphate biosynthesis I	0.976156789416485	6.55631177809136e-05	0.00146814195500879	0.0223095055107249	0
RHAMCAT-PWY|L-rhamnose degradation I	0.916938269110437	0.0227215770154136	1.92777654714746e-05	0.0603208761086776	0
RIBOSYN2-PWY|flavin biosynthesis I (bacteria and plants)	0.936521808282197	0.00326438926682983	0.0562841127737758	0.00392968967719764	0
SALVADEHYPOX-PWY|adenosine nucleotides degradation II	0.838237826689292	0.132944421417689	0.00524943936226854	0.0235683125307497	0
SER-GLYSYN-PWY|superpathway of L-serine and glycine biosynthesis I	0.943373170197289	0.0348344038419392	0.007089044127202	0.01470338183357	0
SO4ASSIM-PWY|assimilatory sulfate reduction I	0.84804957733546	0.0217594413177634	0.100482914544218	0.0297080668025591	0
SULFATE-CYS-PWY|superpathway of sulfate assimilation and cysteine biosynthesis	0.852232383804003	0.0177952732059947	0.101453524019855	0.0285188189701467	0
TCA|TCA cycle I (prokaryotic)	0.674171410149306	0.012806329213806	0.266594063976501	0.0464281966603875	0
THISYNARA-PWY|superpathway of thiamine diphosphate biosynthesis III (eukaryotes)	0.984579730653271	0.0121614054310162	0.000272699430165655	0.00298616448554689	0
THRESYN-PWY|superpathway of L-threonine biosynthesis	0.761614656294163	0.00253311076975678	0.215689541987437	0.0201626909486438	0
TRNA-CHARGING-PWY|tRNA charging	0.62607133137173	0.226578146626123	0.127713988430249	0.0196365335718977	0
UDPNAGSYN-PWY|UDP-N-acetyl-D-glucosamine biosynthesis I	0.83878757917707	0.00337297498309058	0.0694184956121678	0.0188516111129169	0.0695693391147552
VALSYN-PWY|L-valine biosynthesis	0.927302105020404	0.0314762707766634	0.00531353507234897	0.0359080891305833	0
