Residuals	number_of_pups_scaled	genotype	weight_grams_scaled	lipocalin2_pg_ml_scaled
1.8.5.3|Dimethylsulfoxide reductase	0.757697664790007	0.051167630787793	0.172132641852526	0.00398606652200768	0.0150159960476659
1.8.98.1|CoB--CoM heterodisulfide reductase	0.747188742385178	0.207860889076504	0	0.0137187326507921	0.031231635887526
1.8.99.1|Deleted entry	0.96124166915539	0.00308326527055994	0	0.00633247772833367	0.029342587845716
1.8.99.2|Adenylyl-sulfate reductase	0.983817265520728	0.000220814540254839	3.33718086054218e-22	0.0109217671043208	0.00504015283469627
1.8.99.3|Hydrogensulfite reductase	0.951225330898703	0.0204275164086733	0	0.0199103876819746	0.00843676501064891
1.8.99.5|Dissimilatory sulfite reductase	0.889003027135784	0.0966636763565698	0	6.33548016540637e-05	0.0142699417059917
1.9.3.1|Cytochrome-c oxidase	0.854127238093906	0.0298858733961913	0.0913173535263953	0.0178120471469655	0.00685748783654248
1.9.6.1|Nitrate reductase (cytochrome)	0.836133186712414	0.0187773834972162	0.0574484669379667	0.0225056778070185	0.0651352850453844
1.97.1.4|[Formate-C-acetyltransferase]-activating enzyme	0.927096107829343	0.0503642611570193	0	0.0182586373175521	0.00428099369608561
2.1.1.10|Homocysteine S-methyltransferase	0.944863117723654	0.0297922716325782	0	0.0226216468512098	0.00272296379255839
2.1.1.104|Caffeoyl-CoA O-methyltransferase	0.744182853916763	0.150892565711808	0	0.0739929527810036	0.0309316275904254
2.1.1.107|Uroporphyrinogen-III C-methyltransferase	0.808136520181186	0.140117029254986	0	0.0459589941535298	0.00578745641029798
2.1.1.11|Magnesium protoporphyrin IX methyltransferase	0.821219934975353	0.0572184546329166	0	0.120069452855318	0.00149215753641237
2.1.1.13|Methionine synthase	0.848729167001677	0.0437378747855907	0	0.106317148285937	0.00121580992679556
2.1.1.130|Precorrin-2 C(20)-methyltransferase	0.767813230917281	0.109705610939359	0	0.0067692326910291	0.115711925452331
2.1.1.131|Precorrin-3B C(17)-methyltransferase	0.977898537339381	0.0056383970010346	0	1.91834678860489e-05	0.0164438821916984
2.1.1.133|Precorrin-4 C(11)-methyltransferase	0.747634243249703	0.00394474280019877	0.205494509081412	0.036486142248789	0.00644036261989749
2.1.1.14|5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase	0.887713594224518	0.0928728167697148	0	0.0138863771731262	0.00552721183264096
2.1.1.144|Trans-aconitate 2-methyltransferase	0.753322666350625	0.24089455915099	0	4.57886206427773e-09	0.00578276991952304
2.1.1.148|Thymidylate synthase (FAD)	0.936830598986015	3.48578691822303e-05	0.0559091982554139	0.00121940716108535	0.00600593772830344
2.1.1.156|Glycine/sarcosine N-methyltransferase	0.878618284724857	0.000172697945679794	0.0570757594069757	0.0144011939909262	0.0497320639315618
2.1.1.163|Demethylmenaquinone methyltransferase	0.939638991530259	0.00329059391034495	0	0.0442173082160114	0.0128531063433848
2.1.1.166|23S rRNA (uridine(2552)-2-O)-methyltransferase	0.931468201048584	0.00970939050023486	0	0.0268133829364351	0.0320090255147462
2.1.1.170|16S rRNA (guanine(527)-N(7))-methyltransferase	0.770443197161333	0.000113103411869665	0.134750789135554	0.0119723683084232	0.0827205419828197
2.1.1.171|16S rRNA (guanine(966)-N(2))-methyltransferase	0.926365465132132	0.0140741033551163	0	0.0539313142254596	0.00562911728729248
2.1.1.173|23S rRNA (guanine(2445)-N(2))-methyltransferase	0.67574668705496	0.0133708714757342	0.175904866193643	0.0121430363340925	0.122834538941571
2.1.1.176|16S rRNA (cytosine(967)-C(5))-methyltransferase	0.8248128729962	0.128863882096765	0	0.028368785146309	0.0179544597607259
2.1.1.177|23S rRNA (pseudouridine(1915)-N(3))-methyltransferase	0.929637277774067	0.0265343417977518	0	0.0284353016968495	0.0153930787313321
2.1.1.178|16S rRNA (cytosine(1407)-C(5))-methyltransferase	0.464421004037724	0.0643859773443792	0.334740045451858	0.012740695874403	0.123712277291636
2.1.1.182|16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase	0.926344486484879	0.0356938702203391	0	0.0264167133960086	0.011544929898773
2.1.1.185|23S rRNA (guanosine(2251)-2-O)-methyltransferase	0.909586298389161	0.000128906721970188	0	0.00697846929870186	0.0833063255901664
2.1.1.187|23S rRNA (guanine(745)-N(1))-methyltransferase	0.685607883545972	0.0547361300207927	0	0.221127155592865	0.0385288308403704
2.1.1.189|23S rRNA (uracil(747)-C(5))-methyltransferase	0.447116118406848	0.0299205384417091	0.287930957079221	0.0215312458430907	0.213501140229131
2.1.1.190|23S rRNA (uracil(1939)-C(5))-methyltransferase	0.864711130673691	0.110499688613433	0	0.0176495470800021	0.00713963363287408
2.1.1.191|23S rRNA (cytosine(1962)-C(5))-methyltransferase	0.869437927484338	0.11572358262797	0.00204284556962313	0.00734719835544127	0.00544844596262809
2.1.1.192|23S rRNA (adenine(2503)-C(2))-methyltransferase	0.927570964539369	0.0699022258778676	0	1.93342930037409e-05	0.00250747528975996
2.1.1.193|16S rRNA (uracil(1498)-N(3))-methyltransferase	0.917993709309987	0.00012215701939213	0	0.0563626214527998	0.025521512217821
2.1.1.195|Cobalt-precorrin-5B (C(1))-methyltransferase	0.861001977771888	0.08081442214661	0	0.0556446090713117	0.00253899101019037
2.1.1.197|Malonyl-[acyl-carrier protein] O-methyltransferase	0.545080644394476	0.0307055864024824	0.334299141315047	0.0737823921628974	0.0161322357250968
2.1.1.198|16S rRNA (cytidine(1402)-2-O)-methyltransferase	0.933399371494368	0.028003005149218	0	0.019816756205254	0.0187808671511597
2.1.1.199|16S rRNA (cytosine(1402)-N(4))-methyltransferase	0.92498088655912	0.0575584371061061	0	3.85302675886228e-05	0.017422146067185
2.1.1.201|2-methoxy-6-polyprenyl-1,4-benzoquinol methylase	0.571156503216242	0.0548216735999892	0.226323065968041	0.00152242535730804	0.14617633185842
2.1.1.207|tRNA (cytidine(34)-2-O)-methyltransferase	0.806585651084718	0.138640584401449	0	0.0377369668123736	0.0170367977014586
2.1.1.208|23S rRNA (uridine(2479)-2-O)-methyltransferase	0.909495601495242	0.0480486948856871	0	0.0300187611256873	0.0124369424933833
2.1.1.220|tRNA (adenine(58)-N(1))-methyltransferase	0.727500221018382	0.0587083945683068	0.0517772977137518	0.0138694096896245	0.148144677009935
2.1.1.223|tRNA(1)(Val) (adenine(37)-N(6))-methyltransferase	0.892344265467197	0.0706917263401131	0	0.00316892616924029	0.0337950820234495
2.1.1.226|23S rRNA (cytidine(1920)-2-O)-methyltransferase	0.715370429286901	0.135086393423931	0.082701996820149	0.0632788265100632	0.003562353958956
2.1.1.228|tRNA (guanine(37)-N(1))-methyltransferase	0.816086497489188	0.0124442364815411	0.106288588182125	0.0507988163550555	0.0143818614920902
2.1.1.264|23S rRNA (guanine(2069)-N(7))-methyltransferase	0.764792775156403	0.0817718591932844	0.113414081278459	0.0256791455688041	0.0143421388030489
2.1.1.297|Peptide chain release factor N(5)-glutamine methyltransferase	0.856890396295985	0.0801052645399698	0	0.030722932338343	0.0322814068257026
2.1.1.33|tRNA (guanine(46)-N(7))-methyltransferase	0.857928264037916	0.0230777586756515	0	0.0779457670731654	0.0410482102132669
2.1.1.34|tRNA (guanosine(18)-2-O)-methyltransferase	0.974433763040683	0.00784571926984155	0	0.0139118005021729	0.00380871718730292
2.1.1.35|tRNA (uracil(54)-C(5))-methyltransferase	0.819977388749301	0.0391961907095353	0.136433007557499	5.20379881091948e-05	0.00434137499555545
2.1.1.37|DNA (cytosine-5-)-methyltransferase	0.938920121125483	0.00422634762910138	0	0.01332533523723	0.0435281960081858
2.1.1.43|Histone-lysine N-methyltransferase	0.681957500973554	0.263159613088483	0	0.000246680179186018	0.0546362057587775
2.1.1.45|Thymidylate synthase	0.994226159261665	0.00103588861298202	0	0.00341124125829498	0.0013267108670578
2.1.1.61|tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase	0.720457070619693	0.00272337728458248	0.0896465423944467	0.00983576515887649	0.177337244542402
2.1.1.63|Methylated-DNA--[protein]-cysteine S-methyltransferase	0.728785687076274	0.241497683425292	0	0.0167869067025228	0.0129297227959114
2.1.1.64|3-demethylubiquinol 3-O-methyltransferase	0.40488206910958	0.0286739221692654	0.349002084251987	0.00792446774980867	0.209517456719358
2.1.1.72|Site-specific DNA-methyltransferase (adenine-specific)	0.658745913968076	0.164408598972364	0.0505439571717108	0.00860718467810754	0.117694345209742
2.1.1.74|(FADH(2)-oxidizing)	0.813770293496438	0.119063905885845	0.0521486996033459	0.00332806109615393	0.0116890399182173
2.1.1.77|Protein-L-isoaspartate(D-aspartate) O-methyltransferase	0.974468886264873	0.00693139978459241	0	0.00274713763968681	0.015852576310848
2.1.1.79|Cyclopropane-fatty-acyl-phospholipid synthase	0.91669463663699	0.0728319776121961	0	0.00226432546749314	0.00820906028332057
2.1.1.80|Protein-glutamate O-methyltransferase	0.967340500746862	0.0289332218692815	0	0.00159273969367773	0.00213353769017908
2.1.2.1|Glycine hydroxymethyltransferase	0.928934863815666	0.00428144253641823	0	0.0289044189194436	0.0378792747284717
2.1.2.10|Aminomethyltransferase	0.858981791530732	0.0544303971515476	0	0.0828432449596915	0.00374456635802874
2.1.2.11|3-methyl-2-oxobutanoate hydroxymethyltransferase	0.733634807418344	0.148311662796721	0	0.105873317371169	0.0121802124137656
2.1.2.2|Phosphoribosylglycinamide formyltransferase	0.74671864960403	0.141479968408532	0	0.0148632479963134	0.0969381339911251
2.1.2.3|Phosphoribosylaminoimidazolecarboxamide formyltransferase	0.822438710251279	0.0597561678963843	0	0.104500144700818	0.0133049771515188
2.1.2.5|Glutamate formimidoyltransferase	0.803942923852279	1.7153397342477e-05	0.165330072200352	0.00881844655732412	0.0218914039927029
2.1.2.9|Methionyl-tRNA formyltransferase	0.931078165769574	0.0117699566701127	0	0.0290802399111029	0.0280716376492101
2.1.3.1|Methylmalonyl-CoA carboxytransferase	0.959693771324304	0.0234670178955955	0	0.0142447263448468	0.00259448443525412
2.1.3.2|Aspartate carbamoyltransferase	0.83392086957649	0.0111915041107906	0	0.0217929131546472	0.133094713158072
2.1.3.3|Ornithine carbamoyltransferase	0.803996866267509	0.036466175144276	0.132044789709819	0.0193484816986952	0.00814368717970126
2.1.3.6|Putrescine carbamoyltransferase	0.53068349380502	0.0597347317633614	0.147819382189598	0.0490580043000368	0.212704387941984
2.1.3.9|N-acetylornithine carbamoyltransferase	0.783048930086332	0.122547229019593	0	0.0733369383420856	0.0210669025519903
2.1.4.1|Glycine amidinotransferase	0.899154943576878	0.00022211488585	0	0.0998771387858692	0.000745802751403171
2.2.1.1|Transketolase	0.748636656767212	0.178368947795167	0	0.00682630447994343	0.0661680909576775
2.2.1.10|2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate synthase	0.880283144569676	0.0183263334683841	0.0871100416616531	0.0139236996717615	0.00035678062852476
2.2.1.2|Transaldolase	0.763930752004925	0.00198211741451031	0.0792031907456934	0.0330654065197925	0.121818533315079
2.2.1.3|Formaldehyde transketolase	0.856511223185037	0.0146353555793855	0	0.0805106167527243	0.0483428044828528
2.2.1.6|Acetolactate synthase	0.728595681810532	0.00321858410246074	0.250453833526401	0.0139691138348223	0.00376278672578394
2.2.1.7|1-deoxy-D-xylulose-5-phosphate synthase	0.928913775979662	0.019400046640502	0	0.0288849164606778	0.0228012609191579
2.2.1.9|synthase	0.8078598689071	0.0599913511475288	0	0.131325199954746	0.000823579990624412
2.3.1.1|Amino-acid N-acetyltransferase	0.884374769989334	0.00866415528572196	0.0753413931027286	0.0236211407195462	0.00799854090266978
2.3.1.117|2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	0.946755951693172	0.0399079649908422	0	0.0116418660210484	0.00169421729493732
2.3.1.12|Dihydrolipoyllysine-residue acetyltransferase	0.941047042981662	0.0038461156608325	0	0.0396537477255729	0.0154530936319326
2.3.1.122|Trehalose O-mycolyltransferase	0.857101082830555	0.0164697663204536	0.092716787741317	0.0268647920297544	0.00684757107792021
2.3.1.128|Ribosomal-protein-alanine N-acetyltransferase	0.934248732424805	0.0546681598218267	0	0.00628866142678773	0.00479444632658024
2.3.1.129|Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase	0.821955107505683	0.0777725116640065	0	0.0996525709317316	0.000619809898578443
2.3.1.157|Glucosamine-1-phosphate N-acetyltransferase	0.867750730960882	0.0763848628873125	0.0311711685569691	0.00941421548969199	0.0152790221051447
2.3.1.16|Acetyl-CoA C-acyltransferase	0.907682439285369	0.0764392515557386	0	0.00590102260046193	0.00997728655843098
2.3.1.169|CO-methylating acetyl-CoA synthase	0.874531431570406	0.109601457087159	0	0.0147322531924809	0.00113485814995366
2.3.1.174|3-oxoadipyl-CoA thiolase	0.968318501811596	0.00471311398674848	0	0.000177503008625828	0.02679088119303
2.3.1.179|Beta-ketoacyl-[acyl-carrier-protein] synthase II	0.559487541297711	0.362955648694048	0	0.057907150275725	0.0196496597325157
2.3.1.18|Galactoside O-acetyltransferase	0.677986202457602	0.0309455350021433	0.172654814856358	0.0010490106158285	0.117364437068068
2.3.1.180|Beta-ketoacyl-[acyl-carrier-protein] synthase III	0.85804679757114	0.0436948921268382	0	0.0978362786168936	0.000422031685128365
2.3.1.181|Lipoyl(octanoyl) transferase	0.886480063129045	0.0322800837266911	0	0.0747944271035738	0.00644542604069013
2.3.1.189|Mycothiol synthase	0.841839405311544	0.0999970445225773	0	0.0445890073446008	0.0135745428212775
2.3.1.19|Phosphate butyryltransferase	0.933317668275879	0.0615062493437622	0	0.00448813524630294	0.000687947134056235
2.3.1.222|Phosphate propanoyltransferase	0.837656649128402	0.00201013719312238	0.0895155637796113	0.0558392367885162	0.0149784131103477
2.3.1.234|N(6)-L-threonylcarbamoyladenine synthase	0.937410989047634	0.00149027363459188	0	0.043829364834039	0.0172693724837351
2.3.1.245|3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase	0.55945685027806	0.0762467765257909	0.33460405183132	0.0247717821910274	0.00492053917380244
2.3.1.28|Chloramphenicol O-acetyltransferase	0.653696442463174	0.00133096017458158	0.0715838532960463	0.0532698772987635	0.220118866767435
2.3.1.29|Glycine C-acetyltransferase	0.919192227253143	0.0204457380236644	0	0.0524881525884897	0.00787388213470285
2.3.1.30|Serine O-acetyltransferase	0.651877895396904	0.140254098341264	0	0.0010740053289438	0.206794000932889
2.3.1.31|Homoserine O-acetyltransferase	0.869998001600692	0.0274734068940089	0.0487630356787396	0.0064242415799077	0.0473413142466524
2.3.1.35|Glutamate N-acetyltransferase	0.876570651016481	0.00813121371046885	0.0883993300880373	0.0218581377468763	0.00504066743813678
2.3.1.39|[Acyl-carrier-protein] S-malonyltransferase	0.591130681808481	0.253484115612996	0	0.149684564352457	0.00570063822606553
2.3.1.46|Homoserine O-succinyltransferase	0.927461753896626	0.0122298027039311	0	6.89033456228986e-06	0.0603015530648802
2.3.1.47|8-amino-7-oxononanoate synthase	0.771897757349639	0.046537033466253	0.157204880774798	0.0212449956159172	0.0031153327933936
2.3.1.50|Serine C-palmitoyltransferase	0.919045383561646	0.0148238317401773	0	0.0433431807916122	0.0227876039065641
2.3.1.51|1-acylglycerol-3-phosphate O-acyltransferase	0.780497883187073	0.0585429198222232	0.115071990657786	0.0458755191042593	1.16872286586919e-05
2.3.1.54|Formate C-acetyltransferase	0.535668860341474	0.0399444544420569	0.276692465312829	0.0299662111889322	0.117728008714708
2.3.1.57|Diamine N-acetyltransferase	0.90272522785159	0.0806262928495861	0	0.0113930694337568	0.00525540986506703
2.3.1.61|Dihydrolipoyllysine-residue succinyltransferase	0.689013868733249	0.00397816169154619	0.0768703648846113	0.000851750148342169	0.229285854542251
2.3.1.79|Maltose O-acetyltransferase	0.896856605227002	0.0840010207417009	0	0.0148355993745087	0.00430677465678861
2.3.1.8|Phosphate acetyltransferase	0.792953047741657	0.0945420827656389	0.0350989211050348	0.0349078306220752	0.0424981177655937
2.3.1.81|Aminoglycoside N(3)-acetyltransferase	0.803899407748007	0.107409029603423	0	0.0540694317664219	0.034622130882148
2.3.1.89|Tetrahydrodipicolinate N-acetyltransferase	0.878904474419963	0.0989720944817005	0	0.0192833917715644	0.00284003932677158
2.3.1.9|Acetyl-CoA C-acetyltransferase	0.823537642973163	0.147965809561209	0	0.025711854651965	0.002784692813663
2.3.1.n2|Phosphate acyltransferase	0.799416539353098	0.00413448199501419	0.181213240281726	0.015219706953171	1.60314169910479e-05
2.3.1.n3|Glycerol-3-phosphate acyltransferase (acyl-phosphate transferring)	0.825398815175052	0.128078472628402	0	5.0073044560483e-05	0.0464726391519853
2.3.2.3|Lysyltransferase	0.765285762443811	0.159544487757483	0	0.0400398887695378	0.0351298610291679
2.3.2.6|Leucyltransferase	0.790734113349549	0.0336243689777446	0.158528242082488	0.0157208887100292	0.00139238688018858
2.3.3.1|Citrate (Si)-synthase	0.53025248794547	0.136701454834532	0.262108550765288	0.0324045280714115	0.0385329783832976
2.3.3.10|Hydroxymethylglutaryl-CoA synthase	0.899709216836761	0.0930405993270646	0	0.00549034117456904	0.00175984266160534
2.3.3.13|2-isopropylmalate synthase	0.875047918136298	0.06280963819768	0	0.0202291964279346	0.0419132472380874
2.3.3.16|Citrate synthase (unknown stereospecificity)	0.727913555230972	0.041178062884956	0.208080551775451	0.013659362141882	0.00916846796673873
2.3.3.5|2-methylcitrate synthase	0.870504502601479	0.0569400000554066	0	0.00505532720357727	0.0675001701395367
2.4.1.1|Glycogen phosphorylase	0.859868638064278	0.0136364788333238	0.106034335405487	0.0138768691166721	0.00658367858023892
2.4.1.109|Dolichyl-phosphate-mannose--protein mannosyltransferase	0.894793339821223	0.0443504820262553	0.0384980894439677	0.000545674371150088	0.021812414337404
2.4.1.11|Glycogen(starch) synthase	0.920701071202425	0.010314058924202	0	0.0607796484831324	0.00820522139024097
2.4.1.12|Cellulose synthase (UDP-forming)	0.573676216775248	0.00295005065435562	0.22903691967809	0.000423598136080595	0.193913214756225
2.4.1.129|Peptidoglycan glycosyltransferase	0.982429464253085	0.000803616026692786	0	0.00826421973030034	0.00850269998992147
2.4.1.152|4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase	0.911765893763682	0.0407880722797914	0.0261228915106073	0.000234028505963996	0.0210891139399552
2.4.1.18|1,4-alpha-glucan branching enzyme	0.539412310648846	0.206616731193787	0.128129198769998	0.110493873849139	0.0153478855382293
2.4.1.182|Lipid-A-disaccharide synthase	0.867993449032331	0.0516504036085632	0	0.0786995335128607	0.00165661384624547
2.4.1.187|mannosaminyltransferase	0.85477798691955	0.123040167374822	0	0.0179729483217075	0.00420889738392117
2.4.1.20|Cellobiose phosphorylase	0.596037203729478	0.00339235143904134	0	0.0026363375843548	0.397934107247126
2.4.1.21|Starch synthase	0.856333066228616	0.0956730341617937	0	0.0286410086912362	0.0193528909183535
2.4.1.211|1,3-beta-galactosyl-N-acetylhexosamine phosphorylase	0.812816669167402	0.0333775284094533	0.137815690785929	0.00309005308379379	0.0129000585534218
2.4.1.212|Hyaluronan synthase	0.675439564187237	0.202190224420238	0	0.0655669828157909	0.0568032285767344
2.4.1.227|acetylglucosaminyltransferase	0.909192646707181	0.0544012502997566	0	0.022235868009097	0.0141702349839656
2.4.1.230|Kojibiose phosphorylase	0.940596487787315	0.00199910214870276	0	0.051364931519174	0.00603947854480877
2.4.1.247|Beta-D-galactosyl-(1->4)-L-rhamnose phosphorylase	0.895803305006729	0.0090718472222705	0	0.0655036286677932	0.0296212191032073
2.4.1.248|Cycloisomaltooligosaccharide glucanotransferase	0.870745326546273	0.0091274372384646	0.101162278442329	0.000677083362604998	0.0182878744103282
2.4.1.25|4-alpha-glucanotransferase	0.930065185400079	0.00975747071113308	0.0269682581000316	0.0237696949531707	0.00943939083558573
2.4.1.250|D-inositol-3-phosphate glycosyltransferase	0.937830188545191	0.0156991441761887	0.0324223903774002	0.00956590961782225	0.00448236728339787
2.4.1.280|N,N-diacetylchitobiose phosphorylase	0.830354829676758	0.0925740695754138	0	0.0390197998137098	0.0380513009341179
2.4.1.281|4-O-beta-D-mannosyl-D-glucose phosphorylase	0.923508571085879	0.00399752305670625	0	0.0707276645883986	0.00176624126901633
2.4.1.289|N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase	0.853565593124756	0.0889623628445187	0	0.0351068552540701	0.022365188776655
2.4.1.293|GalNAc(5)-diNAcBac-PP-undecaprenol beta-1,3-glucosyltransferase	0.93324920171545	0.053773989506429	0	0.0109805516586027	0.00199625711951781
2.4.1.301|2-deamino-2-hydroxyneamine 1-alpha-D-kanosaminyltransferase	0.740535203266023	0.102434646056059	0	0.0494225992626584	0.10760755141526
2.4.1.305|glucosyltransferase	0.927895166641958	0.0561427700752645	0.00627070284310368	0.00144461197020907	0.00824674846946437
2.4.1.320|1,4-beta-mannosyl-N-acetylglucosamine phosphorylase	0.960615271868368	0.000234148227732121	0	0.0168159216150496	0.0223346582888506
2.4.1.329|Sucrose 6(F)-phosphate phosphorylase	0.839618710651596	0.121103719356812	0	0.0373532433416452	0.00192432664994654
2.4.1.4|Amylosucrase	0.970102835938074	1.95234162594371e-06	0	0.0146406364862778	0.015254575234022
2.4.1.52|Poly(glycerol-phosphate) alpha-glucosyltransferase	0.917085166412581	0.0651162024493698	0	0.00585766832350775	0.0119409628145419
2.4.1.54|Undecaprenyl-phosphate mannosyltransferase	0.995203892567411	0.00295374630939811	0	3.65290377414126e-09	0.00184235747028677
2.4.1.57|Phosphatidylinositol alpha-mannosyltransferase	0.576086128406299	0.0494376331365638	0.29562262133617	0.00334231726057315	0.0755112998603946
2.4.1.7|Sucrose phosphorylase	0.794037281622127	0.144492611512387	0.0323281967575176	0.000613784677119241	0.0285281254308485
2.4.1.8|Maltose phosphorylase	0.950203328508395	0.0103768229817649	0	0.0358588115097566	0.00356103700008314
2.4.1.83|Dolichyl-phosphate beta-D-mannosyltransferase	0.774888524133104	0.00615336624949682	0	0.142091579238356	0.0768665303790426
2.4.1.9|Inulosucrase	0.824469603497951	0.150930273810256	0	0.0219791024845273	0.00262102020726548
2.4.2.1|Purine-nucleoside phosphorylase	0.693552100010094	0.00186686322500772	0	0.0251779970034385	0.27940303976146
2.4.2.10|Orotate phosphoribosyltransferase	0.975848575540741	0.000285437885050914	1.41474727503997e-17	0.0142937004409842	0.00957228613322413
2.4.2.14|Amidophosphoribosyltransferase	0.797814721422318	0.0042246259974644	1.72957490389433e-07	0.109011936246216	0.0889485433765105
2.4.2.17|ATP phosphoribosyltransferase	0.861841647568418	0.000614648252940855	0.0480936854721652	0.0103835634789205	0.0790664552275555
2.4.2.18|Anthranilate phosphoribosyltransferase	0.872027335565308	0.00295015551991961	0.0458975556366664	0.0403538136399505	0.038771139638156
2.4.2.19|Nicotinate-nucleotide diphosphorylase (carboxylating)	0.972349776216297	0.00684254963812981	0	0.0203751737049125	0.000432500440661047
2.4.2.2|Pyrimidine-nucleoside phosphorylase	0.866920851860291	0.0300227269482597	0.0648611321785318	0.0229768536872545	0.0152184353256631
2.4.2.21|Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	0.711739535143247	0.00235804140037467	0	0.207801981307388	0.0781004421489909
2.4.2.22|Xanthine phosphoribosyltransferase	0.824547641918463	0.0993573129158694	0	0.0396442645117282	0.0364507806539395
2.4.2.29|tRNA-guanine(34) transglycosylase	0.811728826305872	0.0546683991344656	0	0.13199561274072	0.00160716181894231
2.4.2.3|Uridine phosphorylase	0.905402542605882	0.0323315797873869	0.029630939938294	0.0252939091197601	0.00734102854867726
2.4.2.4|Thymidine phosphorylase	0.988622468071807	1.459465611935e-05	0	0.0079995324897382	0.00336340478233542
2.4.2.43|Lipid IV(A) 4-amino-4-deoxy-L-arabinosyltransferase	0.790096858804377	0.13651567075706	0	0.00478003114652128	0.068607439292042
2.4.2.45|Decaprenyl-phosphate phosphoribosyltransferase	0.878022316892189	0.0212523336493793	0.0541186983726295	0.000272736458334317	0.0463339146274683
2.4.2.52|Triphosphoribosyl-dephospho-CoA synthase	0.879079321476207	0.0881927071822927	0	0.0083970071407738	0.0243309642007264
2.4.2.53|Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase	0.870356521087038	0.0678585547633155	0.0329479324347728	0.0219317704661364	0.00690522124873791
2.4.2.6|Nucleoside deoxyribosyltransferase	0.851351209899747	0.109138773237243	0	0.0323276587223721	0.00718235814063773
2.4.2.7|Adenine phosphoribosyltransferase	0.778480000221665	0.00250250627224347	0.161657272217914	0.000204911612009598	0.0571553096761688
2.4.2.8|Hypoxanthine phosphoribosyltransferase	0.830185862349441	0.163935409868136	0	0.000180805873649792	0.00569792190877389
2.4.2.9|Uracil phosphoribosyltransferase	0.84370452741852	0.132610667040805	0	0.0145425106830479	0.00914229485762703
2.4.99.12|Lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase	0.937830720418438	0.0207306446245756	0	0.0293302745326921	0.0121083604242945
2.4.99.17|S-adenosylmethionine:tRNA ribosyltransferase-isomerase	0.781247771053302	0.0793573041506803	0	0.139156228159544	0.000238696636473697
2.5.1.1|Dimethylallyltranstransferase	0.932120275560435	0.0576886912010775	0	0.00683053131333955	0.00336050192514754
2.5.1.10|(2E,6E)-farnesyl diphosphate synthase	0.917954312218408	0.0773736750997088	0	0.00271932117371614	0.00195269150816694
2.5.1.101|N,N-diacetyllegionaminate synthase	0.708289458930515	0.0316947280574967	0.237347245942377	0.0226229734506002	4.55936190108566e-05
2.5.1.120|Aminodeoxyfutalosine synthase	0.776358382325269	0.019442534236789	0.183980973742959	0.00414004353968	0.0160780661553029
2.5.1.15|Dihydropteroate synthase	0.822436014767457	0.0327815341918584	0	0.0535620780206113	0.0912203730200739
2.5.1.16|Spermidine synthase	0.884090964352728	0.0739358031279111	0	0.0299934178676115	0.0119798146517497
2.5.1.17|Cob(I)yrinic acid a,c-diamide adenosyltransferase	0.463003074966259	0.00100144186930328	0.491585738077525	0.0228833736870415	0.0215263713998704
2.5.1.19|3-phosphoshikimate 1-carboxyvinyltransferase	0.615956649034707	0.153751148368776	0	0.180719077385499	0.0495731252110177
2.5.1.29|Geranylgeranyl diphosphate synthase	0.925489960576112	0.0624491502996607	0	0.00628533123080104	0.00577555789342586
2.5.1.3|Thiamine-phosphate diphosphorylase	0.641172700567628	0.154559943429827	0	0.113276934444364	0.0909904215581818
2.5.1.30|Heptaprenyl diphosphate synthase	0.86552613441826	0.104846860044576	0	0.0206894884726758	0.00893751706448832
2.5.1.47|Cysteine synthase	0.82498595710545	0.133369421742351	0	0.0388931315877198	0.00275148956447952
2.5.1.48|Cystathionine gamma-synthase	0.961027713282469	0.00575392290999705	0	0.0231988543150276	0.010019509492506
2.5.1.49|O-acetylhomoserine aminocarboxypropyltransferase	0.496782404981645	0.253259864746891	0	0.161947406078254	0.0880103241932104
2.5.1.54|3-deoxy-7-phosphoheptulonate synthase	0.805268967693614	0.0106093396501665	0.161028049310192	0.0197601233633112	0.00333351998271684
2.5.1.55|3-deoxy-8-phosphooctulonate synthase	0.916930206548333	0.0367331089665201	0	0.0458273030173875	0.000509381467758948
2.5.1.56|N-acetylneuraminate synthase	0.966842438526685	0.00127902143001147	0	0.018463472488137	0.013415067555166
2.5.1.6|Methionine adenosyltransferase	0.925962947970593	0.0140500483329333	0	0.00642897223200575	0.0535580314644682
2.5.1.61|Hydroxymethylbilane synthase	0.885125486258936	3.40778498344756e-05	0	0.063098773600417	0.0517416622908122
2.5.1.7|UDP-N-acetylglucosamine 1-carboxyvinyltransferase	0.857721166892383	0.121236258592884	0	0.00536305107761477	0.0156795234371189
2.5.1.72|Quinolinate synthase	0.912421408992578	0.0472673741889277	0	0.0399391158030601	0.000372101015434544
