Residuals	number_of_pups_scaled	genotype	weight_grams_scaled	lipocalin2_pg_ml_scaled
CDP-GLUCOSE-46-DEHYDRATASE-RXN|(expasy) CDP-glucose 4,6-dehydratase [4.2.1.45]	0.982315323773206	0.00104289087135834	0	0.00967038804477011	0.00697139731066557
CDPDIGLYSYN-RXN|(expasy) Phosphatidate cytidylyltransferase [2.7.7.41]	0.899705401271418	0.0513059096563378	0	1.24682794710929e-05	0.0489762207927726
CDPKIN-RXN|(expasy) Nucleoside-diphosphate kinase [2.7.4.6]	0.829117425673863	0.0857357622115526	0.00248322952722109	0.081912366924942	0.000751215662420759
CDPREDUCT-RXN|(expasy) Ribonucleoside-diphosphate reductase [1.17.4.1]	0.946475059581409	0.0183264593151846	0	0.0339941682472517	0.00120431285615438
CELLOBIOSE-EPIMERASE-RXN|(expasy) Cellobiose epimerase [5.1.3.11]	0.690473084467213	0.231587325247422	0	0.000848504093127331	0.0770910861922377
CELLOBIOSE-PHOSPHORYLASE-RXN|(expasy) Cellobiose phosphorylase [2.4.1.20]	0.596037203729478	0.00339235143904134	0	0.0026363375843548	0.397934107247126
CELLULOSE-SYNTHASE-UDP-FORMING-RXN|(expasy) Cellulose synthase (UDP-forming) [2.4.1.12]	0.573676216775248	0.00295005065435562	0.22903691967809	0.000423598136080595	0.193913214756225
CHEBDEAMID-RXN|(expasy) Protein-glutamine glutaminase [3.5.1.44]	0.860469946927506	0.0138984963663677	0.09681824103305	0.0267128531485281	0.00210046252454872
CHER-RXN|(expasy) Protein-glutamate O-methyltransferase [2.1.1.80]	0.967340500746862	0.0289332218692815	0	0.00159273969367773	0.00213353769017908
CHLORAMPHENICOL-O-ACETYLTRANSFERASE-RXN|(expasy) Chloramphenicol O-acetyltransferase [2.3.1.28]	0.653696442463174	0.00133096017458158	0.0715838532960463	0.0532698772987635	0.220118866767435
CHOLINE-SULFATASE-RXN|(expasy) Choline-sulfatase [3.1.6.6]	0.566026448803214	0.209336231505754	0	0.0578944683446535	0.166742851346378
CHOLOYLGLYCINE-HYDROLASE-RXN|(expasy) Choloylglycine hydrolase [3.5.1.24]	0.88658471321155	0.0757339073859106	0.00488910822903569	0.0169771635780148	0.0158151075954885
CHORISMATE-SYNTHASE-RXN|(expasy) Chorismate synthase [4.2.3.5]	0.77980865640277	0.0937188765445804	0	0.107520118354903	0.0189523486977464
CHORISMATEMUT-RXN|(expasy) Chorismate mutase [5.4.99.5]	0.97005199851903	0.0219547037854255	0	0.000303949908183162	0.00768934778736101
CINNAMYL-ALCOHOL-DEHYDROGENASE-RXN|(expasy) Cinnamyl-alcohol dehydrogenase [1.1.1.195]	0.946026685766242	0.0314199893664	0.0178807805078777	0.0038736020822306	0.000798942277249846
CITC-RXN|(expasy) [Citrate (pro-3S)-lyase] ligase [6.2.1.22]	0.891231566094598	0.0890208170780397	0	0.0110578131283291	0.00868980369903262
CITLY-RXN|(expasy) Citrate (pro-3S)-lyase [4.1.3.6]	0.911072007080706	0.0848596650588183	0	0.00200352641294505	0.00206480144753059
CITRYLY-RXN|(expasy) Citryl-CoA lyase [4.1.3.34]	0.813571276829945	0.0214880691471426	0.147679249281812	0.00946082905920721	0.00780057568189296
CITSYN-RXN|(expasy) AMBIGUOUS [2.3.3.1; 2.3.3.16]	0.53025248794547	0.136701454834532	0.262108550765288	0.0324045280714115	0.0385329783832976
CITTRANS-RXN|(expasy) Citrate CoA-transferase [2.8.3.10]	0.911995556297078	0.0859346497926004	0	7.07222708415941e-05	0.00199907163947969
COA-DISULFIDE-REDUCTASE-NADH-RXN|(expasy) CoA-disulfide reductase [1.8.1.14]	0.706856744823755	0.130701092365322	0	0.154176944245926	0.0082652185649961
COBALAMIN5PSYN-RXN|(expasy) Adenosylcobinamide-GDP ribazoletransferase [2.7.8.26]	0.849162432906583	0.00576858756192043	0	0.0352799996140543	0.109788979917443
COBALAMINSYN-RXN|(expasy) Adenosylcobinamide-GDP ribazoletransferase [2.7.8.26]	0.849162432906583	0.00576858756192043	0	0.0352799996140543	0.109788979917443
COBINAMIDEKIN-RXN|(expasy) Adenosylcobinamide kinase [2.7.1.156]	0.794567057490056	0.00909349321391956	0.180800382559325	0.00786008402087215	0.00767898271582723
COBINPGUANYLYLTRANS-RXN|(expasy) Adenosylcobinamide-phosphate guanylyltransferase [2.7.7.62]	0.816961467347908	0.00511034969538049	0.160332620585996	0.00968079186855519	0.00791477050215992
CPM-KDOSYNTH-RXN|(expasy) 3-deoxy-manno-octulosonate cytidylyltransferase [2.7.7.38]	0.839695359176064	0.0404100515864238	0	0.114628397970566	0.0052661912669459
CREATININASE-RXN|(expasy) Creatininase [3.5.2.10]	0.714594027944311	0.0414090938569214	0	0.243224189041659	0.000772689157108554
CTPSYN-RXN|(expasy) CTP synthase (glutamine hydrolyzing) [6.3.4.2]	0.878429406679955	0.0793427836070486	0	0.0325231185104014	0.00970469120259545
CYCLOHEXADIENYL-DEHYDROGENASE-RXN|(expasy) Arogenate dehydrogenase [1.3.1.43]	0.408259301103158	0.00629283413893825	0.34644039513398	0.0194226020462858	0.219584867577638
CYCLOMALTODEXTRINASE-RXN|(expasy) Cyclomaltodextrinase [3.2.1.54]	0.769162028034647	0.0670585504866322	0	0.0619458446435611	0.10183357683516
CYCPHOSDIESTER-RXN|(expasy) 2,3-cyclic-nucleotide 2-phosphodiesterase [3.1.4.16]	0.703573951780753	0.0490337814110751	0.0659498916873835	0.163122848608751	0.0183195265120376
CYSPH-RXN|(expasy) Cystathionine gamma-synthase [2.5.1.48]	0.961027713282469	0.00575392290999705	0	0.0231988543150276	0.010019509492506
CYSTATHIONINE-BETA-SYNTHASE-RXN|(expasy) Cystathionine beta-synthase [4.2.1.22]	0.890731390197841	0.0869947731558566	0	0.0128032746815178	0.00947056196478454
CYSTEINE--TRNA-LIGASE-RXN|(expasy) Cysteine--tRNA ligase [6.1.1.16]	0.933351380530773	0.00120734371629783	0	0.0652082728492349	0.000233002903694275
CYTDEAM-RXN|(expasy) Cytosine deaminase [3.5.4.1]	0.864928866007851	0.100340017592364	0	0.0243493446404133	0.0103817717593718
CYTIDEAM-RXN|(expasy) Cytidine deaminase [3.5.4.5]	0.930934917625933	0.0459969964207949	0	0.00115082679895555	0.0219172591543162
CYTIDEAM2-RXN|(expasy) Cytidine deaminase [3.5.4.5]	0.930934917625933	0.0459969964207949	0	0.00115082679895555	0.0219172591543162
CYTIDINEKIN-RXN|(expasy) Uridine/cytidine kinase [2.7.1.48]	0.963568609455611	0.000852503746180359	0.00254953100991894	0.0329544102307967	7.49455574933766e-05
CYTOCHROME-C-OXIDASE-RXN|(expasy) Cytochrome-c oxidase [7.1.1.9]	0.805272037940908	3.94676288782822e-05	0	0.000454842864225309	0.194233651565988
CYTOCHROME-C-PEROXIDASE-RXN|(expasy) Cytochrome-c peroxidase [1.11.1.5]	0.889431175730196	0.0146097295521086	0.090104622098681	0.00068890276827978	0.00516556985073464
D-PPENTOMUT-RXN|(metacyc) D-deoxyribose 1,5-phosphomutase [5.4.2.7]	0.777154664643779	0.0949562699990699	0	0.0717273901068125	0.056161675250339
D-THREO-ALDOSE-1-DEHYDROGENASE-RXN|(expasy) D-threo-aldose 1-dehydrogenase [1.1.1.122]	0.980669780991352	0.000365016014832085	0	0.000376478007480489	0.0185887249863355
DADPKIN-RXN|(expasy) Nucleoside-diphosphate kinase [2.7.4.6]	0.829117425673863	0.0857357622115526	0.00248322952722109	0.081912366924942	0.000751215662420759
DAHPSYN-RXN|(expasy) 3-deoxy-7-phosphoheptulonate synthase [2.5.1.54]	0.805268967693614	0.0106093396501665	0.161028049310192	0.0197601233633112	0.00333351998271684
DALADALALIG-RXN|(expasy) D-alanine--D-alanine ligase [6.3.2.4]	0.823487899886363	0.10938223514886	0	0.0282188812558154	0.0389109837089625
DAPASYN-RXN|(expasy) Adenosylmethionine--8-amino-7-oxononanoate transaminase [2.6.1.62]	0.985241684061564	0.00264496118055491	0	0.000324233317221521	0.0117891214406594
DARAB5PISOM-RXN|(expasy) Arabinose-5-phosphate isomerase [5.3.1.13]	0.940453864941282	0.0210304444520667	0	0.0132958080982714	0.0252198825083798
DARABALDOL-RXN|(expasy) L-fuculose-phosphate aldolase [4.1.2.17]	0.856835910180861	0.0328264433486385	0	0.107971877819054	0.00236576865144721
DARABKIN-RXN|(expasy) L-fuculokinase [2.7.1.51]	0.787871743502668	0.000109074798006893	0	0.0361600025283219	0.175859179171004
DCDPKIN-RXN|(expasy) Nucleoside-diphosphate kinase [2.7.4.6]	0.829117425673863	0.0857357622115526	0.00248322952722109	0.081912366924942	0.000751215662420759
DCMP-DEAMINASE-RXN|(expasy) dCMP deaminase [3.5.4.12]	0.941380779118987	0.0536889184528231	0	0.000216954170849145	0.00471334825734064
DCTP-DEAM-RXN|(expasy) dCTP deaminase [3.5.4.13]	0.846711084113729	0.0446282168233499	0.0860099581958267	0.00584000518179738	0.0168107356852966
DEHYDDEOXPHOSGALACT-ALDOL-RXN|(expasy) AMBIGUOUS [4.1.2.21; 4.1.2.55]	0.9268384509216	0.0532798145000604	0	0.00572612754196146	0.0141556070363785
DEOXYADENPHOSPHOR-RXN|(expasy) Purine-nucleoside phosphorylase [2.4.2.1]	0.693552100010094	0.00186686322500772	0	0.0251779970034385	0.27940303976146
DEOXYGLUCONOKIN-RXN|(expasy) AMBIGUOUS [2.7.1.178; 2.7.1.45]	0.826653837547086	0.00349818585815016	0.00573093711604858	0.163675485667587	0.000441553811127685
DEOXYGUANPHOSPHOR-RXN|(expasy) Purine-nucleoside phosphorylase [2.4.2.1]	0.693552100010094	0.00186686322500772	0	0.0251779970034385	0.27940303976146
DEOXYINOPHOSPHOR-RXN|(expasy) Purine-nucleoside phosphorylase [2.4.2.1]	0.693552100010094	0.00186686322500772	0	0.0251779970034385	0.27940303976146
DEOXYRIBOSE-P-ALD-RXN|(expasy) Deoxyribose-phosphate aldolase [4.1.2.4]	0.899506767789918	0.000199869552898696	0	0.0493493580400412	0.0509440046171426
DEPHOSPHOCOAKIN-RXN|(expasy) Dephospho-CoA kinase [2.7.1.24]	0.948471992953072	0.0423040996693809	0	0.00154743784611751	0.00767646953143001
DETHIOBIOTIN-SYN-RXN|(expasy) Dethiobiotin synthase [6.3.3.3]	0.47242391324597	0.201189552508063	0.0866284018514772	0.211167440455885	0.028590691938605
DGDPKIN-RXN|(expasy) Nucleoside-diphosphate kinase [2.7.4.6]	0.829117425673863	0.0857357622115526	0.00248322952722109	0.081912366924942	0.000751215662420759
DGTPTRIPHYDRO-RXN|(expasy) dGTPase [3.1.5.1]	0.862374239114443	0.107935142732794	0	0.0236673424113418	0.00602327574142136
DHHB-METHYLTRANSFER-RXN|(expasy) 3-demethylubiquinol 3-O-methyltransferase [2.1.1.64]	0.40488206910958	0.0286739221692654	0.349002084251987	0.00792446774980867	0.209517456719358
DHSHIKIMATE-DEHYDRO-RXN|(expasy) 3-dehydroshikimate dehydratase [4.2.1.118]	0.734772284412448	0.0673346879145017	0.16774941148221	0.0299117354796941	0.000231880711145909
DIACYLGLYKIN-RXN|(expasy) Diacylglycerol kinase (ATP) [2.7.1.107]	0.912802807574934	0.0525946616612617	0	0.00889075763856076	0.0257117731252431
DIAMACTRANS-RXN|(expasy) Diamine N-acetyltransferase [2.3.1.57]	0.90272522785159	0.0806262928495861	0	0.0113930694337568	0.00525540986506703
DIAMINOPIMDECARB-RXN|(expasy) Diaminopimelate decarboxylase [4.1.1.20]	0.929624507336681	0.0137918481812298	0.0402640373838856	0.00321962468199877	0.0130999824162051
DIAMINOPIMELATE-DEHYDROGENASE-RXN|(expasy) Diaminopimelate dehydrogenase [1.4.1.16]	0.982581598765681	0.0038894486015505	0	0.0116985695411452	0.00183038309162326
DIAMINOPIMEPIM-RXN|(expasy) Diaminopimelate epimerase [5.1.1.7]	0.835877567994028	0.0427073863285883	0	0.0181038509523921	0.103311194724991
DIHYDLIPACETRANS-RXN|(expasy) Dihydrolipoyllysine-residue acetyltransferase [2.3.1.12]	0.941047042981662	0.0038461156608325	0	0.0396537477255729	0.0154530936319326
DIHYDRODIPICSYN-RXN|(expasy) 4-hydroxy-tetrahydrodipicolinate synthase [4.3.3.7]	0.86416361145985	0.0467775732312591	0	0.000464911419597195	0.0885939038892941
DIHYDROFOLATEREDUCT-RXN|(expasy) Dihydrofolate reductase [1.5.1.3]	0.932086402244878	0.0205974959408667	0	0.0422450026227472	0.00507109919150819
DIHYDROFOLATESYNTH-RXN|(expasy) Dihydrofolate synthase [6.3.2.12]	0.902497502478542	0.0781821904429256	0	0.0167573101896115	0.00256299688892075
DIHYDROOROT-RXN|(expasy) Dihydroorotase [3.5.2.3]	0.803526298710639	0.00437010957274748	0	0.103466787201107	0.0886368045155066
DIHYDROOROTATE-DEHYDROGENASE-RXN|(expasy) Dihydroorotate dehydrogenase (quinone) [1.3.5.2]	0.932461151409913	0.0453658910465391	0	0.014565030244747	0.00760792729880065
DIHYDROURACIL-DEHYDROGENASE-NAD+-RXN|(expasy) Dihydrouracil dehydrogenase (NAD(+)) [1.3.1.1]	0.77568338756987	0.00394824559716193	0.158541821509606	3.34278526792223e-05	0.061793117470683
DIHYDROXYISOVALDEHYDRAT-RXN|(expasy) Dihydroxy-acid dehydratase [4.2.1.9]	0.860578763329694	0.016148348449729	0.116603077305882	0.00478797380449328	0.00188183711020222
DIHYDROXYMETVALDEHYDRAT-RXN|(metacyc) 2,3-Dihydroxy-3-methylvalerate dehydratase [4.2.1.9]	0.860578763329694	0.016148348449729	0.116603077305882	0.00478797380449328	0.00188183711020222
DIMESULFREDUCT-RXN|(expasy) Respiratory dimethylsulfoxide reductase [1.8.5.3]	0.757697664790007	0.051167630787793	0.172132641852526	0.00398606652200768	0.0150159960476659
DIMETHUROPORDEHYDROG-RXN|(expasy) Precorrin-2 dehydrogenase [1.3.1.76]	0.87821233226605	0.043522852388686	0	0.0555226075018836	0.0227422078433809
DIMETHYLARGININASE-RXN|(expasy) Dimethylargininase [3.5.3.18]	0.773643468875359	0.0401316208106161	0.185266536470707	0.000693737598944822	0.000264636244372791
DIMETHYLMALEATE-HYDRATASE-RXN|(expasy) Dimethylmaleate hydratase [4.2.1.85]	0.718042765961812	0.00682206815074227	0.25465020673277	0.00232175791673966	0.0181632012379362
DIOHBUTANONEPSYN-RXN|(expasy) 3,4-dihydroxy-2-butanone-4-phosphate synthase [4.1.99.12]	0.728758945740664	0.127474052789635	0	0.13230624292366	0.0114607585460405
DIPHOSPHOMEVALONTE-DECARBOXYLASE-RXN|(expasy) Diphosphomevalonate decarboxylase [4.1.1.33]	0.865046301631754	0.114439072227152	0	0.0175018829907301	0.00301274315036404
DLACTDEHYDROGNAD-RXN|(expasy) D-lactate dehydrogenase [1.1.1.28]	0.873628878375736	0.101390018693239	0	0.0167495633953461	0.00823153953567874
DMBPPRIBOSYLTRANS-RXN|(expasy) Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [2.4.2.21]	0.711739535143247	0.00235804140037467	0	0.207801981307388	0.0781004421489909
DMK-RXN|(expasy) 1,4-dihydroxy-2-naphthoate polyprenyltransferase [2.5.1.74]	0.839399488233952	0.0625273630569517	0	0.0978507545510802	0.00022239415801622
DNA-CYTOSINE-5--METHYLTRANSFERASE-RXN|(expasy) DNA (cytosine-5-)-methyltransferase [2.1.1.37]	0.938920121125483	0.00422634762910138	0	0.01332533523723	0.0435281960081858
DNA-DIRECTED-DNA-POLYMERASE-RXN|(expasy) DNA-directed DNA polymerase [2.7.7.7]	0.877745941595242	0.111400820904442	0	0.000778474627189664	0.0100747628731264
DNA-DIRECTED-RNA-POLYMERASE-RXN|(expasy) DNA-directed RNA polymerase [2.7.7.6]	0.949113782437201	0.0396834021899963	0	0.00172776901245434	0.00947504636034874
DNA-LIGASE-NAD+-RXN|(expasy) AMBIGUOUS [6.5.1.2; 6.5.1.6]	0.91762907995535	0.0519579924298302	0	0.012813218865333	0.0175997087494866
DSERDEAM-RXN|(expasy) D-serine ammonia-lyase [4.3.1.18]	0.656899460258152	0.0774965830503755	0.254477216199262	0.00253053087340242	0.0085962096188086
DTDPDEHYDRHAMEPIM-RXN|(expasy) dTDP-4-dehydrorhamnose 3,5-epimerase [5.1.3.13]	0.746147290391678	0.00480937157454567	0	0.0746970590120988	0.174346279021677
DTDPDEHYRHAMREDUCT-RXN|(expasy) dTDP-4-dehydrorhamnose reductase [1.1.1.133]	0.822365202434443	0.108185410726254	0	0.00786136370349878	0.061588023135804
DTDPGLUCDEHYDRAT-RXN|(expasy) dTDP-glucose 4,6-dehydratase [4.2.1.46]	0.852778050889137	0.1165377003712	0	0.00811454901953493	0.0225696997201281
DTDPGLUCOSEPP-RXN|(expasy) Glucose-1-phosphate thymidylyltransferase [2.7.7.24]	0.993302592895685	0.00370029612965921	0	0.0017188046440911	0.00127830633056477
DTDPKIN-RXN|(expasy) Nucleoside-diphosphate kinase [2.7.4.6]	0.829117425673863	0.0857357622115526	0.00248322952722109	0.081912366924942	0.000751215662420759
DTMPKI-RXN|(expasy) AMBIGUOUS [2.7.4.12; 2.7.4.13; 2.7.4.9]	0.934341100228891	0.0648389071172149	0	0.000495636226097487	0.000324356427796699
DUDPKIN-RXN|(expasy) Nucleoside-diphosphate kinase [2.7.4.6]	0.829117425673863	0.0857357622115526	0.00248322952722109	0.081912366924942	0.000751215662420759
DURIDKI-RXN|(expasy) AMBIGUOUS [2.7.1.145; 2.7.1.21]	0.959574840975299	0.00320966366377715	0	0.0343235286712444	0.00289196668967951
DUTP-PYROP-RXN|(expasy) AMBIGUOUS [3.6.1.23; 3.6.1.9]	0.934818245811993	0.0523029786576094	0	0.00357279634335094	0.00930597918704659
DXPREDISOM-RXN|(expasy) 1-deoxy-D-xylulose-5-phosphate reductoisomerase [1.1.1.267]	0.828546391047312	0.0627048362649417	0	0.103043522309661	0.00570525037808496
DXS-RXN|(expasy) 1-deoxy-D-xylulose-5-phosphate synthase [2.2.1.7]	0.928913775979662	0.019400046640502	0	0.0288849164606778	0.0228012609191579
ENOYL-ACP-REDUCT-NADH-RXN|(expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]	0.924460539225003	0.0385915081895402	0	0.0248996645923027	0.012048287993154
ENOYL-COA-HYDRAT-RXN|(expasy) Enoyl-CoA hydratase [4.2.1.17]	0.850153116324017	0.143722139994885	0	0.000246312165838025	0.00587843151526018
ENTDB-RXN|(expasy) Holo-[acyl-carrier-protein] synthase [2.7.8.7]	0.862285029934043	0.125735703964343	0	0.00716705513890757	0.00481221096270666
ENZRXN-201-RXN|(expasy) Alcohol dehydrogenase (NADP(+)) [1.1.1.2]	0.55017588628846	6.106077306103e-05	0	0.215668551464882	0.234094501473598
ERYTHRON4PDEHYDROG-RXN|(expasy) 4-phosphoerythronate dehydrogenase [1.1.1.290]	0.801249195961583	0.0522035455602615	0	0.145774456221676	0.000772802256479167
ETHAMLY-RXN|(expasy) Ethanolamine ammonia-lyase [4.3.1.7]	0.850023844367034	0.146263084672497	0	0.000900152898556225	0.00281291806191312
EXOPOLYPHOSPHATASE-RXN|(expasy) Exopolyphosphatase [3.6.1.11]	0.92980570403528	0.0579242512087254	0	0.00528408620366296	0.00698595855233211
F16ALDOLASE-RXN|(expasy) Fructose-bisphosphate aldolase [4.1.2.13]	0.618022843126005	0.0450162578537366	0.243626649297357	0.00168997650200896	0.091644273220892
F16BDEPHOS-RXN|(expasy) Fructose-bisphosphatase [3.1.3.11]	0.781426129463627	0.161937460322099	0	0.0232699117832537	0.0333664984310204
FADSYN-RXN|(expasy) FAD synthase [2.7.7.2]	0.871598910193499	0.0229332461815654	0	0.0558710234315083	0.0495968201934272
FARNESYLTRANSTRANSFERASE-RXN|(expasy) Geranylgeranyl diphosphate synthase [2.5.1.29]	0.925489960576112	0.0624491502996607	0	0.00628533123080104	0.00577555789342586
FGAMSYN-RXN|(expasy) Phosphoribosylformylglycinamidine synthase [6.3.5.3]	0.744961091324983	0.0151863273657497	0.175587258761182	0.0167740793936415	0.0474912431544436
FMNREDUCT-RXN|(expasy) FMN reductase (NAD(P)H) [1.5.1.39]	0.847598123673255	2.2082514385421e-08	0	0.0459012138441277	0.106500640400103
FOLYLPOLYGLUTAMATESYNTH-RXN|(expasy) Tetrahydrofolate synthase [6.3.2.17]	0.900862680069053	0.0847349322170667	0	0.0103948749728139	0.00400751274106686
FORMALDEHYDE-DEHYDROGENASE-RXN|(expasy) Formaldehyde dehydrogenase [1.2.1.46]	0.856946442400447	0.126126177485011	0	0.0144318318204776	0.00249554829406464
FORMALDEHYDE-TRANSKETOLASE-RXN|(expasy) Formaldehyde transketolase [2.2.1.3]	0.856511223185037	0.0146353555793855	0	0.0805106167527243	0.0483428044828528
FORMATETHFLIG-RXN|(expasy) Formate--tetrahydrofolate ligase [6.3.4.3]	0.793425606254329	0.125918743220132	0	0.043388373213823	0.0372672773117155
FORMYLTHFDEFORMYL-RXN|(expasy) Formyltetrahydrofolate deformylase [3.5.1.10]	0.705353895856854	0.0726389813623754	0.0977798959258147	0.116130891191249	0.00809633566370717
FORMYLTHFGLUSYNTH-RXN|(expasy) Tetrahydrofolate synthase [6.3.2.17]	0.900862680069053	0.0847349322170667	0	0.0103948749728139	0.00400751274106686
FPPSYN-RXN|(expasy) (2E,6E)-farnesyl diphosphate synthase [2.5.1.10]	0.917954312218408	0.0773736750997088	0	0.00271932117371614	0.00195269150816694
FRUCTOKINASE-RXN|(expasy) Fructokinase [2.7.1.4]	0.783478207943112	0.0246303767645522	0.163975897210062	0.0247472504725122	0.00316826760976135
FUCISOM-RXN|(expasy) L-fucose isomerase [5.3.1.25]	0.892423766915056	0.066696858578373	0	0.0398874855962404	0.000991888910330564
FUCPALDOL-RXN|(expasy) L-fuculose-phosphate aldolase [4.1.2.17]	0.856835910180861	0.0328264433486385	0	0.107971877819054	0.00236576865144721
FUCULOKIN-RXN|(expasy) L-fuculokinase [2.7.1.51]	0.787871743502668	0.000109074798006893	0	0.0361600025283219	0.175859179171004
FUMARATE-REDUCTASE-NADH-RXN|(expasy) Fumarate reductase (NADH) [1.3.1.6]	0.942057286111052	0.0220041309750203	0	0.000617456798811393	0.0353211261151165
FUMHYDR-RXN|(expasy) Fumarate hydratase [4.2.1.2]	0.891377413223322	0.0320587455889863	0.0588831455952076	0.0175811410348307	9.95545576530884e-05
GABATRANSAM-RXN|(expasy) 4-aminobutyrate--2-oxoglutarate transaminase [2.6.1.19]	0.890580904602472	0.0820501242690333	0	0.0117059226062112	0.0156630485222836
GALACTARDEHYDRA-RXN|(expasy) Galactarate dehydratase [4.2.1.42]	0.784081463235302	0.0280530794158101	0.185745417177294	0.000148367461976533	0.00197167270961699
GALACTOACETYLTRAN-RXN|(expasy) Galactoside O-acetyltransferase [2.3.1.18]	0.677986202457602	0.0309455350021433	0.172654814856358	0.0010490106158285	0.117364437068068
GALACTOKIN-RXN|(expasy) Galactokinase [2.7.1.6]	0.832184846034901	0.0929596802115895	0	0.0341396199372597	0.0407158538162496
GALACTONDEHYDRAT-RXN|(expasy) AMBIGUOUS [4.2.1.140; 4.2.1.6]	0.93660358809679	0.0426974938581129	0	0.0201814346694857	0.000517483375611511
GALACTOSIDE-3-FUCOSYLTRANSFERASE-RXN|(expasy) 4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase [2.4.1.152]	0.911765893763682	0.0407880722797914	0.0261228915106073	0.000234028505963996	0.0210891139399552
GALACTURAN-14-ALPHA-GALACTURONIDASE-RXN|(expasy) Galacturonan 1,4-alpha-galacturonidase [3.2.1.67]	0.916315921864396	0.00865644767269727	0	0.0057387016231239	0.0692889288397825
GALACTURIDYLYLTRANS-RXN|(expasy) UDP-glucose--hexose-1-phosphate uridylyltransferase [2.7.7.12]	0.690249688609842	0.222142823663905	0	0.0670090267675066	0.0205984609587468
GALACTUROISOM-RXN|(expasy) Glucuronate isomerase [5.3.1.12]	0.798562504505779	0.0328986215986559	0	0.155677930991463	0.0128609429041023
GALPMUT-RXN|(expasy) UDP-galactopyranose mutase [5.4.99.9]	0.932619444068667	0.0404671438274082	0	0.0263808292492634	0.000532582854661086
GAPOXNPHOSPHN-RXN|(expasy) Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) [1.2.1.12]	0.838754344158042	0.120541460644291	0	0.0254614021665297	0.0152427930311375
GART-RXN|(expasy) Phosphoribosylglycinamide formyltransferase 1 [2.1.2.2]	0.74671864960403	0.141479968408532	0	0.0148632479963134	0.0969381339911251
GCVP-RXN|(expasy) Glycine dehydrogenase (aminomethyl-transferring) [1.4.4.2]	0.831888783125792	0.082036823762318	0	0.0823922101873189	0.00368218292457155
GCVT-RXN|(expasy) Aminomethyltransferase [2.1.2.10]	0.858981791530732	0.0544303971515476	0	0.0828432449596915	0.00374456635802874
GDP-MANNOSE-6-DEHYDROGENASE-RXN|(expasy) GDP-mannose 6-dehydrogenase [1.1.1.132]	0.521713238637235	0.00517459145656657	0.430554567201002	0.0285311621396141	0.0140264405655821
GDPKIN-RXN|(expasy) Nucleoside-diphosphate kinase [2.7.4.6]	0.829117425673863	0.0857357622115526	0.00248322952722109	0.081912366924942	0.000751215662420759
GDPMANDEHYDRA-RXN|(expasy) GDP-mannose 4,6-dehydratase [4.2.1.47]	0.764418235372994	0.210254412644259	0	0.0152281519052124	0.010099200077534
GDPPYPHOSKIN-RXN|(expasy) GTP diphosphokinase [2.7.6.5]	0.847014891858103	0.0685455149666533	0.0487270403081882	0.00705361832377055	0.0286589345432851
GDPREDUCT-RXN|(expasy) Ribonucleoside-diphosphate reductase [1.17.4.1]	0.946475059581409	0.0183264593151846	0	0.0339941682472517	0.00120431285615438
GLCNACPTRANS-RXN|(expasy) N-acetylglucosaminephosphotransferase [2.7.8.33]	0.364559213364709	0.0250126115066005	0.429615782255425	0.00103334072662301	0.179779052146643
GLU6PDEHYDROG-RXN|(expasy) Glucose-6-phosphate dehydrogenase (NADP(+)) [1.1.1.49]	0.883241301078251	0.108572911630074	0	0.007631778583022	0.000554008708653183
GLUC1PADENYLTRANS-RXN|(expasy) Glucose-1-phosphate adenylyltransferase [2.7.7.27]	0.895839773408888	0.0287341929611201	0.0482271123464941	0.018213973166116	0.00898494811738143
GLUC1PURIDYLTRANS-RXN|(expasy) AMBIGUOUS [2.7.7.64; 2.7.7.9]	0.851677245081166	0.0797046970094946	0.0483113306040591	0.00450591158968824	0.0158008157155916
GLUCARDEHYDRA-RXN|(expasy) Glucarate dehydratase [4.2.1.40]	0.571269979033547	0.0365612892702467	0.356304162371964	0.0308283516164299	0.00503621770781255
GLUCISOM-RXN|(metacyc) glucose isomerase [5.3.1.5]	0.845210549281379	0.0754752858761804	0.00775433421496632	0.0709898913335053	0.000569939293969271
GLUCOKIN-RXN|(expasy) AMBIGUOUS [2.7.1.1; 2.7.1.2]	0.938884736112904	0.000538759335077667	0.0100258853688637	0.00239677195709658	0.0481538472260585
GLUCONATE-5-DEHYDROGENASE-RXN|(expasy) Gluconate 5-dehydrogenase [1.1.1.69]	0.738900270599619	0.00180226444792826	0.14310355820568	0.0682690311339886	0.0479248756127836
GLUCONOKIN-RXN|(expasy) Gluconokinase [2.7.1.12]	0.888381149190984	0.0848689475973929	0	0.00954813156256545	0.0172017716490575
GLUCOSAMINE-6-P-DEAMIN-RXN|(expasy) Glucosamine-6-phosphate deaminase [3.5.99.6]	0.953874450464468	0.0427468945225099	0	0.000501422527464419	0.00287723248555787
GLUCOSE-1-DEHYDROGENASE-RXN|(expasy) Glucose 1-dehydrogenase (NAD(P)(+)) [1.1.1.47]	0.961608044615077	0.00774062866987277	0	0.0127871306440498	0.0178641960710002
