Residuals	number_of_pups_scaled	weight_grams_scaled	genotype	lipocalin2_pg_ml_scaled
K01626|3-deoxy-7-phosphoheptulonate synthase [EC.2.5.1.54]	0.94904072764058	0.0314928227548265	0.00112127105552486	0	0.0183451785490689
K01627|2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase) [EC.2.5.1.55]	0.974322263969014	0.0103097375762436	0.0133401341687231	0	0.00202786428601899
K01629|rhamnulose-1-phosphate aldolase [EC.4.1.2.19]	0.913971530639334	0.00534923712931274	0.0162236495148324	0	0.0644555827165209
K01633|dihydroneopterin aldolase | 7,8-dihydroneopterin epimerase [EC.4.1.2.25 5.1.99.8]	0.995040206045991	0.00407496889590931	0.000468068542472137	0	0.000416756515627827
K01639|N-acetylneuraminate lyase [EC.4.1.3.3]	0.854509845832243	3.86589717760822e-05	0.0736514988488498	0	0.0717999963471315
K01640|hydroxymethylglutaryl-CoA lyase [EC.4.1.3.4]	0.917268509647685	0.0336457952021324	0.0034010241106684	0	0.045684671039514
K01641|hydroxymethylglutaryl-CoA synthase [EC.2.3.3.10]	0.870436918746678	0.122599386063422	0.00558672368431079	0	0.00137697150558965
K01643|citrate lyase subunit alpha | citrate CoA-transferase [EC.2.8.3.10]	0.916316016191328	0.0625627470516921	0.0108907102962091	0	0.0102305264607709
K01644|citrate lyase subunit beta | citryl-CoA lyase [EC.4.1.3.34]	0.925661009774093	0.063467475238192	0.000749544608210336	0	0.0101219703795049
K01649|2-isopropylmalate synthase [EC.2.3.3.13]	0.766802935733903	0.0364346339724744	0.00276363803282015	0.183497084670533	0.0105017075902695
K01652|acetolactate synthase I|II|III large subunit [EC.2.2.1.6]	0.718413440950596	0.0261829825596087	0.0055585959294438	0.208841364799241	0.0410036157611105
K01657|anthranilate synthase component I [EC.4.1.3.27]	0.869863248088769	0.109848090228854	0.0101348956186389	0.00818845792877669	0.00196530813496148
K01659|2-methylcitrate synthase [EC.2.3.3.5]	0.813553241330111	0.0869906849825404	0.00606386745470102	0.089999147448668	0.00339305878397937
K01662|1-deoxy-D-xylulose-5-phosphate synthase [EC.2.2.1.7]	0.881548680680601	0.0805440381094577	0.0376105307599274	0	0.000296750450013938
K01667|tryptophanase [EC.4.1.99.1]	0.91422260623716	0.0243310717676051	0.0259145107822382	0	0.0355318112129966
K01668|tyrosine phenol-lyase [EC.4.1.99.2]	0.751388635274173	0.0177205847764201	0.221816988557528	0	0.00907379139187842
K01674|carbonic anhydrase [EC.4.2.1.1]	0.721926625849554	0.131772214466536	0.0238551025087594	0.11979382541639	0.00265223175876052
K01676|fumarate hydratase, class I [EC.4.2.1.2]	0.956048694005356	0.00952277953301421	0.0261771782334469	0	0.00825134822818257
K01677|fumarate hydratase subunit alpha [EC.4.2.1.2]	0.813547241369647	0.00280771241470155	0.0998867818549047	0	0.0837582643607469
K01678|fumarate hydratase subunit beta [EC.4.2.1.2]	0.968337089903092	0.0102886027058241	0.0213736462328088	0	6.61158275183949e-07
K01681|aconitate hydratase [EC.4.2.1.3]	0.771392337728196	0.00773389179213504	0.0120262103036916	0.208334080968623	0.000513479207354355
K01682|aconitate hydratase 2 | 2-methylisocitrate dehydratase [EC.4.2.1.3 4.2.1.99]	0.768397783815077	0.0536928257669971	0.0091620645982442	0.161731781381392	0.00701554443828927
K01685|altronate hydrolase [EC.4.2.1.7]	0.718558946989975	0.00341158275876998	0.0508178520697361	0.223234760003854	0.00397685817766471
K01686|mannonate dehydratase [EC.4.2.1.8]	0.934970015249185	0.000333709742014506	0.00681456356618411	0	0.0578817114426161
K01687|dihydroxy-acid dehydratase [EC.4.2.1.9]	0.882952722542829	0.0976050074925733	0.0162179952473221	0	0.00322427471727553
K01689|enolase [EC.4.2.1.11]	0.903992597803722	0.0722033701115927	0.0217762952565074	0	0.00202773682817755
K01693|imidazoleglycerol-phosphate dehydratase [EC.4.2.1.19]	0.750173828661205	0.0154106303693309	0.00340597644181933	0.195089513314547	0.035920051213098
K01695|tryptophan synthase alpha chain [EC.4.2.1.20]	0.873504771432894	0.0605836455357508	0.0386254305991898	0.0270425718447867	0.000243580587378521
K01696|tryptophan synthase beta chain [EC.4.2.1.20]	0.85160788310325	0.0328593938756149	0.0451915042259525	0	0.0703412187951832
K01698|porphobilinogen synthase [EC.4.2.1.24]	0.733782648257497	0.055903770784654	0.00316478558667008	0.184540152525333	0.0226086428458466
K01703|3-isopropylmalate|(R)-2-methylmalate dehydratase large subunit [EC.4.2.1.33 4.2.1.35]	0.764372660191926	0.0860870259668356	0.0104755342289783	0.120629738910334	0.0184350407019261
K01704|3-isopropylmalate|(R)-2-methylmalate dehydratase small subunit [EC.4.2.1.33 4.2.1.35]	0.936227189988731	0.0213400719945244	0.0179831478537098	0.0228089441350741	0.00164064602796097
K01710|dTDP-glucose 4,6-dehydratase [EC.4.2.1.46]	0.91500790115519	0.0130748909945904	0.0134795344668083	0	0.0584376733834109
K01711|GDPmannose 4,6-dehydratase [EC.4.2.1.47]	0.510176213854766	0.0767766655572059	0.0170379659520754	0.374398886890521	0.0216102677454314
K01712|urocanate hydratase [EC.4.2.1.49]	0.80711647613799	0.0478637763463219	0.0670226357873365	0.0494232427244983	0.028573869003853
K01714|4-hydroxy-tetrahydrodipicolinate synthase [EC.4.3.3.7]	0.981752034594451	0.00978746409898318	0.00842429517151739	0	3.62061350483567e-05
K01719|uroporphyrinogen-III synthase [EC.4.2.1.75]	0.851756805513136	0.0665320869614946	0.0798152136520417	0	0.00189589387332728
K01733|threonine synthase [EC.4.2.3.1]	0.966638949502978	0.01539404819209	0.012434530590114	0.00522695933368803	0.000305512381129636
K01734|methylglyoxal synthase [EC.4.2.3.3]	0.946189416272435	0.0473820118498995	0.00641932433007359	0	9.24754759205867e-06
K01735|3-dehydroquinate synthase [EC.4.2.3.4]	0.893641436765977	0.0281942461141743	0.0351326616178783	0	0.0430316555019707
K01736|chorismate synthase [EC.4.2.3.5]	0.845818699832938	0.0129998743035442	0.0638147161701932	0	0.0773667096933249
K01737|6-pyruvoyltetrahydropterin|6-carboxytetrahydropterin synthase [EC.4.2.3.12 4.1.2.50]	0.792876561981018	0.0345294493637408	0.16359051750046	0	0.00900347115478061
K01738|cysteine synthase A [EC.2.5.1.47]	0.897698035198143	0.0858722195515746	0.00679187461871619	0	0.00963787063156631
K01740|O-acetylhomoserine (thiol)-lyase [EC.2.5.1.49]	0.918411101639067	0.0022522079117197	0.0449371000205576	0	0.0343995904286556
K01744|aspartate ammonia-lyase [EC.4.3.1.1]	0.914231257373305	0.00486073894476848	0.078031974988827	0	0.00287602869309943
K01745|histidine ammonia-lyase [EC.4.3.1.3]	0.965507184585645	0.000997207204112628	0.0289469581448705	0	0.00454865006537244
K01749|hydroxymethylbilane synthase [EC.2.5.1.61]	0.877871482559279	0.0168305588460997	0.0113633103552763	0.0936549783716809	0.000279669867664491
K01752|L-serine dehydratase [EC.4.3.1.17]	0.809940842322948	0.159293489267939	0.027576308432113	0	0.00318935997699978
K01754|threonine dehydratase [EC.4.3.1.19]	0.705400338046546	0.0694449288004889	0.0505250501274506	0.174614732667374	1.49503581402142e-05
K01755|argininosuccinate lyase [EC.4.3.2.1]	0.953776879045828	0.0307649503774377	0.0099621622467755	0	0.00549600832995894
K01756|adenylosuccinate lyase [EC.4.3.2.2]	0.86055351720292	0.120169924195052	0.0124529455343165	0	0.00682361306771167
K01759|lactoylglutathione lyase [EC.4.4.1.5]	0.848803869193595	0.00108282610172223	0.0325738207922634	0.0906877069215113	0.0268517769909079
K01760|cystathionine beta-lyase [EC.4.4.1.8]	0.844004891764381	0.0221093728602872	0.0109966211262454	0.119891103027313	0.0029980112217738
K01770|2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase [EC.4.6.1.12]	0.957431926644852	0.0128135542574609	0.0295859211776374	0	0.000168597920049416
K01772|ferrochelatase [EC.4.99.1.1]	0.958879400648475	0.0259053046560149	0.00535506769839664	0	0.00986022699711355
K01775|alanine racemase [EC.5.1.1.1]	0.892112271056127	0.0779718095118675	0.0282584693008259	0	0.00165745013118008
K01776|glutamate racemase [EC.5.1.1.3]	0.885465315083537	0.0901405563710187	0.0236272668322994	0	0.00076686171314539
K01778|diaminopimelate epimerase [EC.5.1.1.7]	0.892945582519554	0.0833662218932856	0.0234888918839101	0	0.000199303703250286
K01779|aspartate racemase [EC.5.1.1.13]	0.911247998335902	0.0554317594797897	0.0252397856926547	0	0.00808045649165324
K01783|ribulose-phosphate 3-epimerase [EC.5.1.3.1]	0.88291993439565	0.0927264519923635	0.0242297039340433	0	0.000123909677942729
K01784|UDP-glucose 4-epimerase [EC.5.1.3.2]	0.939007724672129	0.0347707685337129	0.0257183242332646	0	0.000503182560893291
K01785|aldose 1-epimerase [EC.5.1.3.3]	0.782647446375411	0.00824679915665771	0.190840603593006	0	0.0182651508749248
K01786|L-ribulose-5-phosphate 4-epimerase [EC.5.1.3.4]	0.47299584686482	0.068127147503982	0.0446599530450109	0.411446688496737	0.00277036408944964
K01787|N-acylglucosamine 2-epimerase [EC.5.1.3.8]	0.688291589938533	0.089283249926274	0.132263103297722	0.0300939972417956	0.0600680595956762
K01788|N-acylglucosamine-6-phosphate 2-epimerase [EC.5.1.3.9]	0.852495042973692	0.0982234787356484	0.0469057340244245	0	0.00237574426623467
K01790|dTDP-4-dehydrorhamnose 3,5-epimerase [EC.5.1.3.13]	0.955402212677014	0.0123910265318383	0.0229256621718753	0	0.0092810986192726
K01791|UDP-N-acetylglucosamine 2-epimerase (non-hydrolysing) [EC.5.1.3.14]	0.80320137295952	0.000115321722566606	0.134587786669029	0	0.062095518648884
K01803|triosephosphate isomerase (TIM) [EC.5.3.1.1]	0.853741188598957	0.120868770506518	0.0194324899926322	0	0.00595755090189235
K01804|L-arabinose isomerase [EC.5.3.1.4]	0.912513197668404	0.079858413690672	0.00324977488982354	0	0.00437861375110049
K01805|xylose isomerase [EC.5.3.1.5]	0.934047091520622	0.00102869683543063	0.064872959704486	0	5.12519394612537e-05
K01807|ribose 5-phosphate isomerase A [EC.5.3.1.6]	0.846895767641918	0.117814274336559	0.0300745965405887	0	0.00521536148093472
K01808|ribose 5-phosphate isomerase B [EC.5.3.1.6]	0.981139455873724	0.00850787504629358	0.000846169057706548	0	0.00950650002227634
K01810|glucose-6-phosphate isomerase [EC.5.3.1.9]	0.909723796751808	0.0847350477692698	0.00515611007907223	0	0.000385045399849982
K01812|glucuronate isomerase [EC.5.3.1.12]	0.882143718471627	0.0204268881448153	0.0734781242272362	0	0.0239512691563218
K01813|L-rhamnose isomerase [EC.5.3.1.14]	0.916705140258135	0.0208864899430662	0.00471932850979241	0	0.0576890412890064
K01814|phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase [EC.5.3.1.16]	0.94123189863922	0.0294580667745033	0.02715351837591	0	0.00215651621036676
K01815|4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase [EC.5.3.1.17]	0.947908346103172	0.0401879450486535	0.000355723390994654	0	0.0115479854571797
K01817|phosphoribosylanthranilate isomerase [EC.5.3.1.24]	0.865380340572121	0.0517247033551427	0.000149384211243955	0.0720791886232882	0.0106663832382044
K01818|L-fucose|D-arabinose isomerase [EC.5.3.1.25 5.3.1.3]	0.823426183339033	0.0910693833614918	0.0198177548173959	0	0.0656866784820796
K01823|isopentenyl-diphosphate Delta-isomerase [EC.5.3.3.2]	0.874696853618551	0.0984537031925254	0.0206542218806297	0	0.00619522130829372
K01834|2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC.5.4.2.11]	0.856830786395768	0.113471023292401	0.0257486725213972	0	0.00394951779043344
K01835|phosphoglucomutase [EC.5.4.2.2]	0.903699140164539	0.000627808810682837	0.0891981239587614	0	0.00647492706601691
K01839|phosphopentomutase [EC.5.4.2.7]	0.953649742998516	0.0329371323428108	0.0131732575634643	0	0.000239867095208809
K01840|phosphomannomutase [EC.5.4.2.8]	0.971543820850305	0.00280726817529489	0.0189381795864673	0	0.00671073138793321
K01845|glutamate-1-semialdehyde 2,1-aminomutase [EC.5.4.3.8]	0.753036209610085	0.0446966217553755	0.00300855235539326	0.196854222050911	0.00240439422823574
K01847|methylmalonyl-CoA mutase [EC.5.4.99.2]	0.870644560135189	0.0303817981092001	0.08767824615021	0	0.011295395605401
K01854|UDP-galactopyranose mutase [EC.5.4.99.9]	0.846261366335961	0.113473251482579	0.0308871675768686	0	0.00937821460459209
K01866|tyrosyl-tRNA synthetase [EC.6.1.1.1]	0.910265996030892	0.0779076876520359	0.0105453659792554	0	0.00128095033781648
K01867|tryptophanyl-tRNA synthetase [EC.6.1.1.2]	0.904009633569384	0.0193596677890898	0.0183442346316726	0	0.0582864640098532
K01868|threonyl-tRNA synthetase [EC.6.1.1.3]	0.87449796902823	0.026935145778533	0.00138986699356536	0.0774162955182639	0.0197607226814074
K01869|leucyl-tRNA synthetase [EC.6.1.1.4]	0.88299643474306	0.102499316160426	0.011422413593628	0	0.00308183550288685
K01870|isoleucyl-tRNA synthetase [EC.6.1.1.5]	0.884192509723935	0.0928731074148688	0.019092116254866	0	0.00384226660633006
K01872|alanyl-tRNA synthetase [EC.6.1.1.7]	0.662369938002347	0.0367630619652856	0.0443833007377187	0.256482087057157	1.61223749180941e-06
K01873|valyl-tRNA synthetase [EC.6.1.1.9]	0.928467423267012	0.0705453615405178	0.000969047252035333	0	1.81679404350582e-05
K01874|methionyl-tRNA synthetase [EC.6.1.1.10]	0.649123105008855	0.0222229184427637	0.0403170762574017	0.28177262494582	0.00656427534516004
K01875|seryl-tRNA synthetase [EC.6.1.1.11]	0.88936007013399	0.0785538961808703	0.0301494610816109	0	0.00193657260352909
K01876|aspartyl-tRNA synthetase [EC.6.1.1.12]	0.927144020570349	0.0443770740322792	0.0278049575075538	0	0.00067394788981817
K01878|glycyl-tRNA synthetase alpha chain [EC.6.1.1.14]	0.405764990066889	0.0603352068876803	0.00109991886548485	0.466861304578523	0.0659385796014232
K01879|glycyl-tRNA synthetase beta chain [EC.6.1.1.14]	0.951625881606375	0.0333423000801965	0.00225007726095949	0	0.0127817410524695
K01880|glycyl-tRNA synthetase [EC.6.1.1.14]	0.9097665863527	0.00783936252802855	0.00454193394314492	0	0.0778521171761269
K01881|prolyl-tRNA synthetase [EC.6.1.1.15]	0.94398384575315	0.0435287415432456	0.00968565325138195	0	0.00280175945222194
K01883|cysteinyl-tRNA synthetase [EC.6.1.1.16]	0.892837952571397	0.0790902590571974	0.0269134811121976	0	0.00115830725920806
K01885|glutamyl-tRNA synthetase [EC.6.1.1.17]	0.862357042710493	0.10563995583583	0.0012956954834708	0	0.0307073059702069
K01886|glutaminyl-tRNA synthetase [EC.6.1.1.18]	0.945393667289513	0.005287728712703	0.00513034780749777	0	0.0441882561902859
K01887|arginyl-tRNA synthetase [EC.6.1.1.19]	0.894701035679725	0.0881637218583963	0.0149517256684428	0	0.00218351679343546
K01889|phenylalanyl-tRNA synthetase alpha chain [EC.6.1.1.20]	0.921923871830379	0.0707093115514884	0.00496360231735475	0	0.00240321430077757
K01890|phenylalanyl-tRNA synthetase beta chain [EC.6.1.1.20]	0.901051235943667	0.0848288101421023	0.0118460038617479	0	0.00227395005248329
K01892|histidyl-tRNA synthetase [EC.6.1.1.21]	0.890857547125316	0.082874771792826	0.0259565835280938	0	0.000311097553764531
K01893|asparaginyl-tRNA synthetase [EC.6.1.1.22]	0.904497598308785	0.0849781941900182	0.000311821078033522	0	0.0102123864231629
K01897|long-chain acyl-CoA synthetase [EC.6.2.1.3]	0.918152986795061	0.00111710559180498	0.061289901118587	0	0.0194400064945466
K01910|[citrate (pro-3S)-lyase] ligase [EC.6.2.1.22]	0.891813530109669	0.0778101207658535	0.0190344121927616	0	0.0113419369317163
K01911|O-succinylbenzoic acid--CoA ligase [EC.6.2.1.26]	0.929087064905168	0.0544512101429647	0.00750514343833333	0	0.0089565815135343
K01912|phenylacetate-CoA ligase [EC.6.2.1.30]	0.98448164677446	0.00059244225455709	0.00306622606162398	0	0.0118596849093595
K01914|aspartate--ammonia ligase [EC.6.3.1.1]	0.879828925051806	0.0880036456381636	0.0252726794660767	0	0.006894749843954
K01915|glutamine synthetase [EC.6.3.1.2]	0.862820210440537	0.0128973247978087	0.036846170828315	0	0.0874362939333396
K01916|NAD+ synthase [EC.6.3.1.5]	0.93866895151953	0.0528919482323159	0.00412483140462076	0	0.00431426884353284
K01918|pantoate--beta-alanine ligase [EC.6.3.2.1]	0.947458367269184	0.00318271321969272	0.0400773033936054	0	0.00928161611751827
K01919|glutamate--cysteine ligase [EC.6.3.2.2]	0.903989802766183	0.07128983055562	0.0104100084793942	0	0.0143103581988033
K01921|D-alanine-D-alanine ligase [EC.6.3.2.4]	0.8618694813157	0.103977380129122	0.0288864844584395	0	0.00526665409673783
K01923|phosphoribosylaminoimidazole-succinocarboxamide synthase [EC.6.3.2.6]	0.967765797060118	1.06652766431594e-05	0.0270356957926218	0	0.00518784187061697
K01924|UDP-N-acetylmuramate--alanine ligase [EC.6.3.2.8]	0.872166017982261	0.108513496474524	0.0187279709128891	0	0.000592514630325465
K01925|UDP-N-acetylmuramoylalanine--D-glutamate ligase [EC.6.3.2.9]	0.966592331106618	0.0229408811090056	0.00309059924418878	0	0.0073761885401873
K01926|AT-rich DNA-binding protein	0.851147404125598	0.107788721454296	0.0387692865581321	0	0.00229458786197341
K01928|UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC.6.3.2.13]	0.944187640355224	0.0532931675002915	0.000136142349610801	0	0.00238304979487375
K01929|UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [EC.6.3.2.10]	0.912997064781174	0.0431574899317243	0.0159549698765415	0	0.0278904754105602
K01933|phosphoribosylformylglycinamidine cyclo-ligase [EC.6.3.3.1]	0.92465883223527	0.0324573369674857	0.0149415444107808	0	0.0279422863864637
K01934|5-formyltetrahydrofolate cyclo-ligase [EC.6.3.3.2]	0.855396368610924	0.116025748155164	0.0284366177136185	0	0.000141265520292826
K01935|dethiobiotin synthetase [EC.6.3.3.3]	0.788921868062352	0.03461366514436	0.0141573949568855	0.162147919814156	0.000159152022246955
K01937|CTP synthase [EC.6.3.4.2]	0.878538776626716	0.0922795152856407	0.0290190784159474	0	0.000162629671695663
K01938|formate--tetrahydrofolate ligase [EC.6.3.4.3]	0.874764366701701	0.0985141081604508	0.021496208300408	0	0.00522531683744011
K01939|adenylosuccinate synthase [EC.6.3.4.4]	0.907216032339117	0.0773981163777668	0.0143724116114637	0	0.00101343967165295
K01940|argininosuccinate synthase [EC.6.3.4.5]	0.975263556072721	0.0206739163199636	0.0028664397957171	0	0.00119608781159834
K01945|phosphoribosylamine--glycine ligase [EC.6.3.4.13]	0.88349227414236	0.00502307251743406	0.0882119811346522	0	0.0232726722055537
K01950|NAD+ synthase (glutamine-hydrolysing) [EC.6.3.5.1]	0.973465231232067	0.000204505645514779	0.00120455198368046	0	0.025125711138738
K01951|GMP synthase (glutamine-hydrolysing) [EC.6.3.5.2]	0.956206878183892	0.0201306801258603	0.0222108242344503	0	0.00145161745579724
K01952|phosphoribosylformylglycinamidine synthase [EC.6.3.5.3]	0.957577380267947	0.0298879160142996	1.06749832536162e-05	0	0.0125240287344994
K01953|asparagine synthase (glutamine-hydrolysing) [EC.6.3.5.4]	0.931848989611284	0.0401941960322647	0.0111009870766753	0	0.016855827279776
K01955|carbamoyl-phosphate synthase large subunit [EC.6.3.5.5]	0.898762123154649	0.0219252899851474	0.0707270078967647	0	0.0085855789634388
K01956|carbamoyl-phosphate synthase small subunit [EC.6.3.5.5]	0.722667999778364	0.0644441290559919	0.0397829187638644	0.1674290415906	0.00567591081117951
K01960|pyruvate carboxylase subunit B [EC.6.4.1.1]	0.944977520964339	0.0274786075157641	0.0233133164771614	0	0.00423055504273545
K01961|acetyl-CoA carboxylase, biotin carboxylase subunit [EC.6.4.1.2 6.3.4.14]	0.929841539666551	0.034589985858434	0.0345979124175052	0	0.000970562057509444
K01962|acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC.6.4.1.2]	0.83795175321729	0.0773100860529451	0.00174330640727108	0.0824239780968474	0.000570876225646725
K01963|acetyl-CoA carboxylase carboxyl transferase subunit beta [EC.6.4.1.2]	0.963820425116029	0.0304031718930749	0.00546871956464456	0	0.000307683426251388
K01972|DNA ligase (NAD+) [EC.6.5.1.2]	0.978241334507884	0.0180646142797489	0.00184306944133859	0	0.0018509817710287
K01990|ABC-2 type transport system ATP-binding protein	0.951695588926029	0.0423553306526894	0.00397292427308025	0	0.00197615614820123
K01992|ABC-2 type transport system permease protein	0.931359142271099	0.046587029804765	0.0218978541827908	0	0.000155973741345378
K01993|HlyD family secretion protein	0.926000719143135	0.0178379962242261	0.0342610066398901	0.0150960362465847	0.00680424174616451
K01995|branched-chain amino acid transport system ATP-binding protein	0.782843865805692	0.203779322672274	0.000117164573966216	0	0.0132596469480671
K01996|branched-chain amino acid transport system ATP-binding protein	0.957698973939352	0.0186545149499022	0.0171418923652481	7.57059093900881e-19	0.00650461874549804
K01997|branched-chain amino acid transport system permease protein	0.9996203339048	5.77126310895705e-05	8.45732163343445e-05	0	0.00023738024777616
K01998|branched-chain amino acid transport system permease protein	0.972165629120806	0.0223767871476322	0.0039847013062179	0	0.00147288242534393
K01999|branched-chain amino acid transport system substrate-binding protein	0.788889552889246	0.00990495834233903	0.0361399288102903	0.16488782047103	0.000177739487095055
K02005|HlyD family secretion protein	0.93862440356487	0.0514595582453666	0.00450243169785458	0	0.00541360649190829
K02013|iron complex transport system ATP-binding protein [EC.3.6.3.34]	0.850687011249141	7.35476971187922e-05	0.0927036369927613	0	0.0565358040609789
K02014|iron complex outermembrane recepter protein	0.880876401561722	0.0327142400613974	0.0113702141023712	0.0720383143466296	0.0030008299278799
K02015|iron complex transport system permease protein	0.883479238451078	2.97233141675125e-05	0.071218109172496	0	0.0452729290622588
K02016|iron complex transport system substrate-binding protein	0.856262201756022	7.61804567387706e-05	0.0840778855015687	0	0.0595837322856704
K02017|molybdate transport system ATP-binding protein [EC.3.6.3.29]	0.789298543172928	0.0164464655311308	9.33652644950156e-05	0.173036030719135	0.0211255953123115
K02018|molybdate transport system permease protein	0.847629770539036	0.0475362990019346	0.022610926275278	0	0.0822230041837514
K02019|molybdate transport system regulatory protein	0.817360533712396	0.0313085958324141	2.19662637969059e-05	0.0563923648073582	0.0949165393840343
K02020|molybdate transport system substrate-binding protein	0.785388205892841	0.000351166834658872	0.00696126171185459	0.188096335254352	0.0192030303062937
K02026|multiple sugar transport system permease protein	0.947835415328902	0.0131781061358077	0.0194217392064703	0	0.0195647393288201
K02028|polar amino acid transport system ATP-binding protein	0.865735032759303	0.0388460667791141	0.0312256843812328	0	0.0641932160803506
K02029|polar amino acid transport system permease protein	0.870248083027397	0.0669129204858357	0.0171651692691801	0	0.0456738272175868
K02030|polar amino acid transport system substrate-binding protein	0.939533739355032	0.0345937180408786	0.0256401162226729	0	0.000232426381416104
K02031|peptide|nickel transport system ATP-binding protein	0.855878578380492	8.74108664589526e-06	0.0856919739185332	0	0.0584207066143287
K02032|peptide|nickel transport system ATP-binding protein	0.842575455267176	9.38566657981561e-06	0.087852115015465	0	0.0695630440507793
K02033|peptide|nickel transport system permease protein	0.834014282997947	0.000140108998064664	0.130169971434726	0	0.0356756365692629
K02034|peptide|nickel transport system permease protein	0.829471784590972	8.99395643848253e-06	0.0264964198675652	0.0707951045046976	0.0732276970803271
K02035|peptide|nickel transport system substrate-binding protein	0.879064706226166	0.0105058588828333	0.0717566393902884	0	0.0386727955007121
K02036|phosphate transport system ATP-binding protein [EC.3.6.3.27]	0.853369632772273	0.104539505215197	0.0391300614692576	0	0.00296080054327266
K02037|phosphate transport system permease protein	0.84928753824302	0.000102892205919332	0.083355335528115	0	0.0672542340229456
K02038|phosphate transport system permease protein	0.82127505688707	0.00969896287424767	0.0350993603389556	0	0.133926619899726
K02039|phosphate transport system protein	0.921950581935862	0.0485794866639069	0.0291761505175394	0	0.000293780882692047
K02040|phosphate transport system substrate-binding protein	0.838403716771863	0.000124728163952619	0.0988537120271988	0	0.0626178430369857
K02041|phosphonate transport system ATP-binding protein [EC.3.6.3.28]	0.843980266829009	0.110856800979074	0.0412589155542321	0	0.00390401663768503
K02042|phosphonate transport system permease protein	0.846882329260792	0.000225746413280398	0.0910548459764405	0	0.0618370783494877
K02044|phosphonate transport system substrate-binding protein	0.8475733247457	0.000231505545804799	0.096497907686648	0	0.0556972620218473
K02053|putative spermidine|putrescine transport system permease protein	0.818486143271177	0.00668173131790435	0.0163457252312413	0.0965316470954162	0.0619547530842608
K02054|putative spermidine|putrescine transport system permease protein	0.98275113442712	0.00360890521518336	0.0136265718892081	0	1.33884684883137e-05
K02056|simple sugar transport system ATP-binding protein	0.651889221080737	0.101649772391253	0.0142490275239982	0.141543091106378	0.0906688878976332
K02057|simple sugar transport system permease protein	0.676062154076434	0.0280983501416263	0.120419778838983	0.130414034766699	0.045005682176257
K02066|phospholipid|cholesterol|gamma-HCH transport system permease protein	0.937404278938079	0.00587202193349191	0.0554863042576023	0	0.00123739487082719
K02067|phospholipid|cholesterol|gamma-HCH transport system substrate-binding protein	0.917185692732907	0.0423039084402895	0.0102392174591361	0	0.0302711813676671
K02071|D-methionine transport system ATP-binding protein	0.953922494275778	0.0350131301285689	0.00745278247788241	0	0.00361159311777109
K02072|D-methionine transport system permease protein	0.95530073769689	0.0205810619820858	0.0234560861553062	0	0.000662114165718371
K02073|D-methionine transport system substrate-binding protein	0.864014722897494	0.0944007274044548	0.0330034094589531	0	0.00858114023909809
K02074|zinc|manganese transport system ATP-binding protein	0.915210083136183	0.0720151419496602	0.000695072587365272	0	0.0120797023267916
K02075|zinc|manganese transport system permease protein	0.876927618562858	0.097144803540475	0.0122063088129456	0	0.0137212690837219
K02077|zinc|manganese transport system substrate-binding protein	0.84432352559985	0.132922204244456	0.0205896190939634	0	0.00216465106173033
K02078|acyl carrier protein	0.87454259352066	0.0816420542539724	0.0437675718434109	0	4.77803819566612e-05
K02086|DNA replication protein	0.853538236687157	0.128530333436451	0.0171435447285015	0	0.000787885147890452
K02107|V|A-type H+|Na+-transporting ATPase subunit G|H	0.884650052512032	0.00853039879888806	0.0686905736817021	0	0.0381289750073777
K02108|F-type H+-transporting ATPase subunit a	0.937850068413269	0.0393891948949839	0.0222632715278248	0	0.000497465163922145
K02109|F-type H+-transporting ATPase subunit b	0.893828524551338	0.0891015525450051	0.0124602501131882	0	0.00460967279046881
K02110|F-type H+-transporting ATPase subunit c	0.859506861969041	0.108998959092159	0.0259831372883349	0	0.00551104165046486
K02111|F-type H+-transporting ATPase subunit alpha [EC.3.6.3.14]	0.880737856756991	0.102036328827827	0.0116726474043556	0	0.0055531670108262
K02112|F-type H+-transporting ATPase subunit beta [EC.3.6.3.14]	0.896467505809157	0.0959592357001651	6.53925555873975e-05	0	0.00750786593509073
K02113|F-type H+-transporting ATPase subunit delta	0.879962517613081	0.0834053348175308	0.027927911825983	0	0.00870423574340483
K02114|F-type H+-transporting ATPase subunit epsilon	0.790477907243144	0.0163415695864275	0.00584386296852247	0.176517153181828	0.0108195070200782
K02115|F-type H+-transporting ATPase subunit gamma	0.894386737213686	0.0827817604322306	0.0196146051565934	0	0.00321689719748988
K02117|V|A-type H+|Na+-transporting ATPase subunit A [EC.3.6.3.14 3.6.3.15]	0.837806959873848	0.000136785181192915	0.0828865605972987	0	0.0791696943476599
K02118|V|A-type H+|Na+-transporting ATPase subunit B	0.849189171143956	0.000146173172024799	0.0907866335100321	0	0.0598780221739873
K02119|V|A-type H+|Na+-transporting ATPase subunit C	0.868133681317048	0.00106233202575188	0.0807023724361753	0	0.0501016142210251
