Residuals	timepoint	number_of_pups_scaled	genotype	lipocalin2_pg_ml_scaled
PWY-7357|thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)	0.318235515577283	0.666674305441849	0.00775149095210398	0	0.00733868802876376
PWY-7371|1,4-dihydroxy-6-naphthoate biosynthesis II	0.502791385361609	0.494721357826448	1.53280795502965e-06	7.03900401004044e-12	0.00248572399694898
PWY-7383|anaerobic energy metabolism (invertebrates, cytosol)	0.663134812011417	0.252606495994624	0.012709849812415	0.059404137925729	0.0121447042558153
PWY-7392|taxadiene biosynthesis (engineered)	0.328744686664234	0.659629766092223	0.0111267993066	2.82880840626139e-15	0.000498747936940379
PWY-7400|L-arginine biosynthesis IV (archaebacteria)	0.555637081061689	0.409243926196242	0.00712321054473865	0.00626919059583295	0.0217265916014978
PWY-7456|&beta;-(1,4)-mannan degradation	0.754363404964678	0.232150232918818	0.00791853067680994	0	0.00556783143969309
PWY-7560|methylerythritol phosphate pathway II	0.382452694595219	0.607490941551993	0.0100426094801472	0	1.37543726415699e-05
PWY-7663|gondoate biosynthesis (anaerobic)	0.926430468080137	0.0728167558917175	0.000455101713783328	0	0.000297674314361791
PWY-7664|oleate biosynthesis IV (anaerobic)	0.99615098397709	0	0.00203573513402941	0	0.00181328088888047
PWY-7688|dTDP-&alpha;-D-ravidosamine and dTDP-4-acetyl-&alpha;-D-ravidosamine biosynthesis	0.753506908660888	0.181679654434995	0.0632702322239178	3.78573142245178e-13	0.00154320467982069
PWY-7761|NAD salvage pathway II (PNC IV cycle)	0.984854255526898	0	0.00462968833419149	0	0.0105160561389102
PWY-7790|UMP biosynthesis II	0.677802607191772	0.30949232519333	0.00564593567784122	0	0.00705913193705635
PWY-7791|UMP biosynthesis III	0.677802607191772	0.30949232519333	0.00564593567784122	0	0.00705913193705635
PWY-7851|coenzyme A biosynthesis II (eukaryotic)	0.673859372140686	0.301338833118679	0.0195213949439806	0	0.00528039979665472
PWY-7883|anhydromuropeptides recycling II	0.614404527847622	0.323473514285527	0.00831947638218815	0.0523932308307703	0.00140925065389274
PWY-7953|UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)	0.310049478791114	0.685517056583206	0.00409328104773658	1.98128337318601e-19	0.000340183577943162
PWY-7977|L-methionine biosynthesis IV	0.993662099893609	0	8.9182119946683e-09	0	0.00633789118817916
PWY-7992|superpathway of menaquinol-8 biosynthesis III	0.736313292019877	0.215352230949453	0.000234800534788219	0.04368588828584	0.00441378821004225
PWY-8004|Entner-Doudoroff pathway I	0.466903761765197	0.522164821398362	0.0105926401707111	0	0.000338776665729315
PWY-801|homocysteine and cysteine interconversion	0.295589410781112	0.690936590494949	0.0121720966778648	0	0.00130190204607405
PWY-8073|lipid IVA biosynthesis (P. putida)	0.678462792620885	0.244112089459972	0.00264177286285633	0.0711891953184466	0.00359414973783958
PWY-8131|5-deoxyadenosine degradation II	0.711565071768408	0.247980469265162	0.0382648454094907	5.05026899268571e-11	0.00218961350643641
PWY-8178|pentose phosphate pathway (non-oxidative branch) II	0.526211099917278	0.457616573114959	0.00951772675489805	0	0.00665460021286502
PWY-8187|L-arginine degradation XIII (reductive Stickland reaction)	0.293635715358321	0.703612661182855	0.00226239366712661	2.06088739578342e-14	0.000489229791677365
PWY-841|superpathway of purine nucleotides de novo biosynthesis I	0.99578550550094	0	0.00167535471041679	0	0.0025391397886431
PWY-922|mevalonate pathway I (eukaryotes and bacteria)	0.478563604670173	0.510408569435656	0.010908057862471	4.18469892091442e-16	0.000119768031699228
PWY-I9|L-cysteine biosynthesis VI (from L-methionine)	0.578494574225281	0.396009605519694	0.0235985636202169	4.03791590604242e-16	0.00189725663480779
PWY0-1241|ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	0.744100773364547	0.223330831723209	0.0278668808207771	4.06164162595916e-13	0.00470151409106053
PWY0-1261|anhydromuropeptides recycling I	0.730928236596321	0.195021892415313	0.000351073629172077	0.0658054800082732	0.00789331735092062
PWY0-1296|purine ribonucleosides degradation	0.424921289510505	0.566656013289357	0.000108135652286234	0.00689051391131591	0.0014240476365362
PWY0-1297|superpathway of purine deoxyribonucleosides degradation	0.876539590687091	0	0.0536343362569644	0	0.0698260730559446
PWY0-1298|superpathway of pyrimidine deoxyribonucleosides degradation	0.774062290822195	0.210402833095945	0.0143093192500648	0	0.00122555683179471
PWY0-1319|CDP-diacylglycerol biosynthesis II	0.546233495580442	0.445977027404253	0.00723744450788417	0	0.000552032507420431
PWY0-1477|ethanolamine utilization	0.754688221932115	0.140867690160351	0.000508712825531648	4.02982699931625e-13	0.103935375081599
PWY0-1479|tRNA processing	0.583826342617135	0.402646954072087	0.0111240977158278	8.34278804290195e-13	0.00240260559411589
PWY0-1586|peptidoglycan maturation (meso-diaminopimelate containing)	0.486329552419201	0.486849421031768	0.00444274391748371	0.0149998474530149	0.00737843517853205
PWY0-162|superpathway of pyrimidine ribonucleotides de novo biosynthesis	0.854463049964456	0.133310266553286	0.0121407245619717	4.44198239937978e-13	8.59589198421684e-05
PWY0-166|superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	0.357401701992032	0.627503320488271	0.0110755247510657	0	0.00401945276863134
PWY0-301|L-ascorbate degradation I (bacterial, anaerobic)	0.905201790565933	0	0.0259935128712716	0.0687634970093449	4.11995534501389e-05
PWY0-42|2-methylcitrate cycle I	0.473130996127677	0.511538830742664	0.014532556786742	1.5265943393564e-14	0.000797616342901511
PWY0-845|superpathway of pyridoxal 5-phosphate biosynthesis and salvage	0.816102056754984	0.0743565154467928	0.00363838366861993	6.45770703831125e-14	0.105903044129539
PWY0-862|(5Z)-dodecenoate biosynthesis I	0.996109468246262	0	0.00205717732963293	0	0.0018333544241053
PWY1ZNC-1|assimilatory sulfate reduction IV	0.909383024510354	0.05947212389321	0.0195574507360367	0	0.0115874008603991
PWY4FS-7|phosphatidylglycerol biosynthesis I (plastidic)	0.4812906169054	0.481502858255972	0.0342463988945753	0	0.00296012594405228
PWY4FS-8|phosphatidylglycerol biosynthesis II (non-plastidic)	0.4812906169054	0.481502858255972	0.0342463988945753	0	0.00296012594405228
PWY4LZ-257|superpathway of fermentation (Chlamydomonas reinhardtii)	0.88545667928625	0	0.0645777319106723	0	0.0499655888030775
PWY66-367|ketogenesis	0.786568736024991	0.0140742176706411	0.067922599814906	0	0.131434446489462
PWY66-389|phytol degradation	0.323865279236041	0.666108243357411	0.00854020666586075	3.71130199574997e-17	0.0014862707406876
PWY66-399|gluconeogenesis III	0.514851490211584	0.472247917255602	0.00227198844916007	9.15776221701703e-15	0.0106286040836449
PWY66-429|fatty acid biosynthesis initiation (mitochondria)	0.522558839044714	0.464747082932218	0.0116772653146728	0	0.00101681270839544
PYRIDNUCSYN-PWY|NAD de novo biosynthesis I (from aspartate)	0.991058878396881	0	0.00785610398503712	0	0.00108501761808173
PYRIDOXSYN-PWY|pyridoxal 5-phosphate biosynthesis I	0.793080479141307	0.0968394732572005	0.0028128030584535	0	0.107267244543039
REDCITCYC|TCA cycle VI (Helicobacter)	0.810340648792313	0.188568653787453	0.00106490414441707	1.01618838508735e-12	2.57932748009608e-05
RHAMCAT-PWY|L-rhamnose degradation I	0.68363628879051	0.306245702270937	0.00171031550239607	6.88502521061692e-14	0.00840769343608792
RIBOSYN2-PWY|flavin biosynthesis I (bacteria and plants)	0.704548640663021	0.286390871515855	0.00750968348706878	0	0.0015508043340545
SALVADEHYPOX-PWY|adenosine nucleotides degradation II	0.800872013288311	0.141620180044977	0.0219382283495154	1.2520725809125e-12	0.0355695783159446
SER-GLYSYN-PWY|superpathway of L-serine and glycine biosynthesis I	0.646715036872458	0.327764196460362	0.021328145664624	0	0.00419262100255649
SO4ASSIM-PWY|assimilatory sulfate reduction I	0.930048800383652	0.03881500016314	0.0093937650577085	0.0149464468841811	0.00679598751131794
SULFATE-CYS-PWY|superpathway of sulfate assimilation and cysteine biosynthesis	0.928850578491692	0.0369518747919776	0.0137518620304522	0.0107396412018905	0.00970604348398789
TCA|TCA cycle I (prokaryotic)	0.92382215289116	0.00519496656150329	0.0348555928240338	0	0.0361272877233025
THISYNARA-PWY|superpathway of thiamine diphosphate biosynthesis III (eukaryotes)	0.373823907122334	0.611577965714991	0.00900511182294601	0	0.00559301533972871
THRESYN-PWY|superpathway of L-threonine biosynthesis	0.652556227941998	0.135783191887368	0.04031216836324	0.168285618862655	0.00306279294473938
TRNA-CHARGING-PWY|tRNA charging	0.859622889475591	0.124513375021838	0.0155740353212752	0	0.000289700181295796
UDPNAGSYN-PWY|UDP-N-acetyl-D-glucosamine biosynthesis I	0.415223421570597	0.567050247341864	0.0170526951901324	0	0.000673635897406771
VALSYN-PWY|L-valine biosynthesis	0.833731055304439	0.157478479693672	0.00685010856045681	0	0.00194035644143221
