Residuals	timepoint	number_of_pups_scaled	genotype	lipocalin2_pg_ml_scaled
GO:0006014|[BP] D-ribose metabolic process	0.371406141138063	0.622114028682784	0.00602585074036265	0.000364459772196328	8.95196665945912e-05
GO:0006015|[BP] 5-phosphoribose 1-diphosphate biosynthetic process	0.338265584494055	0.659353036061585	0.00131610087392454	2.88689422064774e-16	0.00106527857043524
GO:0006021|[BP] inositol biosynthetic process	0.688916579752583	0.304309336941758	0.00264514481279169	9.79941492981165e-11	0.00412893839487314
GO:0006032|[BP] chitin catabolic process	0.777697755116752	0.206955997190511	0.00623851609768603	5.69048524455017e-11	0.00910773153814664
GO:0006040|[BP] amino sugar metabolic process	0.959156986119694	0	0.00635330843556144	0	0.0344897054447445
GO:0006044|[BP] N-acetylglucosamine metabolic process	0.468987166102763	0.530166379651279	0.000841105840144623	5.85402160856844e-16	5.34840581322297e-06
GO:0006047|[BP] UDP-N-acetylglucosamine metabolic process	0.613997909942412	0.369652264262305	0.00605695793143863	0.00389009577563175	0.00640277208821282
GO:0006048|[BP] UDP-N-acetylglucosamine biosynthetic process	0.623946693293724	0.355545636907341	0.0178871708413283	1.23484984462019e-13	0.00262049895748386
GO:0006051|[BP] N-acetylmannosamine metabolic process	0.343827966539971	0.645353943893011	0.0105082470832068	0	0.000309842483811325
GO:0006064|[BP] glucuronate catabolic process	0.71153113941212	0.28619759563533	0.00178717078110212	0	0.000484094171447549
GO:0006066|[BP] alcohol metabolic process	0.288719874380486	0.684441553064714	0.00728518609788896	0.0177251921069049	0.00182819435000641
GO:0006071|[BP] glycerol metabolic process	0.431230614579143	0.557430521433873	0.00592371701084718	0	0.00541514697613659
GO:0006072|[BP] glycerol-3-phosphate metabolic process	0.600660710020452	0.390633861999776	0.0087046893953639	8.05213138385926e-14	7.385843273009e-07
GO:0006080|[BP] substituted mannan metabolic process	0.712187678474975	0.159145988248747	0.0243976365790556	0.104098171285866	0.000170525411357094
GO:0006081|[BP] cellular aldehyde metabolic process	0.818152661707784	0.139356340402269	0.0411076183747194	0	0.0013833795152273
GO:0006082|[BP] organic acid metabolic process	0.43226255635483	0.567037210791091	0.000174779518329693	0	0.000525453335749657
GO:0006084|[BP] acetyl-CoA metabolic process	0.786851664487196	0.201619691309916	0.00138069062270278	0	0.0101479535801846
GO:0006085|[BP] acetyl-CoA biosynthetic process	0.430243887222503	0.568793355934227	0.000595323701044874	0	0.000367433142224446
GO:0006090|[BP] pyruvate metabolic process	0.949820842555654	0.043997537731986	0.00048299969406042	0	0.00569862001830002
GO:0006091|[BP] generation of precursor metabolites and energy	0.691475547049657	0.298415814255959	0.00474571176252024	1.63337055502065e-12	0.00536292693023079
GO:0006094|[BP] gluconeogenesis	0.56589760651874	0.431485119905359	0.00224117321189668	3.31859535527237e-14	0.000376100363972087
GO:0006096|[BP] glycolytic process	0.527876183781376	0.466015327303888	0.00610250430547356	0	5.98460926219959e-06
GO:0006097|[BP] glyoxylate cycle	0.757996809490758	0.192429084013787	0.0495702605201257	0	3.84597532852739e-06
GO:0006098|[BP] pentose-phosphate shunt	0.58808237911489	0.407794358193123	9.51662990644827e-05	0.00244757748411743	0.00158051890880504
GO:0006099|[BP] tricarboxylic acid cycle	0.635528433851761	0.355499017491771	0.00841289102488534	2.00459262508683e-10	0.000559657431123453
GO:0006102|[BP] isocitrate metabolic process	0.813017640331194	0.164230605520119	0.0209450805462492	4.90279620378291e-14	0.0018066736023888
GO:0006106|[BP] fumarate metabolic process	0.783648954743367	0.129915651487567	0.0280808445626613	2.02398436324887e-12	0.0583545492043802
GO:0006108|[BP] malate metabolic process	0.895733766939392	0.0973591868669634	0.0050950493223437	0	0.00181199687130105
GO:0006109|[BP] regulation of carbohydrate metabolic process	0.749643022364693	0.231126089610999	0.0139604006215609	0	0.00527048740274773
GO:0006119|[BP] oxidative phosphorylation	0.990607568845287	0	0.00938980496764149	0	2.6261870710279e-06
GO:0006120|[BP] mitochondrial electron transport, NADH to ubiquinone	0.993916831643881	0.000563270866702746	0.000980895434280258	8.56149519516038e-13	0.00453900205427938
GO:0006122|[BP] mitochondrial electron transport, ubiquinol to cytochrome c	0.990534176204712	0.00165505769571612	0.00586244444140237	1.88346646875777e-13	0.00194832165798089
GO:0006139|[BP] nucleobase-containing compound metabolic process	0.732437902101577	0.258205575071517	0.00661440473122225	0	0.00274211809568398
GO:0006146|[BP] adenine catabolic process	0.514361079335865	0.475710968994878	0.00306706748211696	0	0.00686088418714007
GO:0006147|[BP] guanine catabolic process	0.627061531879643	0.359890407087548	0.00627875473336206	0	0.00676930629944745
GO:0006163|[BP] purine nucleotide metabolic process	0.504126731826104	0.486477974930523	0.00921015463924647	0	0.000185138604126364
GO:0006164|[BP] purine nucleotide biosynthetic process	0.643114916891096	0.355252837969346	0.00101124480972907	1.19692663560541e-14	0.000621000329816954
GO:0006166|[BP] purine ribonucleoside salvage	0.350192020843476	0.643843014962482	0.00595912503615081	7.19388535914634e-14	5.83915781850564e-06
GO:0006168|[BP] adenine salvage	0.738404221889817	0.223030576187875	0.036685409116597	0	0.0018797928057114
GO:0006177|[BP] GMP biosynthetic process	0.605586252676214	0.37597969485495	0.0166401125112968	0	0.00179393995753959
GO:0006183|[BP] GTP biosynthetic process	0.591960950434605	0.389893140085352	0.0175394216234506	1.46690895730667e-15	0.000606487856590607
GO:0006188|[BP] IMP biosynthetic process	0.698104551677335	0.275396756894545	0.0126238476122777	0.013000055095214	0.000874788720627926
GO:0006189|[BP] de novo IMP biosynthetic process	0.474231358725047	0.519639916837162	0.0045963776777393	0.00132532074846872	0.000207026011582687
GO:0006206|[BP] pyrimidine nucleobase metabolic process	0.812484403985667	0.0881698035226342	0.0781862684358892	1.12496115584326e-12	0.0211595240546847
GO:0006207|[BP] de novo pyrimidine nucleobase biosynthetic process	0.530212282755009	0.466534298274425	0.003196738911756	8.68903148732073e-10	5.66791899076384e-05
GO:0006213|[BP] pyrimidine nucleoside metabolic process	0.812484403985667	0.0881698035226342	0.0781862684358892	1.12496115584326e-12	0.0211595240546847
GO:0006220|[BP] pyrimidine nucleotide metabolic process	0.682371603451885	0.278617184356309	0.00790869886106801	0.0178994583444465	0.0132030549862918
GO:0006221|[BP] pyrimidine nucleotide biosynthetic process	0.74539632203689	0.219196271907381	0.0136863398744005	0.0156989298951468	0.00602213628618198
GO:0006222|[BP] UMP biosynthetic process	0.69632918381245	0.28980538375092	0.00631988567084545	0.00753085898639798	1.46877793861277e-05
GO:0006223|[BP] uracil salvage	0.336192679452928	0.658481426650006	0.00531858302899362	0	7.31086807205369e-06
GO:0006226|[BP] dUMP biosynthetic process	0.499325392946824	0.489185672751719	0.00503879042550726	3.19751972508357e-11	0.00645014384397397
GO:0006228|[BP] UTP biosynthetic process	0.591960950434605	0.389893140085352	0.0175394216234506	1.46690895730667e-15	0.000606487856590607
GO:0006229|[BP] dUTP biosynthetic process	0.518028702701996	0.461217069199703	0.00887016452970574	0	0.0118840635685953
GO:0006231|[BP] dTMP biosynthetic process	0.97399864605585	0.000771384417504095	0.0112814065230433	3.62634856564807e-15	0.0139485630035992
GO:0006233|[BP] dTDP biosynthetic process	0.635953670369514	0.350875550819888	0.0131362558494012	9.01119610100068e-13	3.45229602951946e-05
GO:0006235|[BP] dTTP biosynthetic process	0.700973227073248	0.282628620721392	0.016379196978249	1.5201649811871e-13	1.89552269584005e-05
GO:0006241|[BP] CTP biosynthetic process	0.591960950434605	0.389893140085352	0.0175394216234506	1.46690895730667e-15	0.000606487856590607
GO:0006259|[BP] DNA metabolic process	0.734371923374854	0.260190127206896	0.0046697249613174	0	0.000768224456933204
GO:0006260|[BP] DNA replication	0.503472545420958	0.493485016206495	8.00670212341519e-05	0.00295392676147407	8.44458983915414e-06
GO:0006261|[BP] DNA-dependent DNA replication	0.55138708579555	0.440701211731736	0.00062833482946793	0.00385278528039903	0.00343058236284707
GO:0006265|[BP] DNA topological change	0.725967664239055	0.257659531206546	0.00761726841203084	0.00703748776581893	0.00171804837654966
GO:0006268|[BP] DNA unwinding involved in DNA replication	0.47380837409748	0.523185704689244	5.65094204154072e-05	3.81177713129129e-12	0.00294941178904878
GO:0006269|[BP] DNA replication, synthesis of RNA primer	0.419870604553361	0.580115696431065	1.15719385449529e-05	2.49676664565915e-14	2.12707700442725e-06
GO:0006270|[BP] DNA replication initiation	0.90780613742345	0.0770012691419742	0.00968044101500917	0.00456344523572835	0.000948707183838837
GO:0006275|[BP] regulation of DNA replication	0.527667466414422	0.465346479153537	0.00698371353638076	0	2.34089566011267e-06
GO:0006276|[BP] plasmid maintenance	0.954711037444028	0	0.00173710883090956	0	0.043551853725063
GO:0006281|[BP] DNA repair	0.45489214085153	0.54394205711947	0.00111708420845238	1.50421281353719e-11	4.87178055048717e-05
GO:0006282|[BP] regulation of DNA repair	0.544260090929253	0.4519682912139	0.00315040035566296	0	0.000621217501183679
GO:0006284|[BP] base-excision repair	0.454274887444256	0.545090828499058	0.000413975985857059	4.09261354803447e-12	0.000220308066736737
GO:0006289|[BP] nucleotide-excision repair	0.521871993902724	0.468225933827439	1.45637758969172e-05	0.00873769736660956	0.00114981112733008
GO:0006298|[BP] mismatch repair	0.85974096460577	0.1362325847356	0.00136404440653141	0	0.00266240625209889
GO:0006302|[BP] double-strand break repair	0.772286065703137	0.226621327669077	0.000928992612827252	8.07876279488803e-13	0.000163614014151454
GO:0006303|[BP] double-strand break repair via nonhomologous end joining	0.973305665666263	0.0250923199723912	0.000423826036926632	0	0.00117818832441912
GO:0006304|[BP] DNA modification	0.785529422133429	0.21408732067615	0.000374261837395509	1.882300953178e-13	8.99535283748008e-06
GO:0006306|[BP] DNA methylation	0.580360788363689	0.395604671413644	0.0111520290570225	0.0128210450278671	6.14661377772866e-05
GO:0006307|[BP] DNA dealkylation involved in DNA repair	0.661114511881501	0.337437280736912	0.000755135555145863	0	0.000693071826440924
GO:0006308|[BP] DNA catabolic process	0.519277021588452	0.479894851434559	4.56479438491048e-07	0	0.000827670497551116
GO:0006310|[BP] DNA recombination	0.728726829558178	0.249511998694623	4.93689185701741e-05	0.0213287934454069	0.000383009383221607
GO:0006313|[BP] transposition, DNA-mediated	0.749687747306522	0.244412089836589	0.00356095443780452	0.00114180263341914	0.00119740578566577
GO:0006323|[BP] DNA packaging	0.404340937035055	0.573726869969612	0.00617997284599785	0	0.0157522201493349
GO:0006325|[BP] chromatin organization	0.983205136110706	0	0.000429168261025157	0	0.0163656956282689
GO:0006334|[BP] nucleosome assembly	0.953155819248685	0.0347976064803943	0.00577273889406243	0	0.00627383537685819
GO:0006338|[BP] chromatin remodeling	0.983133492601136	0.0060459675475134	0.00572023874412951	0	0.00510030110722114
GO:0006351|[BP] transcription, DNA-templated	0.571791415406772	0.405832909909035	0.00222749520881476	0.0199109975675322	0.000237181907845727
GO:0006352|[BP] DNA-templated transcription, initiation	0.727013396914071	0.254682778076888	0.00435745400229821	0.0139462483748359	1.22631907083186e-07
GO:0006353|[BP] DNA-templated transcription, termination	0.545925842431997	0.447684249847589	0.00143015766115657	0.00183162039625638	0.0031281296630009
GO:0006354|[BP] DNA-templated transcription, elongation	0.694656518575809	0.28818419808711	0.00983946715650498	3.84392853788693e-17	0.00731981618057624
GO:0006355|[BP] regulation of transcription, DNA-templated	0.60219149747028	0.364196032445004	0.00529586701546071	0.0282007259174491	0.000115877151806645
GO:0006357|[BP] regulation of transcription from RNA polymerase II promoter	0.987866204462687	2.43872244912181e-15	0.00105801015844671	0.00381988896229687	0.0072558964165672
GO:0006364|[BP] rRNA processing	0.513291730312179	0.482787829516497	0.000364513762244841	0.00342769185509333	0.000128234553985898
GO:0006366|[BP] transcription from RNA polymerase II promoter	0.960554183975355	1.47758554986676e-11	0.028948980283592	0.00930970552988348	0.00118713019639397
GO:0006378|[BP] mRNA polyadenylation	0.900953792262627	0.073009737286982	0.00510070403508092	3.2895597539704e-14	0.0209357664152773
GO:0006388|[BP] tRNA splicing, via endonucleolytic cleavage and ligation	0.978879427240381	0.0125686792359071	0.00434589139685086	0	0.00420600212686082
GO:0006396|[BP] RNA processing	0.660363187235445	0.337937068857769	1.20700212273355e-05	4.05050984848189e-15	0.00168767388555421
GO:0006397|[BP] mRNA processing	0.625886762939654	0.364048308065617	0.000121978722346215	0.00716263868673084	0.00278031158565219
GO:0006400|[BP] tRNA modification	0.484410781859686	0.5144937517183	0.000904397598430379	1.98089480772864e-15	0.000191068823582478
GO:0006401|[BP] RNA catabolic process	0.774233777152408	0.178226224308901	0.0283918721979477	0.0188399483089832	0.000308178031760304
GO:0006402|[BP] mRNA catabolic process	0.756615805656372	0.22750057544557	0.0126130670966196	0	0.00327055180143833
GO:0006412|[BP] translation	0.564284844592304	0.419682543983158	0.0154868411247207	7.01182672198627e-13	0.000545770299115988
GO:0006413|[BP] translational initiation	0.997914445284747	0	8.0797755893178e-06	0	0.00207747493966391
GO:0006414|[BP] translational elongation	0.996127146129695	0	0.00121352084360155	0	0.00265933302670298
GO:0006415|[BP] translational termination	0.665522933615702	0.316662305169892	0.0160572662415464	5.95652548415878e-15	0.00175749497285343
GO:0006417|[BP] regulation of translation	0.986166583193523	0	0.00808748277519087	0	0.00574593403128569
GO:0006418|[BP] tRNA aminoacylation for protein translation	0.52624732398797	0.473554205173705	0.000188726557152793	4.76343374323148e-14	9.74428112496105e-06
GO:0006419|[BP] alanyl-tRNA aminoacylation	0.62624313384061	0.35538261068137	0.00355270994454894	0	0.0148215455334708
GO:0006420|[BP] arginyl-tRNA aminoacylation	0.65929486848733	0.340473120842247	7.04023418199279e-05	3.49986937601553e-10	0.000161607978615379
GO:0006421|[BP] asparaginyl-tRNA aminoacylation	0.664623707835227	0.332175491455661	0.00310905980358945	4.26765860474019e-12	9.17409012544574e-05
GO:0006422|[BP] aspartyl-tRNA aminoacylation	0.464840046135267	0.506244424130241	0.000254938773139806	0.0167082829829804	0.0119523079783713
GO:0006423|[BP] cysteinyl-tRNA aminoacylation	0.581553306555056	0.407323857013485	0.00905645253563563	0	0.00206638389582296
GO:0006424|[BP] glutamyl-tRNA aminoacylation	0.51536156189135	0.484162099062892	0.00015800151162752	2.66288487592137e-15	0.000318337534127971
GO:0006425|[BP] glutaminyl-tRNA aminoacylation	0.788334999944154	0.180624775908197	0.0180972842855063	0.0125141007712442	0.000428839090898813
GO:0006426|[BP] glycyl-tRNA aminoacylation	0.744457475658286	0.141516332911685	0.00406607372048993	0.109941502923535	1.86147860043926e-05
GO:0006427|[BP] histidyl-tRNA aminoacylation	0.604501192504928	0.392794726719462	2.28635968119941e-05	1.53273585986701e-13	0.00268121717864473
GO:0006428|[BP] isoleucyl-tRNA aminoacylation	0.469926990129258	0.529796169849327	6.64199810614458e-05	0	0.000210420040353115
GO:0006429|[BP] leucyl-tRNA aminoacylation	0.58201812321491	0.412293160734936	0.00566619986357529	0	2.25161865794018e-05
GO:0006430|[BP] lysyl-tRNA aminoacylation	0.601743695359704	0.374212075078694	0.0113352237213455	0	0.012709005840257
GO:0006431|[BP] methionyl-tRNA aminoacylation	0.70192846121915	0.28852153349002	0.00937451518894912	0	0.00017549010188136
GO:0006432|[BP] phenylalanyl-tRNA aminoacylation	0.569184160306116	0.430718175792213	9.61815137535705e-05	0	1.48238791771533e-06
GO:0006433|[BP] prolyl-tRNA aminoacylation	0.598327098703443	0.383222966894657	0.0133650455876015	0	0.00508488881429951
GO:0006434|[BP] seryl-tRNA aminoacylation	0.425793849332973	0.571903147167653	0.00171214542589421	3.52569837449498e-16	0.000590858073479572
GO:0006435|[BP] threonyl-tRNA aminoacylation	0.652699063769486	0.34417359862675	0.000138141852744321	1.80509268544081e-07	0.00298901524175159
GO:0006436|[BP] tryptophanyl-tRNA aminoacylation	0.710256640328509	0.262206127239836	0.00081335936967787	0	0.0267238730619771
GO:0006437|[BP] tyrosyl-tRNA aminoacylation	0.48780060557394	0.503856595486208	0.00249584205072457	0.0055128359848047	0.000334120904322178
GO:0006438|[BP] valyl-tRNA aminoacylation	0.662031247666582	0.332748554810523	3.28571089172e-05	0.00425058169114219	0.000936758722835299
GO:0006449|[BP] regulation of translational termination	0.681896065495254	0.304553266597142	0.00833177600242933	6.9407849923526e-12	0.00521889189823451
GO:0006450|[BP] regulation of translational fidelity	0.584364365373486	0.412048016875197	0.00224914263367478	1.33048214787053e-14	0.00133847511762947
GO:0006457|[BP] protein folding	0.482198803652193	0.516637490790509	0.000770460849918138	0	0.000393244707379536
GO:0006461|[BP] protein complex assembly	0.921994843084526	0.0656628320027286	0.0019626119477684	0	0.0103797129649775
GO:0006464|[BP] cellular protein modification process	0.726925379580955	0.269866513023014	0.00234782866188752	0	0.000860278734143358
GO:0006465|[BP] signal peptide processing	0.804783364363339	0.151338040064829	0.0294548716919746	0.0134491371326487	0.000974586747208279
GO:0006468|[BP] protein phosphorylation	0.972549443419189	0.0183841746354309	0.00861615276921382	8.79757994577389e-13	0.000450229175286901
GO:0006470|[BP] protein dephosphorylation	0.539566099394594	0.435598655040199	0.0247602258268466	1.22610558164983e-12	7.50197371352083e-05
GO:0006474|[BP] N-terminal protein amino acid acetylation	0.566494046022709	0.432014184882675	0.00131289120799003	0	0.000178877886625869
GO:0006486|[BP] protein glycosylation	0.588227287749057	0.396092871844692	0.0156556781663291	0	2.41622399220432e-05
GO:0006487|[BP] protein N-linked glycosylation	0.853050419920539	0.143009186027161	0.00255547264103238	0	0.00138492141126835
GO:0006493|[BP] protein O-linked glycosylation	0.990228426224855	0	0.00427129682891707	0	0.00550027694622793
GO:0006505|[BP] GPI anchor metabolic process	0.932883779712077	0.0505987005800051	0.000567111956223754	0	0.015950407751694
GO:0006508|[BP] proteolysis	0.586579259759487	0.39664528983057	0.00013285871290516	0.0164070783199311	0.000235513377107011
GO:0006515|[BP] misfolded or incompletely synthesized protein catabolic process	0.657720386762122	0.304480592586126	0.0310535205132236	0.006738615821866	6.88431666183626e-06
GO:0006518|[BP] peptide metabolic process	0.466074301694351	0.519255570993409	0.0141045637533027	1.42955202189133e-14	0.000565563558922715
GO:0006520|[BP] cellular amino acid metabolic process	0.578903558515406	0.406088211117958	0.0111284326359995	9.96243224650961e-12	0.00387979772067365
GO:0006522|[BP] alanine metabolic process	0.844467814105838	0.154863034914516	0.000495863115901062	1.36086353216112e-11	0.000173287850135539
GO:0006523|[BP] alanine biosynthetic process	0.583268360608674	0.384960902221408	0.0290848371118731	3.25918713124142e-13	0.00268590005771949
GO:0006525|[BP] arginine metabolic process	0.606094247078419	0.343204439914446	0.0138398332649529	0.0332406410671759	0.00362083867500633
GO:0006526|[BP] arginine biosynthetic process	0.645159057628459	0.322350567623027	0.020513682553512	0.011657539830193	0.000319152364808131
GO:0006527|[BP] arginine catabolic process	0.672664592740579	0.315714686832874	0.00862224652594615	0	0.00299847390059987
GO:0006528|[BP] asparagine metabolic process	0.949491812431611	0	0.0409034178003837	0	0.00960476976800555
GO:0006529|[BP] asparagine biosynthetic process	0.788763797748606	0.206701757401738	0.000228714626025321	0.00413978800872698	0.000165942214903653
GO:0006531|[BP] aspartate metabolic process	0.650548543815217	0.287151304730625	0.0459128326882245	0.0162213563287658	0.000165962437167406
GO:0006534|[BP] cysteine metabolic process	0.746519916244314	0.236997856784649	0.00258682786079981	0.0128978974850558	0.000997501625181741
GO:0006535|[BP] cysteine biosynthetic process from serine	0.738865727540109	0.244631738942893	0.0142888965482373	0.00193575789092306	0.000277879077837531
GO:0006536|[BP] glutamate metabolic process	0.405249059454845	0.56694100422928	0.00264920423638045	0.0223632589142986	0.00279747316519507
GO:0006537|[BP] glutamate biosynthetic process	0.724406804314484	0.256618181463197	0.0153917444771338	0.00356633539476123	1.69343504238227e-05
GO:0006541|[BP] glutamine metabolic process	0.576359772749969	0.410984836745629	0.0062459870958124	0.00631749669687161	9.19067117177258e-05
GO:0006542|[BP] glutamine biosynthetic process	0.668008267704101	0.318201232766465	0.0135660532532517	1.68277655857423e-12	0.000224446274500205
GO:0006543|[BP] glutamine catabolic process	0.699879471910417	0.255634159479497	0.00556089565919383	0.0380385786800903	0.000886894270801596
GO:0006544|[BP] glycine metabolic process	0.73790048038645	0.227803678610978	0.0242641227655242	0.0099321510040467	9.9567233001027e-05
GO:0006545|[BP] glycine biosynthetic process	0.68572994015671	0.303536737597071	0.00534370505108907	7.7800549851897e-14	0.00538961719505176
GO:0006546|[BP] glycine catabolic process	0.910217874699559	0.0852096594686837	0.00452015254528721	0	5.23132864705505e-05
GO:0006555|[BP] methionine metabolic process	0.575775883487889	0.415115524992376	0.00644935923510229	0	0.00265923228463313
GO:0006556|[BP] S-adenosylmethionine biosynthetic process	0.500309069189206	0.493610823532941	0.0039939171718982	5.31244838392373e-13	0.00208619010542349
GO:0006557|[BP] S-adenosylmethioninamine biosynthetic process	0.869091469952287	0.109672304840398	0.0180933068910695	1.92197062638639e-20	0.00314291831624556
GO:0006561|[BP] proline biosynthetic process	0.60594953633608	0.390285292505055	0.000821705234374242	0.0022411917187572	0.000702274205734049
GO:0006563|[BP] L-serine metabolic process	0.723454301275152	0.225424431892569	0.0359810276985163	0.0135662726170487	0.00157396651671373
GO:0006564|[BP] L-serine biosynthetic process	0.567329818097182	0.389765317014904	0.0258389305799819	0.0170514909590836	1.44433488489476e-05
GO:0006567|[BP] threonine catabolic process	0.755407405768858	0.193020122760544	0.0340636234837548	0.0174518196070725	5.70283797699834e-05
GO:0006570|[BP] tyrosine metabolic process	0.885951653411027	0.082513632001357	0.0246179258232276	0.00449792763808824	0.00241886112629984
GO:0006571|[BP] tyrosine biosynthetic process	0.790056820313041	0.160451350885191	0.0490874272674111	4.16599109351637e-12	0.000404401530190557
GO:0006576|[BP] cellular biogenic amine metabolic process	0.805695586875066	0.159872786189241	0.0233040615950986	9.19188893960455e-19	0.0111275653405946
GO:0006580|[BP] ethanolamine metabolic process	0.848740994082385	0.118036184950376	0.0282745952908449	3.41063717657789e-11	0.00494822564228775
GO:0006596|[BP] polyamine biosynthetic process	0.944409173331745	0.050572789295291	0.00400990713312635	6.68113632516839e-12	0.0010081302331567
GO:0006601|[BP] creatine biosynthetic process	0.402011512773833	0.589637909261483	0.00635191728129905	5.66894858505676e-13	0.00199866068281791
GO:0006602|[BP] creatinine catabolic process	0.402011512773833	0.589637909261483	0.00635191728129905	5.66894858505676e-13	0.00199866068281791
GO:0006605|[BP] protein targeting	0.629959916687464	0.364726390250544	0.00423239802399983	0	0.0010812950379922
GO:0006614|[BP] SRP-dependent cotranslational protein targeting to membrane	0.589127123084251	0.399526129529705	0.00951424893022432	0.00180314168920868	2.9356766610521e-05
GO:0006627|[BP] protein processing involved in protein targeting to mitochondrion	0.740526375614061	0.257001067818804	0.00223845850799602	0	0.000234098059139212
GO:0006629|[BP] lipid metabolic process	0.631798341684259	0.361788418710972	0.00583677441002933	8.13676659262456e-13	0.000576465193925297
GO:0006631|[BP] fatty acid metabolic process	0.564305718177127	0.419722092076068	0.00487601741678127	0.0021653785517781	0.00893079377824552
GO:0006633|[BP] fatty acid biosynthetic process	0.498500158214008	0.498952766826054	0.000247870752279846	0.00218314280692303	0.000116061400735474
GO:0006646|[BP] phosphatidylethanolamine biosynthetic process	0.982399659279405	0	0.0175981144699104	0	2.22625068481335e-06
GO:0006650|[BP] glycerophospholipid metabolic process	0.565086895970948	0.424733119972336	0.00946085204323824	4.21648112866843e-12	0.000719132009260812
GO:0006655|[BP] phosphatidylglycerol biosynthetic process	0.504516350697657	0.488393043539482	0.0058740795301456	0	0.00121652623271522
GO:0006658|[BP] phosphatidylserine metabolic process	0.994891096592928	0	0.00110711122629512	0	0.00400179218077706
GO:0006662|[BP] glycerol ether metabolic process	0.678887967677464	0.295338782210071	0.00622155028956724	0.0183267655826219	0.00122493424027575
GO:0006665|[BP] sphingolipid metabolic process	0.995215398918914	0	0.00301557096199217	0	0.00176903011909444
GO:0006725|[BP] cellular aromatic compound metabolic process	0.673485198695124	0.261948606889659	0.0239623005650204	0.0348111486886022	0.00579274516159481
GO:0006730|[BP] one-carbon metabolic process	0.466409582667378	0.498088106607026	0.0116838770184408	0.0231457946165467	0.00067263909060872
GO:0006741|[BP] NADP biosynthetic process	0.436846468722826	0.55570093765938	0.00736580569528881	0	8.67879225055472e-05
GO:0006742|[BP] NADP catabolic process	0.995854594419738	0	0.00372949658643358	0	0.000415908993828599
GO:0006744|[BP] ubiquinone biosynthetic process	0.831635391654594	0.109151572239054	0.0580003986791907	0	0.00121263742716179
GO:0006747|[BP] FAD biosynthetic process	0.718893958573497	0.266537344330915	0.0100289860509767	0.00375139436947366	0.000788316675137649
GO:0006749|[BP] glutathione metabolic process	0.853285217658664	0.124223928405747	0.00752020990480548	5.25199529611795e-16	0.0149706440307831
GO:0006750|[BP] glutathione biosynthetic process	0.475205636918505	0.514579391000342	0.000187067147078255	0.00948663129085884	0.000541273643216407
GO:0006754|[BP] ATP biosynthetic process	0.899158887123165	0.0931838195860995	0.00737005078386541	3.19368542656246e-17	0.000287242506870037
GO:0006760|[BP] folic acid-containing compound metabolic process	0.639580975134914	0.348215876366668	0.0105499416046682	1.73811580873229e-14	0.00165320689373334
GO:0006772|[BP] thiamine metabolic process	0.565160616371453	0.42715051553331	0.00768580294180181	5.20922622261691e-19	3.06515343488864e-06
GO:0006777|[BP] Mo-molybdopterin cofactor biosynthetic process	0.601413129905093	0.394890753518538	1.89735718299269e-05	0	0.00367714300453918
GO:0006779|[BP] porphyrin-containing compound biosynthetic process	0.660344313943865	0.302850475119538	0.0366561520510737	1.84260369756464e-16	0.000149058885522981
GO:0006782|[BP] protoporphyrinogen IX biosynthetic process	0.590087234650534	0.382238527792434	0.0227201338185582	0	0.0049541037384738
GO:0006783|[BP] heme biosynthetic process	0.673085433345053	0.323513663191639	0.000352380590140178	0	0.00304852287316734
GO:0006790|[BP] sulfur compound metabolic process	0.797205045734003	0.194133307014149	0.00302487855382825	0.00558889697379318	4.7871724226494e-05
GO:0006796|[BP] phosphate-containing compound metabolic process	0.975061172712659	0	0.0214059996554323	0	0.00353282763190883
GO:0006797|[BP] polyphosphate metabolic process	0.676859393937547	0.277379219726454	0.0120633505321724	0.0329167545943343	0.000781281209491681
GO:0006799|[BP] polyphosphate biosynthetic process	0.70489316529594	0.269478606916709	0.0173406362336221	0.00828299028606901	4.60126765980919e-06
GO:0006801|[BP] superoxide metabolic process	0.853496581364024	0.0897907117785657	0.035892433894703	0	0.0208202729627077
GO:0006807|[BP] nitrogen compound metabolic process	0.60186068167556	0.395197603292971	0.00225430454525541	1.24424104020064e-11	0.000687410473770935
GO:0006808|[BP] regulation of nitrogen utilization	0.682913023922846	0.310548213751018	0.00252370610489422	0.00360884533251905	0.000406210888722967
GO:0006810|[BP] transport	0.616428949863645	0.375055351510856	0.00512915626796126	0.00330468785151258	8.18545060255693e-05
GO:0006813|[BP] potassium ion transport	0.780966547262318	0.217716411487818	0.000597253586815699	4.04324736745439e-11	0.000719787622615592
GO:0006814|[BP] sodium ion transport	0.794097014399287	0.179184705922492	0.0252499970896245	8.47639728755601e-13	0.00146828258774842
GO:0006817|[BP] phosphate ion transport	0.557527485329511	0.425268122075244	0.000264453289372689	0.0110327871365949	0.00590715216927801
GO:0006824|[BP] cobalt ion transport	0.780367959734432	0.181855159130808	0.0347318658634858	0.00189946695533143	0.00114554831594307
GO:0006826|[BP] iron ion transport	0.718668460935243	0.278910474152214	0.000370146187672298	0	0.00205091872487081
GO:0006829|[BP] zinc II ion transport	0.971792085137935	0	0.00253029626474651	0	0.0256776185973188
GO:0006855|[BP] drug transmembrane transport	0.911684686995461	0.0805273631387841	0.000868414386046601	3.62961196240792e-11	0.00691953544341242
GO:0006857|[BP] oligopeptide transport	0.998793098804468	0	9.56681880703955e-06	0	0.00119733437672451
