Residuals	timepoint	number_of_pups_scaled	lipocalin2_pg_ml_scaled	genotype
K01647|citrate synthase [EC.2.3.3.1]	0.781337422447886	0.192443608897388	0.0171922849253937	0.00902668372933258	0
K01649|2-isopropylmalate synthase [EC.2.3.3.13]	0.585557890357006	0.399085076544274	0.0150529881285264	0.00030404497019373	0
K01652|acetolactate synthase I|II|III large subunit [EC.2.2.1.6]	0.867344901204005	0.0161157021804262	0.0208257964021967	0.0244292519547913	0.0712843482585803
K01653|acetolactate synthase I|III small subunit [EC.2.2.1.6]	0.972877137126217	0.0231747104730505	0.00380638945380748	0.00014176294692296	2.09121328099984e-15
K01657|anthranilate synthase component I [EC.4.1.3.27]	0.552982913662053	0.435698236528967	0.00956199940389999	0.00175685040508065	0
K01659|2-methylcitrate synthase [EC.2.3.3.5]	0.531498035623587	0.460768300480954	0.00293350065554572	0.0048001632399129	0
K01662|1-deoxy-D-xylulose-5-phosphate synthase [EC.2.2.1.7]	0.801046675093698	0.175433879481143	0.0234698308637247	4.96145614341488e-05	0
K01667|tryptophanase [EC.4.1.99.1]	0.907572698505005	0.0276039002279782	0.0641260308241389	0.000697370442878063	0
K01668|tyrosine phenol-lyase [EC.4.1.99.2]	0.885951653411027	0.082513632001357	0.0246179258232276	0.00241886112629984	0.00449792763808824
K01673|carbonic anhydrase [EC.4.2.1.1]	0.838009713826804	0.105106710979706	0.000186538691044776	0.0566970364287262	7.37190073822782e-11
K01674|carbonic anhydrase [EC.4.2.1.1]	0.567630855183602	0.413327230604196	0.0151809110361499	0.0038610031760523	0
K01676|fumarate hydratase, class I [EC.4.2.1.2]	0.988802611797645	0.00879953308222363	0.000149806509211556	0.00224804859048941	2.04306966145625e-11
K01677|fumarate hydratase subunit alpha [EC.4.2.1.2]	0.919809412797577	0.0756337245496773	0.000318068100243744	0.00423879455250206	0
K01678|fumarate hydratase subunit beta [EC.4.2.1.2]	0.76386992597108	0.204990959124204	0.00799325271287465	0.0231458621918235	1.7480991238397e-14
K01679|fumarate hydratase, class II [EC.4.2.1.2]	0.881407059861104	5.22622759477556e-12	0.0213427857990047	0.00905678691919289	0.0881933674154719
K01681|aconitate hydratase [EC.4.2.1.3]	0.73573506283263	0.216156111321872	0.00276908268659959	0.00112338057838774	0.0442163625805107
K01682|aconitate hydratase 2 | 2-methylisocitrate dehydratase [EC.4.2.1.3 4.2.1.99]	0.490559116254555	0.49879549675435	0.00964439282675547	0.00100099416433878	8.16473476466549e-16
K01685|altronate hydrolase [EC.4.2.1.7]	0.611727082466579	0.298996790356983	0.00160558305731104	2.68266714796851e-06	0.0876678614519787
K01686|mannonate dehydratase [EC.4.2.1.8]	0.870503144468268	0.10843711397841	0.00094969372409145	0.0103418736921917	0.00976817413703914
K01687|dihydroxy-acid dehydratase [EC.4.2.1.9]	0.468804550407843	0.529819712332717	0.000224142652965698	0.00115159460647457	6.52503384477257e-17
K01689|enolase [EC.4.2.1.11]	0.583800717293806	0.387570068994724	0.0283299131413715	0.000299300570098675	0
K01693|imidazoleglycerol-phosphate dehydratase [EC.4.2.1.19]	0.470572815718669	0.521627714154916	0.00764395311798765	0.000155517008427156	0
K01695|tryptophan synthase alpha chain [EC.4.2.1.20]	0.579444797209674	0.408207670072953	0.0121683684654	0.00017916425197264	0
K01696|tryptophan synthase beta chain [EC.4.2.1.20]	0.790342333758891	0.155761500036189	0.0453758681513715	0.00852029805354823	0
K01698|porphobilinogen synthase [EC.4.2.1.24]	0.504118221673607	0.47771287531607	0.0170209686415669	0.0011479343687567	0
K01703|3-isopropylmalate|(R)-2-methylmalate dehydratase large subunit [EC.4.2.1.33 4.2.1.35]	0.513631147444662	0.475362496698605	0.00830671274346185	0.00269964311327075	0
K01704|3-isopropylmalate|(R)-2-methylmalate dehydratase small subunit [EC.4.2.1.33 4.2.1.35]	0.529577314506744	0.465031748329922	0.00497577246014336	0.000415164703190743	8.47897819596446e-17
K01710|dTDP-glucose 4,6-dehydratase [EC.4.2.1.46]	0.724551908642693	0.261843095699802	0.0126836388821245	0.000921356775380476	0
K01711|GDPmannose 4,6-dehydratase [EC.4.2.1.47]	0.649705456340264	0.340640469821888	0.0002885407306599	0.00307823620728195	0.00628729689990559
K01712|urocanate hydratase [EC.4.2.1.49]	0.873445309250986	0.0600124119035441	0.0663065094551175	0.000235769390352037	0
K01714|4-hydroxy-tetrahydrodipicolinate synthase [EC.4.3.3.7]	0.66399762363641	0.321617371742446	0.0143533871606567	3.16174594689221e-05	1.0188453280559e-12
K01719|uroporphyrinogen-III synthase [EC.4.2.1.75]	0.630866790829245	0.345067755801638	0.0191346790758712	0.00493077429324528	0
K01733|threonine synthase [EC.4.2.3.1]	0.463747509073204	0.527223357955289	0.00856574967785121	0.00046338329365226	3.6628618006509e-15
K01734|methylglyoxal synthase [EC.4.2.3.3]	0.934163023232902	0.0460237223646068	0.00352100655274033	0.0162922478497247	2.61128398636642e-14
K01735|3-dehydroquinate synthase [EC.4.2.3.4]	0.792802200983067	0.203813158884695	0.00200659469706164	0.00137804543517649	0
K01736|chorismate synthase [EC.4.2.3.5]	0.638990567611623	0.36054876581304	1.56361326413494e-06	0.000459102959843149	2.22914170467967e-12
K01737|6-pyruvoyltetrahydropterin|6-carboxytetrahydropterin synthase [EC.4.2.3.12 4.1.2.50]	0.975377360063804	0.00228848763525138	0.0213503870842631	0.000983765203498854	1.31827949310365e-11
K01738|cysteine synthase A [EC.2.5.1.47]	0.45902892632176	0.536161028813353	0.00313620005006044	0.00167384481482662	0
K01740|O-acetylhomoserine (thiol)-lyase [EC.2.5.1.49]	0.95711963832996	0	0.00181808069664014	0.0410622809733997	0
K01744|aspartate ammonia-lyase [EC.4.3.1.1]	0.97194955772749	0	0.0232879432536869	0.00476249901882343	0
K01745|histidine ammonia-lyase [EC.4.3.1.3]	0.954789278568979	0.0325402278675472	0.00460131998992828	0.00806917357354534	5.53870979367131e-16
K01749|hydroxymethylbilane synthase [EC.2.5.1.61]	0.550241085004682	0.43453090252766	0.0089386664280099	0.00628934603964751	0
K01751|diaminopropionate ammonia-lyase	0.923001284457832	0.0705113740657644	0.00373457430045342	0.00275276717594983	0
K01752|L-serine dehydratase [EC.4.3.1.17]	0.697161552540766	0.259397197672392	0.043351850906753	8.93988800887729e-05	0
K01754|threonine dehydratase [EC.4.3.1.19]	0.758614864654762	0.162488071963433	0.00179692931651117	2.33413852631442e-06	0.0770977999267669
K01755|argininosuccinate lyase [EC.4.3.2.1]	0.798605608439733	0.19115963305894	0.00508430840584254	7.09198373290677e-05	0.00507953025815527
K01756|adenylosuccinate lyase [EC.4.3.2.2]	0.354286513688865	0.632945647057526	0.0122286073725625	0.000539231881046212	1.81773956229757e-17
K01759|lactoylglutathione lyase [EC.4.4.1.5]	0.786045343001048	0.065801976907547	0.000848643823040826	0.0019027484465861	0.145401287821778
K01760|cystathionine beta-lyase [EC.4.4.1.8]	0.511146769784042	0.481310092905674	0.00608734985661886	0.00145578745366375	1.45149207809975e-15
K01770|2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase [EC.4.6.1.12]	0.754491095641128	0.149494632121506	0.020162318839193	0.0713152780650823	0.00453667533309058
K01772|ferrochelatase [EC.4.99.1.1]	0.645740408674207	0.319754212974809	0.0267300616802083	0.00777531667057683	1.99525919657612e-13
K01775|alanine racemase [EC.5.1.1.1]	0.612951708016303	0.36245536032785	0.0245731755479458	1.97561078999715e-05	1.30714037201424e-15
K01776|glutamate racemase [EC.5.1.1.3]	0.545484813790326	0.435506433692314	0.0189905388097654	1.82137075942244e-05	0
K01778|diaminopimelate epimerase [EC.5.1.1.7]	0.793721373728643	0.166685391985136	0.0394416992110134	0.000151535075207957	0
K01779|aspartate racemase [EC.5.1.1.13]	0.393497547101094	0.596721861595188	0.00847347391119121	0.00130711739202361	5.03060059387541e-13
K01783|ribulose-phosphate 3-epimerase [EC.5.1.3.1]	0.836850375736816	0.135989773712125	0.0269995876828049	0.000160262868244546	9.50911698768292e-15
K01784|UDP-glucose 4-epimerase [EC.5.1.3.2]	0.408162451746129	0.58993612585822	0.0017514409822865	0.000149981413364018	9.54934121296958e-16
K01785|aldose 1-epimerase [EC.5.1.3.3]	0.99432961103251	0	0.00491215669057017	0.000758232276919706	0
K01786|L-ribulose-5-phosphate 4-epimerase [EC.5.1.3.4]	0.63198456540236	0.18234025253636	0.0618063746947192	0.0109903347224952	0.112878472644066
K01787|N-acylglucosamine 2-epimerase [EC.5.1.3.8]	0.246521653269645	0.745214553003544	0.00328459616575829	0.00497919756105265	0
K01788|N-acylglucosamine-6-phosphate 2-epimerase [EC.5.1.3.9]	0.610585743202914	0.363283964837935	0.0261298366860115	4.55273127894585e-07	1.17003282769521e-14
K01790|dTDP-4-dehydrorhamnose 3,5-epimerase [EC.5.1.3.13]	0.653376349848263	0.311369968614326	0.0047198670618986	0.0305338144755128	0
K01791|UDP-N-acetylglucosamine 2-epimerase (non-hydrolysing) [EC.5.1.3.14]	0.978675410266084	0	0.00153348231964372	0.0197911074142727	0
K01803|triosephosphate isomerase (TIM) [EC.5.3.1.1]	0.793401450662892	0.177185370292925	0.028571056126745	0.000842122917437842	0
K01804|L-arabinose isomerase [EC.5.3.1.4]	0.722659666306841	0.222374020731031	3.77276504624707e-05	0.00219209455196739	0.0527364907596976
K01805|xylose isomerase [EC.5.3.1.5]	0.949784217366555	0.0418348242150613	5.20358009238306e-06	0.00837575483829153	1.41670199409758e-18
K01807|ribose 5-phosphate isomerase A [EC.5.3.1.6]	0.58234000934579	0.389289671963017	0.0281555777090639	0.000214740982025532	1.03907993203908e-13
K01808|ribose 5-phosphate isomerase B [EC.5.3.1.6]	0.763300548598332	0.236668867853028	1.77027487913654e-05	1.28807998483088e-05	0
K01810|glucose-6-phosphate isomerase [EC.5.3.1.9]	0.678284961668841	0.297340768128555	0.0243239913919782	5.02788106243839e-05	1.23391254528488e-15
K01812|glucuronate isomerase [EC.5.3.1.12]	0.834258245896998	0.147652750128406	0.00205535248653298	0.0160336514879667	9.66250408300773e-14
K01813|L-rhamnose isomerase [EC.5.3.1.14]	0.998149080431068	0	0.000393378471504719	0.00145754109742759	0
K01814|phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase [EC.5.3.1.16]	0.580750070399291	0.415513183747683	0.00287638542276364	0.000237054540826337	0.000623305889435914
K01815|4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase [EC.5.3.1.17]	0.812455566550588	0.107080327235508	0.015109477263216	0.00803112747395487	0.057323501476733
K01817|phosphoribosylanthranilate isomerase [EC.5.3.1.24]	0.584476130292308	0.394676118203786	0.0202331967540728	0.000614554749832747	1.96765790692051e-16
K01818|L-fucose|D-arabinose isomerase [EC.5.3.1.25 5.3.1.3]	0.718368896891294	0.258746733038544	0.0174574233577332	0.00542694669189097	2.05375927914273e-11
K01823|isopentenyl-diphosphate Delta-isomerase [EC.5.3.3.2]	0.40741280717518	0.577896648987865	0.0146153452161508	7.51986208039861e-05	0
K01834|2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC.5.4.2.11]	0.643145668796332	0.331503031277561	0.0251531238979101	0.000198176012721141	1.54764624766019e-11
K01835|phosphoglucomutase [EC.5.4.2.2]	0.916663033897736	0.0765971810151034	0.00153727644218705	0.00520250782834534	8.16628263021929e-10
K01839|phosphopentomutase [EC.5.4.2.7]	0.436659317437804	0.555272902183679	0.00806597176046138	1.80861805491395e-06	0
K01840|phosphomannomutase [EC.5.4.2.8]	0.924862591621307	0.017998479480081	0.0554956105164708	0.00164331838214076	0
K01845|glutamate-1-semialdehyde 2,1-aminomutase [EC.5.4.3.8]	0.55302192475959	0.43104746236635	0.0145887075598191	0.00134190531423873	2.44330402889238e-15
K01847|methylmalonyl-CoA mutase [EC.5.4.99.2]	0.86388338876738	0.0921329150529656	0.0436360646800139	0.000347631499622528	1.75013666072265e-14
K01854|UDP-galactopyranose mutase [EC.5.4.99.9]	0.62339967491782	0.348347508797929	0.0276090998569355	0.000643716427315332	0
K01858|myo-inositol-1-phosphate synthase [EC.5.5.1.4]	0.916667712233504	0.0817044803054472	0.00151659353665551	0.000111213924393225	2.92104238949594e-17
K01866|tyrosyl-tRNA synthetase [EC.6.1.1.1]	0.654200630568015	0.32278176614699	0.0227393517996691	0.000278251485325635	0
K01867|tryptophanyl-tRNA synthetase [EC.6.1.1.2]	0.645199614149544	0.337883389656283	0.0113384225743166	0.00557857361985467	1.59910334606343e-15
K01868|threonyl-tRNA synthetase [EC.6.1.1.3]	0.532485910733295	0.464730123484411	0.00209928966521464	0.000684676117073377	6.07865545650108e-15
K01869|leucyl-tRNA synthetase [EC.6.1.1.4]	0.62139020406257	0.345331956074852	0.0326587107920976	0.000619129070480134	0
K01870|isoleucyl-tRNA synthetase [EC.6.1.1.5]	0.625354203624215	0.343906304758164	0.0292129301652581	0.00152656143647588	1.58868217982291e-11
K01872|alanyl-tRNA synthetase [EC.6.1.1.7]	0.496760663605785	0.503050252822951	6.9994938747975e-05	0.000119088632514231	2.09423646938134e-15
K01873|valyl-tRNA synthetase [EC.6.1.1.9]	0.858540264350782	0.1207507270185	0.0162186975795945	0.00449031105032724	7.95991440357507e-13
K01874|methionyl-tRNA synthetase [EC.6.1.1.10]	0.491023072306821	0.498409289838312	0.00753240935712405	0.003035228497434	3.09246127839918e-13
K01875|seryl-tRNA synthetase [EC.6.1.1.11]	0.576245722264044	0.396102966727534	0.0274051783509101	0.000246132657511244	4.14472045594806e-16
K01876|aspartyl-tRNA synthetase [EC.6.1.1.12]	0.782497083577095	0.197604576043649	0.0198288428550662	6.94975241902035e-05	0
K01878|glycyl-tRNA synthetase alpha chain [EC.6.1.1.14]	0.613225719911617	0.300543321276654	0.0318534338798258	0.0137624973417213	0.0406150275901816
K01879|glycyl-tRNA synthetase beta chain [EC.6.1.1.14]	0.625622006887273	0.338140167660356	0.0323525125032193	0.00388531294915179	1.15939079315363e-16
K01880|glycyl-tRNA synthetase [EC.6.1.1.14]	0.898814764940531	0.0791636524260372	0.0204877362728836	0.00153384631808337	4.24646487423035e-11
K01881|prolyl-tRNA synthetase [EC.6.1.1.15]	0.633501910136194	0.336188757495615	0.0302101304474986	9.92019206930803e-05	0
K01883|cysteinyl-tRNA synthetase [EC.6.1.1.16]	0.621936086302477	0.350001816134129	0.028060093605557	2.00395783626503e-06	0
K01885|glutamyl-tRNA synthetase [EC.6.1.1.17]	0.52145166098907	0.478483565312655	1.73559139914737e-05	4.74177842836222e-05	0
K01886|glutaminyl-tRNA synthetase [EC.6.1.1.18]	0.879503608644856	0.117245825730346	0.00166115675228706	0.00158940887086334	1.64730587295818e-12
K01887|arginyl-tRNA synthetase [EC.6.1.1.19]	0.658361346450698	0.316775792353185	0.0248112337564942	5.16274396045865e-05	1.86060869894682e-14
K01889|phenylalanyl-tRNA synthetase alpha chain [EC.6.1.1.20]	0.650342596097266	0.330112927479839	0.0180902319514413	0.00145424447144719	6.2582918805677e-15
K01890|phenylalanyl-tRNA synthetase beta chain [EC.6.1.1.20]	0.820120454373516	0.155147094498542	0.0211267449955671	0.0036057061323299	4.47947263653516e-14
K01892|histidyl-tRNA synthetase [EC.6.1.1.21]	0.77471985934084	0.199777989525125	0.025390044207023	0.000112106926849387	1.61902205638134e-13
K01893|asparaginyl-tRNA synthetase [EC.6.1.1.22]	0.614399006168949	0.381965338298556	0.00142918487828335	0.00220647065350852	7.0305734428999e-13
K01897|long-chain acyl-CoA synthetase [EC.6.2.1.3]	0.99384649725427	0	0.00598828808069809	0.000165214665031627	0
K01910|[citrate (pro-3S)-lyase] ligase [EC.6.2.1.22]	0.380539278347875	0.605567751079612	0.0124839065162101	0.00140906405630244	0
K01911|O-succinylbenzoic acid--CoA ligase [EC.6.2.1.26]	0.402866358780212	0.585022022674345	0.0106981432011164	0.00141347534432681	0
K01912|phenylacetate-CoA ligase [EC.6.2.1.30]	0.98966856543866	0	0.0102315527576893	9.98818036512977e-05	0
K01914|aspartate--ammonia ligase [EC.6.3.1.1]	0.487498583631911	0.495172391431073	0.0172851719541194	4.38529828445353e-05	5.12733451335102e-14
K01915|glutamine synthetase [EC.6.3.1.2]	0.949855474842023	0	0.02472312135934	0.0254214037986366	0
K01916|NAD+ synthase [EC.6.3.1.5]	0.504364329824185	0.461714959669342	0.0321756850482559	0.00174502545821693	1.69510343474475e-16
K01918|pantoate--beta-alanine ligase [EC.6.3.2.1]	0.78626705627499	0.208911661866767	0.00462883288193166	0.000192448976256673	5.51126046176963e-14
K01919|glutamate--cysteine ligase [EC.6.3.2.2]	0.382390724936351	0.604011522786921	0.0127737997069231	0.000823952569804333	8.01821235838604e-17
K01921|D-alanine-D-alanine ligase [EC.6.3.2.4]	0.641422459578512	0.321374776590329	0.0369296657608222	0.000273098070336202	2.68779338881906e-16
K01923|phosphoribosylaminoimidazole-succinocarboxamide synthase [EC.6.3.2.6]	0.785171308997566	0.2082223638144	0.00171505961562779	0.00489126516348266	2.40892356568857e-09
K01924|UDP-N-acetylmuramate--alanine ligase [EC.6.3.2.8]	0.63865337345109	0.330716520115242	0.030537625889196	9.24805444720698e-05	0
K01925|UDP-N-acetylmuramoylalanine--D-glutamate ligase [EC.6.3.2.9]	0.596653366800442	0.373597588796511	0.0272720887614228	0.00247695564162395	2.1908004975186e-18
K01926|AT-rich DNA-binding protein	0.546513790064378	0.429971795481011	0.0235047832530524	9.63120155879954e-06	0
K01928|UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC.6.3.2.13]	0.642158672300395	0.331830164524257	0.0258905069115401	0.000120656263808458	0
K01929|UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [EC.6.3.2.10]	0.601794979726183	0.395870384912985	0.00232679502977712	7.84033068571708e-06	3.68822989193789e-13
K01933|phosphoribosylformylglycinamidine cyclo-ligase [EC.6.3.3.1]	0.554548645753113	0.423602090728635	0.0151396754041554	0.00670958811409349	3.70904389253477e-15
K01934|5-formyltetrahydrofolate cyclo-ligase [EC.6.3.3.2]	0.776447322485063	0.159272802218063	0.062807636038901	0.00147223925339766	4.57557888909608e-12
K01935|dethiobiotin synthetase [EC.6.3.3.3]	0.54769787921886	0.449493087653333	0.000649627155142879	0.00215940597266387	0
K01937|CTP synthase [EC.6.3.4.2]	0.74830498110633	0.212160827276484	0.0393464003481373	0.000187791269029756	1.92003394614246e-14
K01938|formate--tetrahydrofolate ligase [EC.6.3.4.3]	0.535130220238473	0.45135403806784	0.0134786890266965	3.70526669911788e-05	0
K01939|adenylosuccinate synthase [EC.6.3.4.4]	0.647287340295179	0.325237818333798	0.0274372798422952	3.75615286420602e-05	8.52406536801864e-14
K01940|argininosuccinate synthase [EC.6.3.4.5]	0.660873187925058	0.326889871607016	0.0122105296662382	2.64108016261161e-05	6.1754540367271e-14
K01945|phosphoribosylamine--glycine ligase [EC.6.3.4.13]	0.699249109663842	0.292533193782482	0.000865996102073355	0.0025033542490503	0.00484834620255263
K01950|NAD+ synthase (glutamine-hydrolysing) [EC.6.3.5.1]	0.963974120514277	0.0268563701295232	0.000317733907260733	0.00283770367903033	0.00601407176990864
K01951|GMP synthase (glutamine-hydrolysing) [EC.6.3.5.2]	0.74348866015901	0.253046817416735	0.00152807687205229	0.00193644555220197	0
K01952|phosphoribosylformylglycinamidine synthase [EC.6.3.5.3]	0.650992254908888	0.322077740386128	0.0169371291390558	0.00999287556592781	0
K01953|asparagine synthase (glutamine-hydrolysing) [EC.6.3.5.4]	0.811488938255967	0.161072955430138	0.0216938366537116	0.00574426966018323	0
K01955|carbamoyl-phosphate synthase large subunit [EC.6.3.5.5]	0.757886525030791	0.238152273105288	0.00123699131739729	0.00272421045719573	8.93277691481115e-11
K01956|carbamoyl-phosphate synthase small subunit [EC.6.3.5.5]	0.602054992364761	0.396445019215671	0.00114459279396284	0.000355395625605791	0
K01960|pyruvate carboxylase subunit B [EC.6.4.1.1]	0.585422584861328	0.401842880298242	0.00731411625879773	0.00542041858153362	9.89644100251647e-14
K01961|acetyl-CoA carboxylase, biotin carboxylase subunit [EC.6.4.1.2 6.3.4.14]	0.555634574155855	0.437134954075384	0.00685721211803533	0.000373259650725099	0
K01962|acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC.6.4.1.2]	0.561226827405054	0.418999243850431	0.0191776286880832	0.000596300056358049	7.37316174255918e-14
K01963|acetyl-CoA carboxylase carboxyl transferase subunit beta [EC.6.4.1.2]	0.492247782831463	0.496662056120087	0.0109068586770223	0.000183302352025383	1.94026073952518e-11
K01972|DNA ligase (NAD+) [EC.6.5.1.2]	0.761760905619422	0.229151366232852	0.00684783107223154	0.00223989707549511	0
K01990|ABC-2 type transport system ATP-binding protein	0.733523269721187	0.249453650240907	0.0167387451701578	0.000284334835276	3.24723072820775e-11
K01992|ABC-2 type transport system permease protein	0.608694112255722	0.3587563260931	0.0322078411222267	0.000341720528951322	0
K01993|HlyD family secretion protein	0.975866100042391	0	0.0163934594143304	0.00774044054327817	0
K01995|branched-chain amino acid transport system ATP-binding protein	0.81763409490398	0.167423985510032	0.00615060734020612	0.00879131223413171	1.16499861034417e-11
K01996|branched-chain amino acid transport system ATP-binding protein	0.799259840034582	0.139837296081342	0.0503644259582375	0.00139226987149841	0.00914616805433955
K01997|branched-chain amino acid transport system permease protein	0.776028910088472	0.218025016547272	0.00307097990636381	0.00287509345782826	6.36678268333789e-14
K01998|branched-chain amino acid transport system permease protein	0.87753280717607	0.07133862645833	0.00365102787428409	0.0254374095082278	0.0220401289830876
K01999|branched-chain amino acid transport system substrate-binding protein	0.667953193908922	0.281773116284482	0.00193440393359485	0.015198553078174	0.0331407327948269
K02005|HlyD family secretion protein	0.596512758705407	0.375441105648777	0.0276059381994537	0.000440197446361629	0
K02010|iron(III) transport system ATP-binding protein [EC.3.6.3.30]	0.871855904531742	0.114117264776707	0.00405231293028612	0.00997451672994345	1.03132070955707e-09
K02013|iron complex transport system ATP-binding protein [EC.3.6.3.34]	0.920940678720612	0.0731662989050908	2.34956721409029e-05	0.00586952666290773	3.92486051074307e-11
K02014|iron complex outermembrane recepter protein	0.536888468638383	0.44897365320988	0.0127542785253592	0.00138359962637665	1.41612706858575e-15
K02015|iron complex transport system permease protein	0.933722905868569	0.0593720984168579	0.00104208879783049	0.00214119550971224	0.00372171140702998
K02016|iron complex transport system substrate-binding protein	0.924210899924966	0.0679277710607748	0.00096381230862815	0.00689751670563121	6.18150773402341e-18
K02017|molybdate transport system ATP-binding protein [EC.3.6.3.29]	0.536563940142216	0.454892171316599	0.0053385311723521	0.00320535736883281	0
K02018|molybdate transport system permease protein	0.832699623319	0.136747974894069	0.0261793290042868	0.00437307278213469	5.10040375820581e-13
K02019|molybdate transport system regulatory protein	0.502372635162154	0.494245877236288	0.00143198552919908	0.00194950207222264	1.36193017876732e-13
K02020|molybdate transport system substrate-binding protein	0.520609586491037	0.475455107993394	0.0038527337145385	8.25718010296295e-05	1.58437377467596e-16
K02026|multiple sugar transport system permease protein	0.780295125685114	0.216171764483984	0.000821617623477802	0.00271149220742408	0
K02028|polar amino acid transport system ATP-binding protein	0.652961358410651	0.326844791890798	0.0193218813660869	0.000871968332463704	0
K02029|polar amino acid transport system permease protein	0.673049346478325	0.316885790838954	0.00969439829774302	0.000370464384978834	0
K02030|polar amino acid transport system substrate-binding protein	0.457444591257089	0.532922775535131	0.00823676709359293	7.37366814905826e-05	0.00132212943269616
K02031|peptide|nickel transport system ATP-binding protein	0.876675771970235	0.116938522340101	0.000667059374080602	0.00571864576509341	5.50489884096592e-10
K02032|peptide|nickel transport system ATP-binding protein	0.917006427547469	0.0762371965118081	0.000150326260542552	0.00660604967895642	1.22396779318478e-12
K02033|peptide|nickel transport system permease protein	0.773251946433047	0.205085643890455	2.72549337022728e-05	0.0132919036291553	0.00834325111364064
K02034|peptide|nickel transport system permease protein	0.55876839104696	0.323133898578602	4.26123363949911e-05	0.0215608254761057	0.0964942725619366
K02035|peptide|nickel transport system substrate-binding protein	0.830799668898704	0.162110489407158	0.0022187015240895	0.00487114017004541	2.97775827236786e-15
K02036|phosphate transport system ATP-binding protein [EC.3.6.3.27]	0.603297274719645	0.368687817942901	0.0279881439256713	2.67634117799971e-05	2.97873348115794e-15
K02037|phosphate transport system permease protein	0.912647864949308	0.0804967135523791	5.90275374717214e-05	0.00679639395030572	1.05350235106723e-11
K02038|phosphate transport system permease protein	0.956500787209968	0	0.0378287879208319	0.00567042486920041	0
K02039|phosphate transport system protein	0.452861972211416	0.533734809021434	0.0129453740944899	0.000457844672659539	0
K02040|phosphate transport system substrate-binding protein	0.913970146418904	0.0795609354906468	7.95515050241719e-10	0.00646891729457077	3.63278005772493e-13
K02041|phosphonate transport system ATP-binding protein [EC.3.6.3.28]	0.599861529516515	0.370984240520869	0.0290578880172548	9.63419453611445e-05	0
K02042|phosphonate transport system permease protein	0.930651393372905	0.063635782337114	0.000217569339372502	0.00549525495053233	7.6580538676991e-14
K02044|phosphonate transport system substrate-binding protein	0.927738987975131	0.0659986459097762	1.92891167067071e-05	0.00624307699838604	2.30237694608505e-17
K02053|putative spermidine|putrescine transport system permease protein	0.816212019431467	8.75425045870601e-20	0.00743667813608965	0.0631709248616957	0.113180377570747
K02054|putative spermidine|putrescine transport system permease protein	0.955385040513017	0	0.0152477340157666	1.28781958501812e-05	0.0293543472753667
K02056|simple sugar transport system ATP-binding protein	0.804224117586876	0.137808981429583	0.0068344639837201	0.00462862468738777	0.0465038123124328
K02057|simple sugar transport system permease protein	0.726351567065138	0.213693301594719	0.00752010509722732	0.00321891862480787	0.049216107618108
K02058|simple sugar transport system substrate-binding protein	0.915526321552585	0.0671093227141941	0.00573989360074107	0.00680218474684632	0.0048222773856336
K02066|phospholipid|cholesterol|gamma-HCH transport system permease protein	0.947374483517746	0.0430987979465088	2.08114111172353e-05	0.00950590697672995	1.47898266147562e-10
K02067|phospholipid|cholesterol|gamma-HCH transport system substrate-binding protein	0.986796337106486	0	0.0111640062642439	0.0020396566292702	0
K02071|D-methionine transport system ATP-binding protein	0.563235307610305	0.400578309374312	0.0343087523047373	0.00187763071064624	0
K02072|D-methionine transport system permease protein	0.903547938920937	0.0713111801276647	0.000785685432255208	0.00177659527541841	0.0225786002437247
K02073|D-methionine transport system substrate-binding protein	0.683959581450882	0.268357149260544	0.044770910620602	0.00291235866797238	0
K02074|zinc|manganese transport system ATP-binding protein	0.401981681364255	0.585233685328059	0.010761782587761	0.00202285071992439	0
K02075|zinc|manganese transport system permease protein	0.556355399545146	0.438552761713051	0.00375001786975111	0.0013418208720339	1.82455931187855e-14
K02077|zinc|manganese transport system substrate-binding protein	0.68748136722501	0.27293972579128	0.039444141899839	0.000134765083871007	0
K02078|acyl carrier protein	0.734841538875982	0.240869933280252	0.0194815623149794	0.0048069655287868	0
K02086|DNA replication protein	0.65810125930083	0.302344878911912	0.0395320146951413	2.18470918873715e-05	2.28724444326665e-13
K02107|V|A-type H+|Na+-transporting ATPase subunit G|H	0.931983722332709	0.0654795029591173	6.35388985734154e-05	0.00247323580711449	2.48570390928249e-12
K02108|F-type H+-transporting ATPase subunit a	0.609815093518413	0.367517808989678	0.0196976500615533	0.00296944743035504	0
K02109|F-type H+-transporting ATPase subunit b	0.682695801455677	0.268455859056382	0.0444100208499805	0.00443831863742786	5.33333777837653e-13
K02110|F-type H+-transporting ATPase subunit c	0.748110401489066	0.200538570991107	0.0512546541627396	9.63733570872231e-05	0
K02111|F-type H+-transporting ATPase subunit alpha [EC.3.6.3.14]	0.528662294394929	0.442534179842719	0.0285173907343145	0.000286135027585812	4.5210240028138e-13
K02112|F-type H+-transporting ATPase subunit beta [EC.3.6.3.14]	0.377366393529614	0.596435265534775	0.0257043157410702	0.000494025194541392	0
