feature	s__GGB30286_SGB43248	s__GGB30301_SGB43265	s__GGB30302_SGB43266	s__GGB30302_SGB43267	s__GGB30303_SGB43268	s__GGB30413_SGB43452	s__Atopobiaceae_bacterium_FL090493	s__Adlercreutzia_caecicola	s__Adlercreutzia_caecimuris	s__Adlercreutzia_mucosicola	s__Adlercreutzia_muris	s__Eggerthellaceae_bacterium	s__Enterorhabdus_sp_P55	s__GGB30048_SGB42949	s__Bacteria_unclassified_SGB41586	s__bacterium_0_1xD8_82	s__bacterium_1XD42_1	s__bacterium_1XD42_54	s__bacterium_1XD42_76	s__bacterium_1xD8_48	s__bacterium_D16_29	s__bacterium_D16_54	s__bacterium_D16_63	s__bacterium_D16_76	s__GGB31171_SGB44462	s__GGB28955_SGB41663	s__GGB28887_SGB41568	s__GGB28888_SGB41569	s__GGB28904_SGB41597	s__GGB28948_SGB41654	s__Bacteroidaceae_bacterium	s__Bacteroides_acidifaciens	s__Bacteroides_caecimuris	s__Bacteroides_uniformis	s__GGB28265_SGB40817	s__GGB24132_SGB35935	s__GGB24146_SGB35950	s__GGB24149_SGB35953	s__GGB27872_SGB40306	s__GGB27873_SGB40307	s__GGB27885_SGB40319	s__GGB27890_SGB40324	s__GGB27892_SGB40326	s__GGB27893_SGB40327	s__Duncaniella_dubosii	s__Duncaniella_freteri	s__Duncaniella_muris	s__GGB14013_SGB21440	s__GGB14014_SGB21441	s__GGB14022_SGB21449	s__Muribaculaceae_bacterium	s__Muribaculaceae_bacterium_Isolate_013_NCI	s__Muribaculaceae_bacterium_Isolate_110_HZI	s__Muribaculum_gordoncarteri	s__Muribaculum_intestinale	s__Paramuribaculum_intestinale	s__GGB28248_SGB40791	s__Odoribacter_sp_Z80	s__Prevotella_sp_PCJ2	s__Alistipes_sp	s__GGB24102_SGB35895	s__GGB24102_SGB40205	s__GGB27776_SGB40190	s__GGB27778_SGB40192	s__GGB27791_SGB40207	s__GGB27792_SGB40208	s__Rikenellaceae_bacterium	s__Parabacteroides_distasonis	s__Parabacteroides_goldsteinii	s__GGB31109_SGB44380	s__GGB27898_SGB40333	s__GGB14001_SGB21428	s__GGB27851_SGB40285	s__GGB23844_SGB35575	s__GGB27861_SGB40295	s__GGB27866_SGB40300	s__GGB27929_SGB40368	s__Mucispirillum_schaedleri	s__Lactobacillus_intestinalis	s__Lactobacillus_johnsonii	s__Lactobacillus_taiwanensis	s__Ligilactobacillus_murinus	s__Limosilactobacillus_reuteri	s__Streptococcus_danieliae	s__GGB31438_SGB44768	s__GGB31439_SGB44769	s__GGB31701_SGB45057	s__GGB31851_SGB45231	s__GGB31853_SGB45233	s__GGB42343_SGB59511	s__GGB42344_SGB59512	s__GGB28955_SGB41664	s__GGB28956_SGB41665	s__GGB28959_SGB41668	s__GGB28893_SGB41574	s__GGB28903_SGB41594	s__GGB28330_SGB40904	s__GGB28384_SGB40964	s__GGB28386_SGB40966	s__GGB28393_SGB40973	s__GGB28394_SGB40974	s__GGB28428_SGB41011	s__GGB28431_SGB41014	s__GGB28433_SGB41016	s__GGB28437_SGB41020	s__GGB28779_SGB41432	s__GGB28881_SGB41561	s__GGB28929_SGB41629	s__GGB28934_SGB41635	s__GGB28945_SGB41650	s__GGB28949_SGB41655	s__GGB28980_SGB41692	s__GGB28996_SGB41712	s__GGB29002_SGB41718	s__GGB29003_SGB41719	s__GGB29004_SGB41721	s__GGB29531_SGB42317	s__GGB29546_SGB42338	s__GGB30142_SGB43067	s__GGB30408_SGB43438	s__GGB28402_SGB40984	s__GGB28404_SGB40986	s__GGB28416_SGB40998	s__GGB28422_SGB41005	s__Candidatus_Arthromitus_sp_SFB_mouse	s__Clostridiaceae_bacterium	s__Clostridiaceae_unclassified_SGB41645	s__GGB28988_SGB41701	s__GGB28989_SGB41702	s__GGB30145_SGB43072	s__GGB30147_SGB43074	s__Emergencia_sp_1XD21_10	s__Clostridiales_bacterium	s__Acetatifactor_muris	s__Dorea_sp_5_2	s__GGB25041_SGB36960	s__GGB28621_SGB41239	s__GGB28763_SGB41411	s__GGB28766_SGB41417	s__GGB28769_SGB41421	s__GGB28772_SGB41425	s__GGB28790_SGB41443	s__GGB28793_SGB41446	s__GGB28798_SGB41451	s__GGB28803_SGB41457	s__GGB28807_SGB41461	s__GGB28836_SGB41496	s__GGB28841_SGB41505	s__GGB28846_SGB41513	s__GGB28849_SGB41516	s__GGB28851_SGB41518	s__GGB28861_SGB41531	s__GGB28868_SGB41542	s__GGB28869_SGB41543	s__GGB28870_SGB41546	s__GGB28870_SGB41549	s__GGB28873_SGB41553	s__GGB28875_SGB41555	s__GGB28879_SGB41559	s__GGB28916_SGB41612	s__GGB28926_SGB41623	s__GGB28927_SGB41625	s__GGB28963_SGB41672	s__GGB28968_SGB41679	s__GGB29005_SGB41723	s__GGB29006_SGB41724	s__GGB29006_SGB41725	s__Lachnospiraceae_bacterium	s__Lachnospiraceae_bacterium_28_4	s__Lachnospiraceae_bacterium_A2	s__Lachnospiraceae_bacterium_A4	s__Lachnospiraceae_bacterium_MD308	s__Lachnospiraceae_bacterium_MD335	s__Lachnospiraceae_bacterium_WCA_9_b2	s__Lachnospiraceae_unclassified_SGB41498	s__Roseburia_sp_1XD42_69	s__Schaedlerella_arabinosiphila	s__Oscillibacter_sp_1_3	s__Romboutsia_ilealis	s__Acutalibacter_muris	s__Anaerotruncus_colihominis	s__GGB29550_SGB42344	s__GGB30091_SGB43003	s__GGB30093_SGB43006	s__GGB30295_SGB43259	s__GGB30297_SGB43261	s__GGB30444_SGB43493	s__GGB30445_SGB43494	s__GGB30448_SGB43502	s__GGB30448_SGB43504	s__GGB30451_SGB43508	s__GGB30454_SGB43514	s__GGB30454_SGB43516	s__GGB30457_SGB43521	s__GGB30457_SGB43523	s__GGB30461_SGB43530	s__GGB30461_SGB43533	s__GGB30461_SGB63209	s__GGB30466_SGB43541	s__GGB30466_SGB43546	s__GGB30473_SGB43557	s__GGB30475_SGB63182	s__GGB3171_SGB4185	s__Neglecta_sp_X4	s__Pseudoflavonifractor_sp_60	s__Faecalibaculum_rodentium	s__GGB31184_SGB44478	s__Turicibacter_sp_TS3	s__Firmicutes_bacterium_ASF500	s__GGB30667_SGB43809	s__Parasutterella_excrementihominis	s__Turicimonas_muris	s__GGB28308_SGB40878	s__GGB28310_SGB40880	s__GGB28317_SGB40889	s__Helicobacter_hepaticus
220500001177-E01	0.04081	0.29248	0.07508	0.01085	0.13292	0	0	0	0.00988	0.02257	0	0	0.00044	0	1.17624	0	0.18021	0	0.09252	0	0.05472	0.84269	0	0.01008	0	0.30737	0	0.59109	0.82344	0.22343	0.12585	0.32779	0.02925	0	2.43424	0.10474	0	0.01459	0.00329	0.0047	0.01819	0.06596	0.02591	0	0.34171	0	2.34802	0.07132	0.79626	3.25708	2.92308	0.06995	2.08483	0	0.49129	0.03369	8.80281	1.86251	0	0	5.79099	3.22878	0.05682	6.2925	0.03532	0.61628	0.4709	0.11933	0	0.13474	1.08032	0.01664	0	0.06693	0.01235	0.33813	0.26534	5.76196	0	0.2851	0.09748	0.08015	0.07648	0	0	0	0	0.94871	0	0.08284	0.04143	0	0.26398	0.16136	0.37734	2.25875	0.00319	1.00249	0.09298	0	0.16526	0.255	0.64004	0	0.12561	0	0.03666	0	0.14093	0	0.6788	0.11738	0	0.06964	0.03517	0	0.21562	0.01187	0	0.94481	0	0	2.61367	0.37995	0	1.36943	0.00735	0	0.04159	0	0	0	0.01247	0.00075	0.30938	0	0	0	0.11485	0	0	2.81318	0.40078	0.26613	0	1.11344	0.34477	0	0.1901	0.26123	0.96613	0	0	0.02964	0.17635	0	0.01192	0	0	0	0.06578	0.01283	0.05396	0.10289	11.69195	0	0.36155	0.90336	0	0.27323	4.39054	0	0.22368	0	0.0908	0	0	0	0	0.06117	0	0	0.26679	0.04185	0.0306	0.02147	0	0.03191	0	0.29003	0.48716	0	0	0	0.64276	0	0	0	0.05358	0.04685	0.21597	0	0.15881	0	0	0	0	0	0	0.03357	0	0.04047	0.00172	0.53434	0.06602	2.761
220500001177-E02	0.0543	0.15937	0.04591	0.04131	0.08952	0	0.01403	0.00903	0.07425	0.17419	0.01157	0.00447	0.11142	0.01553	1.01602	0.00548	0.07854	0	0.13815	0	0.00928	0.02832	0.02573	0.00684	0.01284	0.46843	0.00597	0.80822	0.26124	0.11234	2.60865	0.25853	0.07453	0	0.27637	0.25703	0.07486	0.08364	0.13756	0.10887	0.07024	0.21341	0.33949	0.06994	0.0381	0.03106	2.85651	0.39871	0.46588	7.5434	6.92751	0.69372	4.57396	1.10458	0.16008	1.69613	1.95128	0.05968	0.36892	0.05172	5.27014	2.67963	0.12782	5.83641	0.10516	0.54143	0.08979	0.20224	0.00724	0.32717	2.94736	0.16556	0	0.02884	0.17777	0.56599	0.10294	1.13357	0.15075	0.52865	0.51334	0.36019	0.37869	0	0	0	0	0.48519	0	0.06287	0.01806	0	0.10185	0.0513	0.50345	1.88039	0.02872	0.78993	0.03828	0.32721	0.14442	0.27235	0.14592	0	0.03749	0	0.00931	0	0.16765	0.00337	0.27398	0	0.4136	0.00416	0.19618	0	0.19696	0.02327	0	0.66067	0.01432	0.01032	2.024	0.60012	0	0.43628	0.02771	0	0	0	0	0	0.0181	0.00886	0.34664	0	0.02819	0	0.0931	0	0	3.27106	0.19641	0.07037	0.05752	1.01834	0.70574	0	0.06087	0.01181	2.14526	0	0	0.1574	0.153	0	0	0.05362	0.55506	0	0.05448	0.1359	0.07881	0.05939	9.64632	0	0.10223	0.49381	0	0.00084	2.47522	0	0.43972	0.05161	0	0	0.01397	0.0222	0	0.2673	0.01069	0	0.30242	0.23906	0.02402	0.0018	0	0	0	0.61114	0	0	0	0.01482	0.27631	0.09192	0.0049	0.00927	0.05994	0.15908	0.04782	0	0.14748	0.00276	0	0.03511	0	0	0.02553	0	0.02194	0.29409	0.09656	0.12692	0.02219	5.11442
220500001177-E03	0.2998	0.30706	0.55069	0.05033	0.32129	0	0.03271	0	0.02003	0.03384	0	0	0	0	1.19511	0	0.01912	0.00255	0.15862	0.02063	0.00443	0.0098	0	0	0	0.05832	0.03306	0.55457	1.66771	0.18269	1.70762	0.37501	0.14927	0.03329	0.91137	0.36964	0.1661	0.02138	0.18979	0.01652	0.02802	0.02336	0.02393	0.0577	1.64945	0.12492	1.23273	0.05413	0.08555	0.49991	9.52492	0.04165	0.8532	0.02406	1.36427	2.38133	2.43062	0.48164	0.05419	0.01647	3.45366	3.42543	0.10223	0.7722	0.02662	0.81007	0.01527	0.1923	0.04573	0.06913	3.21563	0.25106	0	0.08295	0.01097	0.54804	0	2.7482	0	0.03391	0.02689	0	0.01458	0	0	0	0	0.9994	0	0.00408	0	1.29658	0.19845	0.02126	0.71879	2.73223	0.01088	0.47903	0.00111	0	0.04669	0	0	0	0.00512	0.75735	0.05275	0	0.41352	0.01144	1.14404	0	0	0.10926	0.81835	0	0.20506	0.02327	0	0.77677	0	0	0	0.32768	0	0.511	0.36101	0	0.05419	0	0	0	0	0.00103	0.55105	0	0.10011	0	0.33813	0	0	5.05682	0.75817	0.20363	0	1.04773	0.83407	0	0.52611	0.11798	5.03148	0	0	0.21242	0.38536	0	0.56485	0.16206	0.05255	0.02148	0.04195	0.15198	0.61672	0.11234	8.32601	0.06168	0.80194	1.41967	0.00832	0.6955	5.9948	0	0.39006	0	0	0	0.3016	0.02682	0	0.72474	0	0	0.45424	0.2013	0	0.09743	0	0.1233	0	0.62128	0.11121	0.00656	0	0	0.33471	0.07742	0.12835	0	0.21843	0.65666	0.10366	0	0	0.0383	0	0	0	0	0	0	0	0.18009	0.11787	0.63103	0.17071	1.74688
220500001177-E04	0.11109	0.20006	1.1658	0.07686	0.13101	0.01978	0.01881	0	0.00117	0.00434	0	0	0	0	0.92961	0.00685	0.1404	0	0.05541	0	0.07137	0.04389	0.00038	0.04003	0	0.09132	0.06605	0.18577	0.11047	0.07933	0.3132	0.57361	0.11231	0.35165	0.16959	1.26451	0.53337	0.52632	0.47459	0.12518	0.04205	0.66001	1.98281	0.08459	0.94952	0.12629	3.73409	1.25448	7.98444	2.36924	6.52112	2.06262	4.11493	2.29919	1.0828	2.60361	0.79364	0.77562	0	0.34092	0.75226	0.37851	0.30812	2.7665	0.21071	0.62775	1.33382	0.94102	0.05477	0.25006	7.22448	1.36843	6.16058	0.73208	0.20667	0.38509	0.66108	4.79566	0.06275	0.27604	0.00073	0.05376	0.08355	0	0.74157	0	0.39845	0.11063	0.01848	0.01129	0.00225	0	0.12337	0.11581	0.10636	0.7754	0.14143	0.49543	0.02024	0	0.03655	0.00562	0	0.04216	0.05557	0.18266	0.0308	0.26284	0.04003	0.00348	0.22808	0.20399	0	0.14396	0.01365	0	0.28023	0	0.10739	0.51171	0	0.11978	0.37554	0.10108	0	0.1123	0.02025	0.55773	0.19849	0	0.10391	0.1285	0.2116	0.00174	0.06261	1.01295	0.1084	0	0.15122	0	0.01673	0.08242	0.26384	0.00021	0.25724	0.25525	0.04474	0	0.0828	0.09222	0.11307	0	0.14067	0.09824	0.08971	0.04569	0.04257	0	0	0	0.0203	0.01979	0.06258	0.08983	0.49836	0	0.13074	1.19799	0	1.34321	0.91416	0.05512	0.12079	0.01957	0.0028	0.11547	0	0.19455	0.01753	0.04719	0	0.77053	0.52775	0.16475	0.02154	0.07268	0	0.19577	0.59045	0.13271	0.41557	0.55086	0	0.00472	1.09342	0.80086	0.00876	0.04829	0.08811	0.0483	0.10891	0.04334	0.13616	0.10827	0.02859	0	0.02141	0.14797	0	0	0.03085	0.24433	0.0245	0.54801	0.14914	0.34745
220500001177-E05	0.01522	0.00142	0.00847	0.00775	0.003	0.00095	0.01168	0.00244	0.03071	0.04667	0	0	0.01523	0.00013	0.04043	0	0	0.00128	0.01059	0	0	0	0.00295	0	0.00032	0.00277	0	0.0054	0.02558	0.00914	0.69681	0.41163	0.09246	0.24467	0	1.33794	0.87059	0.83299	0.66526	0.00928	0.05642	0.41562	1.98552	0.15373	0.59146	0.60953	8.01284	1.88129	13.84798	4.32706	11.51498	1.40132	3.68233	1.52647	0.80023	5.30171	0.53836	0.81645	0.01785	0.12362	0.42644	1.11386	0.34121	2.79253	0.0797	1.69489	0.42021	0.41512	0.02336	0.28509	10.79383	1.31034	8.54217	0.5272	0.10386	0.41603	1.15158	0.10705	0.27619	0.94113	0.0763	0.22386	0.30704	0	0	0.14269	0.06523	0.01837	0.00518	0.01801	0.01378	0	0.00164	0.00447	0.00304	0.01698	0.02089	0.07507	0	0.01693	0.02689	0.01692	0.00141	0.01898	0.01519	0.2017	0	0.01648	0.00448	0	0.01414	0	0.14466	0.04322	0	0	0.00952	0.00919	0	0.00342	0.04558	0.39034	0.10118	0.04713	0	0.01291	0.00431	0.07514	0.01179	0.00757	0	0.0601	0.17215	0	0	0.29642	0.00704	0	0.01696	0	0	0	0.00771	0	0.0023	0.03455	0.01303	0	0.01163	0.02541	0.00926	0.00556	0	0.00774	0.00768	0	0	0.01157	0.00052	0.03517	0	0.00103	0	0.00022	0.004	0.02324	0	0.05289	0.01562	0.10835	0.21427	0.00972	0.01854	0.02486	0	0.0088	0	0.00055	0	0	0	0	0.03741	0.01591	0	0.00706	0	0.01825	0.01985	0	0	0.04093	0	0	0.04119	0.02324	0	0	0.00066	0	0.07951	0	0.01555	0.00301	0	0.15401	0.00138	0.20564	0	0.02595	0.04232	0.64645	0.00385	0.2249	0	0.18403
220500001177-E06	0.10085	0.0778	0.10836	0.03235	0.11003	0.00535	0.00611	0.00435	0.04975	0.05149	0	0.00028	0.02224	0	0.54346	0	0.03448	0.00335	0.05119	0.00915	0.04012	0	0.0321	0.03622	0.0239	0.04003	0.03252	0.11741	0.35619	0.02066	0.60682	0.45474	0.10968	0.15417	0.28237	0.82264	0.42133	0.47366	0.40763	0.01705	0.1125	0.20873	0.21392	0.16571	1.42608	0.27982	4.37659	0.32196	9.50514	2.23721	14.47768	1.56897	3.9626	2.51303	1.3427	5.20041	2.89324	1.42183	0.25228	0.13897	3.47822	2.08368	0.34743	4.997	0.1104	1.81788	1.07307	0.26124	0.02005	0.19632	6.68644	0.29987	0	0.34963	0.17473	0.85869	0.38879	0.18	0.24956	0.71457	0	0.35837	0.1928	0	0	0	0	0.122	0	0	0	0	0.01518	0.02489	0.3504	0.32906	0.07353	0.62343	0.0126	0	0.05941	0.0427	0.0441	0.02901	0.04934	0.49047	0.00094	0.0142	0.05691	0	0.08645	0.01492	0.02668	0.2588	0.24856	0	0.10394	0.07576	0	0.06165	0	0.05479	0	0.37462	0	0.04662	0	0.47054	0.13352	0.05399	0	0.17646	0.14557	0.00189	0.06557	0.00578	0.04904	0.0044	0.08177	0.01116	0	0.32959	0.13133	0.0023	0.02113	0.16929	0.61062	0.05555	0.1363	0.18099	0.05725	0	0	0.07761	0.14209	0.0256	0.22753	0.00797	0	0.37133	0.04265	0.05601	0.02682	0.01799	1.02055	0	0	0.30256	0	0.3586	2.8492	0.09419	0.17866	0.00356	0.52355	0.06273	0	0.00526	0.01287	0.11934	0	0	0.22868	0.10487	0	0.04167	0	0.11661	0.03572	0.15403	0.07007	0.04672	0.2573	0	0.18706	0.41526	0.02675	0	0.05771	0.04759	0.16257	0.03303	0.19404	0	0.00479	0.03355	0.03372	0.0563	0	0.04621	0.04974	0.41854	0.04909	0.12994	0.01143	0.75743
220500001177-E07	0.02471	0.02974	0.05937	0.01911	0.02985	0	0.11215	0.05764	0.06368	0.3862	0.12093	0.01811	0.1875	0	0.4533	0.01628	0.01606	0.00378	0.02796	0	0.05024	0.05731	0	0.00402	0	0.09679	0.0207	0.0784	0.49301	0.16174	3.27206	0.13008	0.04076	0.08346	0.3135	0.45874	0.27064	0.6591	0.31887	0.03052	0.03031	0.27571	0.35632	0.08697	2.3282	0.2567	4.65731	0.39814	4.73076	4.57703	11.68128	0.83494	3.70522	0	2.70698	1.08002	0.98896	0.98659	0	0.01745	1.88747	0.7911	0.1724	4.09108	0.04649	1.08804	1.82833	0.14694	0.01991	0.44603	9.16785	0.40086	4.41615	0.03391	0.20616	0.54011	1.04142	0.18831	0	0.93291	1.16232	3.14034	1.45952	0.0161	0	0	0	0.12177	0	0.03556	0.07955	0	0.117	0.10946	0.2468	0.68948	0.06212	0.49929	0.00416	0	0.07454	0.02423	0.06815	0.0511	0.07791	0	0.00617	0.0068	0.0683	0.00695	0.18959	0.00386	0	0.09604	0.1622	0	0.08119	0	0	0.50837	0	0	2.94012	0.24208	0	0.36138	0.03191	0	0.01815	0	0	0	0.03168	0.00165	0.10382	0	0.00165	0	0.15314	0	0	0.10851	0	0.00322	0.02912	0.32529	1.03807	0	0.33836	0.12831	1.12129	0	0	0.29364	0.29465	0.02428	0.1848	0.01561	0	0.05828	0.00665	0.03971	0.06981	0.04272	2.34565	0	0.01265	1.42775	0	0.8101	0.46511	0	0.08027	0	0.00383	0	0	0.01163	0	0.06581	0	0	0.1336	0.04379	0	0.02087	0	0.00971	0	0.09129	0.01485	0.00963	0.21368	0.07647	0.36641	0.00843	0	0.00027	0.08581	0.05718	0.12838	0	0.06911	0.01047	0.00188	0.02842	0	0	0	0	0.12101	0.01914	0	0.21654	0.00139	0.56141
220500001177-E08	0.17269	0.02849	0.12322	0.01157	0.03687	0.0175	0.41083	0.03424	0.71765	0.77164	0.0544	0.01555	0.21797	0	0.77585	0.00291	0.00641	0.08355	0.12914	0.07288	0	0.0601	0.00583	0.02348	0.03742	0.08399	0	0.24888	1.31645	0.07934	0.00989	0.1344	0.05405	0.00087	0.09015	0.33983	0.17636	0.16135	0.12719	0	0.01319	0.06469	0.00923	0.05231	3.67997	1.64816	3.12354	0.01189	0	0.23661	11.9195	0	0	0.10821	0.33648	4.2036	1.82932	0.94222	0.00464	0.043	3.54308	2.74824	0.07678	8.14815	0.00684	1.36323	0.08415	0.02574	0	0.70403	1.34432	0.23902	0.43089	0.13642	0.26465	0.81499	0.3448	0.27089	2.29307	5.75788	0.01839	3.31971	3.16755	0.00475	0	0.79058	0.21736	0.09556	0.08805	0.13321	0.0788	0	0.07548	0.04299	0.00789	0.03425	0.19863	0.82203	0.03579	2.72838	0.04136	0.25816	0.13789	0.04003	0.08228	0.59863	0.01007	0	0.2638	0.00853	0.13592	0.03715	0.66331	0.39922	0.25537	0	0.09526	0.0286	0.02006	0.13335	0.06047	1.09943	0.70885	0.87236	0	0.15821	0.0371	0.03045	0.06263	0.06561	0.0292	0.22563	0.64593	0.00482	0.06447	1.90312	0.09193	0.0875	0.20489	0.00922	0.01089	0.43695	0.18921	0.00215	0.16862	0.46524	0.7106	0.08471	0.13752	0.75935	0.11263	0.09612	0	0.09924	0.31151	0.14369	0	0.06114	0.06697	0.11268	0.03431	0.30961	0.14503	0.05087	0.45745	0	0.08193	1.7586	0.29368	0	2.13275	0.33498	0.2255	0.0346	0.02341	0.45687	0.08308	0.03828	0.08498	0.02203	0	0	0.20331	0.12568	0.01215	0.06981	0	0.05569	0.04445	0.02578	0.09529	0.60541	0.00181	0.01796	0.18017	0.07324	0	0.00085	0.02186	0.02364	0.14454	0.03516	0.01817	0.07768	0.00345	0.09519	0.08796	1.01145	0	0	0.45953	0	0.00337	0.1911	0	0.65124
220500001177-E09	0.25021	0.04739	0.16463	0.00091	0.1262	0	0	0.03099	0.24961	0.34872	0.05735	0.02876	0.18047	0.00585	1.80011	0.02612	0.01703	0.00746	0.08098	0.05017	0.01807	0.02181	0.06486	0.00529	0.00372	0.16237	0.03286	0.53143	1.59374	0.0354	0.11488	0.12857	0.04021	0.0121	0.51226	0.23207	0.13889	0.14883	0.19525	0	0.01286	0.09038	0.11668	0.0873	3.25896	0.47165	2.46551	0.0298	0.00294	0.88427	12.09406	0.02898	1.13835	0	0.39218	2.53211	1.0897	0.39882	0.04238	0.00735	2.21567	1.73441	0.16627	3.3913	0.01227	0.25332	0.21685	0.03355	0.00014	0.18493	1.64279	0.22632	0	0.11515	0.54313	0.52406	0.13088	0.10493	0	2.38815	3.02146	3.34535	3.34504	0.00803	0	0	0	0.25205	0	0.03944	0	0.03315	0.13034	0.07534	0.36676	1.2153	0.1459	0.6456	0.001	0.00326	0.04737	0.12225	0.05313	0.02793	0.11056	0.56358	0.03266	0	0.05986	0.02865	0.28364	0.32805	0.02198	0.27186	0.66334	0	0.09758	0.08322	0	0.52226	0	0.03388	0	0.51097	0	0.33662	0.03045	1.10429	0.24452	0.1354	0.00341	0.07508	0.02608	0.01016	0.25223	0	0.01241	0.0814	0.25795	0.01699	0.01589	1.68913	0.30722	0	0.09895	0.43889	1.00119	0.04319	0.42491	0.75199	0.63324	0	0	0.83689	0.52174	0.29159	0.52743	0.44916	0.03994	0.00415	0.06848	0.23968	0.11095	0.0645	7.9778	0.09987	0.39041	1.24043	0	6.01061	0.92579	0.04379	0.44741	0.03026	4.81219	0	0.14849	0.24138	0	0.22902	0	0	0.55517	0.05396	0.0021	0.03036	0	0.01926	0.00986	0.03101	0.14293	0.02255	0.38436	0	0.18514	0.48693	0.01824	0	0.11319	0.08518	0.08492	0.03265	0.08691	0.06786	0.00785	0	0.00261	0.0043	0	0	0	0.16628	0.00664	0.36119	0.00882	0.30144
220500001177-F01	0.02272	0.14168	0.0913	0	0.21632	0	0	0	0.01175	0.02244	0.01019	0	0.00806	0	1.13386	0.00373	0.02193	0	0.15101	0.11483	0	0.11077	0.00635	0.02177	0	0.78261	0	0.4547	0.18055	0.25685	0.82031	0.13341	0.08586	0.00898	2.60315	0.21697	0.02411	0.02705	0.03001	0.04428	0.0969	0.5284	0.05022	0.04008	0.089	0.02173	0.27419	0.10502	0.12061	3.67375	9.9787	0.07785	2.29248	0.01843	0.24316	0.65093	2.72463	0.48129	0.67433	0.08885	5.68004	3.40516	0.01663	5.1952	0.19065	0.5359	0.88025	0.28419	0.00338	0.08747	2.28014	0.00083	0	0.17212	0.00327	0.14298	0	5.07796	0.20419	0.52914	0.02525	0.00074	0.14673	0	0	0	0	0.58144	0	0.09715	0.05998	0	0.18596	0.05496	0.0138	2.078	0.0178	1.03788	0.05627	0.8312	0.15022	0.10093	0.59251	0.26405	0.08287	0	0.03417	0	0.38575	0.01305	0.57168	0	0	0.05812	0.0296	0	0.2691	0.00237	0	0.33544	0	0.55749	3.72179	0.12611	0.30257	0.42196	0.06094	0	0	0	0	0	0	0	0.435	0.05791	0.051	0.03955	0.11733	0	0	5.71669	0.67104	0	0	0.67944	0.86791	0	0.14575	0.00329	2.59716	0	0	0.08901	0.08909	0	0	0.00262	0.06242	0	0.02734	0.073	0.19676	0.18468	9.72006	0	0.03706	0.60065	0	0.05191	0.51809	0	0.6049	0.00665	0	0	0.02681	0	0	0.14413	0.03565	0	0.33563	0.06092	0.03251	0.00933	0	0	0	0.97338	0.03816	0	0	0	0.32089	0	0.02258	0	0.04727	0.08455	0.04942	0	0	0.00058	0.00344	0	0	0	0.00481	0.08741	0	0.0565	0.16441	0.42813	0.07485	4.85614
220500001177-F02	0.22215	0.04469	0.18469	0.00364	0.0687	0.00127	0	0.00215	0.08035	0.08137	0	0	0.02048	0.01941	0.61938	0.03042	0.05018	0.00497	0.04823	0.01642	0	0	0.00678	0	0	0.03255	0	0.2676	0.36622	0.05915	0.33093	0.28946	0.12451	0.03231	0.57213	1.14032	0.05187	0.08037	0.13983	0.07967	0.14695	0.2981	0.27249	0.16275	0.64379	0.3635	2.36433	0.27184	0	3.32215	7.46156	0.22874	1.04828	1.43985	0.43005	2.15973	3.43135	1.57204	0.71975	0.22019	3.79447	7.09601	0.37509	13.00395	0.15057	1.17268	0.55618	0.21792	0.00697	0.24999	2.88544	0.13405	0	3.42461	0.09467	1.21677	0.06606	0.36643	0.20596	2.43983	0.41016	0.49366	0.82373	0	0	1.01797	0.09329	0.02723	0.05828	0.06254	0.17976	0	0.0784	0.13666	0.35138	0.03476	0.07023	1.40118	0.03014	1.65916	0.09125	0.47083	0.42583	0.34406	0.05734	0.35117	0.00766	0.02428	0.17661	0.01626	0.11799	0	0.39199	0.61269	0.03149	0	0.07474	0.11581	0	0.23887	0.26668	0.70781	1.53355	0.29736	1.61889	0.19105	0.09597	0.71192	0.33986	0	0.00629	0.09826	0.35071	0.00121	0.004	1.61428	0.09817	0	0.12281	0.0143	0.01096	0.67717	0.19259	0.05956	0.06162	0.11905	1.13245	0.04626	0.05337	0.25879	0.56945	0.05632	0	0.07947	0.12793	0.0135	0	0.05137	0.05199	0.01301	0.00184	0.10839	0.07097	0.02784	0	0	0.44224	0.51655	0.03917	0	3.13662	0.03757	0.27541	0.02069	0.02377	0.05491	0.03973	0.05432	0	0.11905	0	0	0.13105	0.11417	0	0.01342	0	0.19949	0.08031	0.04529	0.07698	0.2123	0	7e-04	0.17996	0.1167	0	0.00057	0.044	0.02962	0.0887	0.01871	0.27141	0.02274	0	0	0.00539	0	0	0	0.05589	0.05492	0.05916	0.20446	0	1.78281
