Residuals	weight_grams_scaled	lipocalin2_pg_ml_scaled	number_of_pups_scaled	genotype
PWY0-42|2-methylcitrate cycle I	0.764322478476856	0.0436765936596754	0.00604997810147175	0.108315770792626	0.0776351789693715
PWY0-845|superpathway of pyridoxal 5-phosphate biosynthesis and salvage	0.694243972609388	0.183714966053171	0.120276267740821	0.00176479359662038	0
PWY4FS-7|phosphatidylglycerol biosynthesis I (plastidic)	0.88272511593665	0.010894559368484	0.0597562641713081	0.0466240605235576	0
PWY4FS-8|phosphatidylglycerol biosynthesis II (non-plastidic)	0.88272511593665	0.010894559368484	0.0597562641713081	0.0466240605235576	0
PWY4LZ-257|superpathway of fermentation (Chlamydomonas reinhardtii)	0.705371836487007	0.0191314096639038	0.250394811484739	0.0251019423643509	0
PWY66-389|phytol degradation	0.83972121906315	0.00283168552386327	0.117230110869949	0.0402169845430386	0
PWY66-399|gluconeogenesis III	0.858297569201972	6.5704866465352e-05	0.00163893810622083	0.0299388912685479	0.110058896556794
PWY66-429|fatty acid biosynthesis initiation (mitochondria)	0.864197910703924	0.0281229966431769	0.0113040542375419	0.00203633365312409	0.0943387047622333
PYRIDNUCSYN-PWY|NAD de novo biosynthesis I (from aspartate)	0.744292587371145	0.214615817101561	0.0201751711455727	0.0209164243817206	0
PYRIDOXSYN-PWY|pyridoxal 5-phosphate biosynthesis I	0.714272543001865	0.166579720466603	0.118276867153187	0.000870869378344663	0
RHAMCAT-PWY|L-rhamnose degradation I	0.800119171778203	0.0867893057231168	2.41061861183707e-05	0.0190948112413769	0.093972605071185
RIBOSYN2-PWY|flavin biosynthesis I (bacteria and plants)	0.919354216715902	0.0775705859659258	0.00226317402407327	0.000812023294099035	0
SALVADEHYPOX-PWY|adenosine nucleotides degradation II	0.706321391443884	0.0708966634267388	0.182946373578903	0.0398355715504744	0
SER-GLYSYN-PWY|superpathway of L-serine and glycine biosynthesis I	0.868652204310633	0.00596290906026862	0.0131637857070988	0.112221100922	0
TCA|TCA cycle I (prokaryotic)	0.767521288665323	0.0269231897566538	0.17587160850829	0.0296839130697328	0
THISYNARA-PWY|superpathway of thiamine diphosphate biosynthesis III (eukaryotes)	0.920350376871504	0.0139477695368159	0.0566146351350501	0.00908721845662999	0
THRESYN-PWY|superpathway of L-threonine biosynthesis	0.44407382815368	0.000459597046587255	5.36627872160114e-05	0.0249721645468528	0.530440747465664
TRNA-CHARGING-PWY|tRNA charging	0.717811421814113	0.248967728786918	0.0092448794404332	0.0239759699585361	0
UDPNAGSYN-PWY|UDP-N-acetyl-D-glucosamine biosynthesis I	0.954921905024222	2.81609224113047e-05	5.95368074142955e-06	0.0193915822084559	0.0256523981641688
VALSYN-PWY|L-valine biosynthesis	0.833894490749307	0.00176065386126384	0.0999424921830667	0.0644023632063622	0
