Residuals	number_of_pups_scaled	lipocalin2_pg_ml_scaled	weight_grams_scaled	genotype
K00949|thiamine pyrophosphokinase [EC.2.7.6.2]	0.815422635823058	0.0281626772694574	0.153386323612903	0.00302836329458151	0
K00951|GTP pyrophosphokinase [EC.2.7.6.5]	0.961117224765024	0.0119632937564877	0.00591891642675866	0.0210005650517298	0
K00954|pantetheine-phosphate adenylyltransferase [EC.2.7.7.3]	0.787601927886437	0.0928698296899562	0.0732076760369188	0.0463205663866876	0
K00956|sulfate adenylyltransferase subunit 1 [EC.2.7.7.4]	0.827308604609358	0.00752754273943474	0.0319776055842527	0.00401280614957601	0.129173440917379
K00957|sulfate adenylyltransferase subunit 2 [EC.2.7.7.4]	0.967753146734888	1.6657621169234e-05	0.0135903228020196	0.0186398728419234	0
K00958|sulfate adenylyltransferase [EC.2.7.7.4]	0.877473256376128	0.000126583648829662	0.0302101278452958	0.0921900321297463	0
K00962|polyribonucleotide nucleotidyltransferase [EC.2.7.7.8]	0.969443812419014	0.00433838642157012	0.0034724622921938	0.0227453388672224	0
K00965|UDPglucose--hexose-1-phosphate uridylyltransferase [EC.2.7.7.12]	0.857522669667767	0.08710092934005	0.0443083710243103	0.0110680299678728	0
K00969|nicotinate-nucleotide adenylyltransferase [EC.2.7.7.18]	0.875074170507656	0.00201360819300623	0.00351530934490828	0.0110348209015017	0.108362091052928
K00970|poly(A) polymerase [EC.2.7.7.19]	0.779549173623547	0.0602067758946822	0.0475999885176411	0.0227923336454286	0.0898517283187007
K00971|mannose-1-phosphate guanylyltransferase [EC.2.7.7.13]	0.939502346186088	0.0414787605392981	0.00961017150665544	0.00940872176795891	0
K00973|glucose-1-phosphate thymidylyltransferase [EC.2.7.7.24]	0.878417340347359	0.00461520106514362	0.0280692895487102	0.088898169038787	0
K00974|tRNA nucleotidyltransferase (CCA-adding enzyme) [EC.2.7.7.72 3.1.3.- 3.1.4.-]	0.730506683940198	0.107208447719677	0.0465786897966356	0.0785032119243093	0.0372029666191803
K00975|glucose-1-phosphate adenylyltransferase [EC.2.7.7.27]	0.896679351036795	0.00115387400628198	0.00410310586576418	0.0980636690911591	0
K00978|glucose-1-phosphate cytidylyltransferase [EC.2.7.7.33]	0.563311935097691	0.0126583254280565	0.384066805143067	0.0399629343311848	0
K00979|3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase) [EC.2.7.7.38]	0.974312572820439	3.0768395497261e-06	0.00149808435825592	0.0241862659817551	0
K00981|phosphatidate cytidylyltransferase [EC.2.7.7.41]	0.893807654663299	0.0126742582502344	0.0138034855129666	0.0472979979618285	0.0324166036116716
K00983|N-acylneuraminate cytidylyltransferase [EC.2.7.7.43]	0.721683433954892	0.0299181260955661	0.00755955886745854	0.0919836527144292	0.148855228367654
K00995|CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase [EC.2.7.8.5]	0.790838040174237	0.00999284321000651	0.149283399690614	0.0498857169251422	0
K00997|holo-[acyl-carrier protein] synthase [EC.2.7.8.7]	0.859782806382781	0.0489640370149506	0.0371070731846027	0.0541460834176653	0
K01000|phospho-N-acetylmuramoyl-pentapeptide-transferase [EC.2.7.8.13]	0.849867070816341	0.140924318015191	0.00402509206972162	0.00518351909874604	0
K01006|pyruvate, orthophosphate dikinase [EC.2.7.9.1]	0.960343535057873	0.00288131023285555	0.0171202064820939	0.019654948227178	0
K01008|selenide, water dikinase [EC.2.7.9.3]	0.758417322663287	0.00465011919837539	0.0431044929595631	0.0849695830156906	0.108858482163084
K01012|biotin synthase [EC.2.8.1.6]	0.927298002060802	0.0372880699758937	0.00410384454794296	0.000747676842466157	0.0305624065728953
K01042|L-seryl-tRNA(Ser) seleniumtransferase [EC.2.9.1.1]	0.829992721994772	0.108786492363234	0.000233079210684247	0.00296088083784891	0.0580268255934612
K01056|peptidyl-tRNA hydrolase, PTH1 family	0.972932141292489	0.00327885544238599	0.0222368567250941	0.00155214654003097	0
K01058|phospholipase A1 [EC.3.1.1.32 3.1.1.4]	0.792220300874557	0.0383107338087068	0.00706074262406444	0.0339205858119507	0.128487636880721
K01082|3(2), 5-bisphosphate nucleotidase [EC.3.1.3.7]	0.994767879194939	0.00518440333502961	9.10377248773088e-06	3.86136975438317e-05	0
K01091|phosphoglycolate phosphatase [EC.3.1.3.18]	0.954678203639837	0.0103498206394716	0.000283783420075108	0.0346881923006161	0
K01092|myo-inositol-1(or 4)-monophosphatase [EC.3.1.3.25]	0.910369232340379	6.34194186959246e-06	0.00641951170450506	0.0514971390882054	0.0317077749250409
K01095|phosphatidylglycerophosphatase A [EC.3.1.3.27]	0.798694175654205	0.00226972498688318	0.0594464404322368	0.0475291900357494	0.092060468890926
K01104|protein-tyrosine phosphatase	0.826568204720004	0.00927008811712965	0.102335516037349	0.0618261911255167	0
K01119|2,3-cyclic-nucleotide 2-phosphodiesterase | 3-nucleotidase [EC.3.1.4.16 3.1.3.6]	0.755323522246999	0.0133243738150462	0.226314283280825	0.00503782065713009	0
K01126|glycerophosphoryl diester phosphodiesterase [EC.3.1.4.46]	0.934551700987316	0.019831929369307	0.0374823635453514	0.00813400609802511	0
K01129|dGTPase [EC.3.1.5.1]	0.863386823995032	0.0559753203177624	0.0736113337787015	0.00702652190850427	0
K01142|exodeoxyribonuclease III [EC.3.1.11.2]	0.794898561539166	0.00385988979903635	0.0230624645195198	0.097219597233635	0.0809594869086428
K01151|deoxyribonuclease IV [EC.3.1.21.2]	0.931628707829808	0.0200959514407709	0.0432855579041379	0.00498978282528312	0
K01153|type I restriction enzyme, R subunit	0.598093270378469	0.0830628724954893	0.054888624479014	0.197932322829525	0.0660229098175033
K01154|type I restriction enzyme, S subunit	0.91982065560089	0.0340062113626948	3.2477223452809e-06	0.0461698853140696	0
K01156|type III restriction enzyme	0.849370532804838	0.00244829490852538	0.0753432824853812	0.0728378898012554	0
K01159|crossover junction endodeoxyribonuclease RuvC [EC.3.1.22.4]	0.936557513754841	0.00456148400575394	0.0315149296437031	0.0273660725957019	0
K01163|hypothetical protein	0.794151629500936	0.0123053336660199	0.0523047828435381	0.00176031651391557	0.13947793747559
K01187|alpha-glucosidase [EC.3.2.1.20]	0.86974529978023	0.0518435147387458	0.0552955640792172	0.00108430045377031	0.0220313209480365
K01193|beta-fructofuranosidase [EC.3.2.1.26]	0.688160448624256	0.013638366095227	0.00166265724791215	0.00439425685203407	0.292144271180571
K01205|alpha-N-acetylglucosaminidase [EC.3.2.1.50]	0.945922640010856	0.052535127130025	7.93445646065117e-05	0.00146288829451192	0
K01206|alpha-L-fucosidase [EC.3.2.1.51]	0.892287693156929	0.00149051946234351	0.00151590612009328	0.0097251455295767	0.0949807357310574
K01220|6-phospho-beta-galactosidase [EC.3.2.1.85]	0.825630211294724	0.0548349932167928	0.0683191616286437	0.0512156338598394	0
K01223|6-phospho-beta-glucosidase [EC.3.2.1.86]	0.899464134105272	0.00506854333532091	0.0549662564040177	0.0405010661553889	0
K01241|AMP nucleosidase [EC.3.2.2.4]	0.831903414239426	0.106715606468103	0.0608347062864007	0.000546273006070559	0
K01243|adenosylhomocysteine nucleosidase [EC.3.2.2.9]	0.88717725049936	0.0618016893039307	0.0248063062864435	8.35609796671649e-05	0.0261311929305984
K01251|adenosylhomocysteinase [EC.3.3.1.1]	0.936342589214582	0.00143427776925898	0.0619632690834437	0.000259863932715707	0
K01255|leucyl aminopeptidase [EC.3.4.11.1]	0.54965781303403	0.0890000710343028	0.0613556491615102	0.0953029484103812	0.204683518359776
K01258|tripeptide aminopeptidase	0.912493135426497	0.0145458564399945	0.070728252084963	0.00223275604854599	0
K01262|X-Pro aminopeptidase	0.93663853792845	2.96460070273181e-07	0.00316118683549146	0.0601999787759879	0
K01265|methionyl aminopeptidase	0.79568619137926	1.10779775005439e-07	0.0317021381668457	0.025645356928747	0.146966202745372
K01267|aspartyl aminopeptidase	0.97834003485213	0.0167822864109084	0.00234712322922236	0.00253055550773885	0
K01270|dipeptidase D [EC.3.4.13.-]	0.95744916244733	6.49128284944775e-06	0.00831578583940692	0.0342285604304141	0
K01277|dipeptidyl-peptidase III	0.907448981677659	0.0142072810088228	0.0133982569529469	0.0649454803605716	0
K01278|dipeptidyl-peptidase 4 [EC.3.4.14.5]	0.948641288804928	0.0426257571278122	0.00845704184711334	0.00027591222014649	0
K01284|peptidyl-dipeptidase Dcp	0.892670419138529	0.0391581677936988	0.0116674754300784	0.0565039376376937	0
K01297|muramoyltetrapeptide carboxypeptidase	0.878724372370619	2.41219329530162e-05	0.000343198870639313	0.120908306825789	0
K01338|ATP-dependent Lon protease [EC.3.4.21.53]	0.763753640886666	0.00233363562159224	0.0946355213486502	0.0400348676500327	0.0992423344930586
K01356|repressor LexA	0.849783128208122	0.0526091675541747	0.0959349486614938	0.00167275557620983	0
K01358|ATP-dependent Clp protease, protease subunit [EC.3.4.21.92]	0.872742636564715	0.0542483931402882	0.0657384590556682	0.00727051123932837	0
K01361|lactocepin	0.877392321190641	0.0775174626471057	0.0317584729274656	0.013331743234788	0
K01372|bleomycin hydrolase	0.831328358912148	0.00362816401180474	0.0228162313263324	0.142227245749715	0
K01409|O-sialoglycoprotein endopeptidase	0.827577154510669	0.000144639772461392	0.111249795818168	0.0610284098987016	0
K01419|ATP-dependent HslUV protease, peptidase subunit HslV	0.905492753235457	0.00163392867096817	0.000138939117809023	0.0154378336966868	0.0772965452790794
K01424|L-asparaginase [EC.3.5.1.1]	0.95397848401826	0.000553127543395426	0.0172083820258345	0.0282600064125103	0
K01425|glutaminase [EC.3.5.1.2]	0.876763724840028	0.000150957334776474	0.0591949727273485	0.0638903450978466	0
K01428|urease subunit alpha [EC.3.5.1.5]	0.994926854770694	0.00178366188918557	0.00025629052903488	0.00303319281108588	0
K01433|formyltetrahydrofolate deformylase [EC.3.5.1.10]	0.892826878387069	0.0458692035784909	1.5574578213088e-07	0.00805606363879502	0.0532476986498627
K01439|succinyl-diaminopimelate desuccinylase [EC.3.5.1.18]	0.768469866947664	0.0612725088613847	0.00752038717539791	0.0244280372108671	0.138309199804686
K01442|choloylglycine hydrolase [EC.3.5.1.24]	0.725047013759248	0.0246886280584669	0.00301151336351407	0.00254949221249496	0.244703352606276
K01443|N-acetylglucosamine-6-phosphate deacetylase [EC.3.5.1.25]	0.806411642149175	0.00443723830984782	0.00218606205598746	0.0624373920070533	0.124527665477936
K01448|N-acetylmuramoyl-L-alanine amidase [EC.3.5.1.28]	0.752167052115095	0.0589152199735108	0.00167646413635852	0.0812611732810384	0.105980090493997
K01465|dihydroorotase [EC.3.5.2.3]	0.843846856193024	0.0159538195035254	0.0279180820484674	0.112281242254983	1.69421902350844e-16
K01468|imidazolonepropionase [EC.3.5.2.7]	0.830961076361877	0.0910850958658952	0.0340456576046657	0.0439081701675619	0
K01478|arginine deiminase [EC.3.5.3.6]	0.876253340012028	0.105224712138159	0.0175554097291955	0.000966538120617348	0
K01480|agmatinase [EC.3.5.3.11]	0.97986230568214	0.00232541920722271	0.0141777046297164	0.0036345704809214	0
K01486|adenine deaminase [EC.3.5.4.2]	0.860978758403835	0.0155529444280208	0.0739758345052341	0.0494924626629096	0
K01489|cytidine deaminase [EC.3.5.4.5]	0.987680802206162	0.00710814903017324	0.00121840593721343	0.00399264282645117	0
K01491|methylenetetrahydrofolate dehydrogenase (NADP+) | methenyltetrahydrofolate cyclohydrolase [EC.1.5.1.5 3.5.4.9]	0.917345990657094	0.0453354050778316	0.0351689808881235	0.00214962337695069	0
K01493|dCMP deaminase [EC.3.5.4.12]	0.909222397618875	0.00947529320256303	0.000702761695505478	0.0805995474830564	0
K01494|dCTP deaminase [EC.3.5.4.13]	0.881442828999657	0.0121788398678594	0.0284223323622058	0.0146845712168118	0.0632714275534661
K01495|GTP cyclohydrolase I [EC.3.5.4.16]	0.958932299165569	0.0309426444121613	0.00615575774741958	0.00396929867485002	0
K01497|GTP cyclohydrolase II [EC.3.5.4.25]	0.760269509821876	0.0740327382195563	0.059201085685646	0.0486107230548111	0.0578859432181106
K01512|acylphosphatase [EC.3.6.1.7]	0.90883265576597	0.0658590183746805	0.0184284484730624	0.00687987738628657	0
K01520|dUTP pyrophosphatase [EC.3.6.1.23]	0.76143215139191	0.0130539230643775	0.0466596011114769	9.69471777748139e-05	0.178757377254461
K01533|Cu2+-exporting ATPase	0.922180744883371	0.0164096009303005	0.0108076835671644	0.0188542077945605	0.0317477628246032
K01534|Zn2+-exporting ATPase	0.917153463473286	0.0386857778037114	0.00553068825694904	0.0366545265488306	0.00197554391722292
K01537|Ca2+-transporting ATPase	0.868849349981527	0.0650665410065404	0.0510253486378746	0.015058760374058	0
K01546|K+-transporting ATPase ATPase A chain [EC.3.6.3.12]	0.860835204073228	0.00190265077457544	0.0250949219058783	0.112167223246318	0
K01575|acetolactate decarboxylase [EC.4.1.1.5]	0.712268100647538	0.00111005976868116	0.0295363425151318	0.00174047371567858	0.25534502335297
K01579|aspartate 1-decarboxylase [EC.4.1.1.11]	0.960360220716088	0.00140856027211314	0.000856169713700656	0.0373750492980983	0
K01585|arginine decarboxylase [EC.4.1.1.19]	0.942265588222026	0.0195037225607617	0.0201306775906643	0.0181000116265486	0
K01586|diaminopimelate decarboxylase [EC.4.1.1.20]	0.829762708331784	0.0326792555659369	0.124365142994679	0.0131928931076002	0
K01588|5-(carboxyamino)imidazole ribonucleotide mutase [EC.5.4.99.18]	0.800363080726916	0.00351116885621274	0.00256083148363481	0.11092753933164	0.0826373796015964
K01589|5-(carboxyamino)imidazole ribonucleotide synthase [EC.6.3.4.18]	0.799818074267091	0.0077767648412521	0.0202489074237533	0.172156253467903	0
K01591|orotidine-5-phosphate decarboxylase [EC.4.1.1.23]	0.891252539795387	0.0295366218467289	0.030226775399989	0.0489840629578951	0
K01595|phosphoenolpyruvate carboxylase [EC.4.1.1.31]	0.738123946274906	0.128594528805868	0.119604659735482	0.0136768651837442	0
K01597|diphosphomevalonate decarboxylase [EC.4.1.1.33]	0.835745340474022	0.0919113573077617	0.0216334988269474	0.000689172511406482	0.050020630879862
K01599|uroporphyrinogen decarboxylase [EC.4.1.1.37]	0.862353606504912	0.106580289483232	4.89164449494439e-06	0.00788098763091808	0.0231802247364431
K01607|4-carboxymuconolactone decarboxylase [EC.4.1.1.44]	0.970784561317608	4.34165978923965e-06	0.0290513556782357	0.000159741344367188	0
K01610|phosphoenolpyruvate carboxykinase (ATP) [EC.4.1.1.49]	0.973065365920199	0.000620192004362939	0.0256532458238708	0.000661196251567503	0
K01613|phosphatidylserine decarboxylase [EC.4.1.1.65]	0.758297699446432	0.0216920470216151	0.0463944017885858	0.0525696750828018	0.121046176660565
K01619|deoxyribose-phosphate aldolase [EC.4.1.2.4]	0.928721588253748	0.000173051032771768	0.0530161369613051	0.0180892237521756	0
K01620|threonine aldolase [EC.4.1.2.48]	0.965917648083743	1.37690672479655e-06	0.0232274388691186	0.0108535361404137	0
K01624|fructose-bisphosphate aldolase, class II [EC.4.1.2.13]	0.751677654672884	0.0187208875363668	0.0207451737625069	0.208856284028243	0
K01626|3-deoxy-7-phosphoheptulonate synthase [EC.2.5.1.54]	0.946660133672165	0.00584513752497724	0.0167936209597176	0.0307011078431402	0
K01627|2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase) [EC.2.5.1.55]	0.91767119594276	0.040551379452794	0.00124755996297865	0.0405298646414678	0
K01629|rhamnulose-1-phosphate aldolase [EC.4.1.2.19]	0.932743261101197	0.00785370562256149	4.57039850434465e-07	0.0594025762363911	0
K01633|dihydroneopterin aldolase | 7,8-dihydroneopterin epimerase [EC.4.1.2.25 5.1.99.8]	0.695634945566569	0.141127662892534	0.00889687215326143	0.112988368041677	0.0413521513459595
K01639|N-acetylneuraminate lyase [EC.4.1.3.3]	0.636261602603505	0.161361323188427	0.00193121361618916	0.172561347385272	0.0278845132066067
K01640|hydroxymethylglutaryl-CoA lyase [EC.4.1.3.4]	0.742575710076777	0.164132790694823	0.0287104247103114	0.0645810745180885	0
K01641|hydroxymethylglutaryl-CoA synthase [EC.2.3.3.10]	0.942330483940109	0.0139525811359256	0.0025393521095088	0.0411775828144566	0
K01643|citrate lyase subunit alpha | citrate CoA-transferase [EC.2.8.3.10]	0.978921986454552	0.00212513365082677	0.0176810653568283	0.0012718145377933	0
K01649|2-isopropylmalate synthase [EC.2.3.3.13]	0.778907422828828	0.0689887870454624	0.00443052413184761	0.031555577675953	0.116117688317909
K01657|anthranilate synthase component I [EC.4.1.3.27]	0.790590038273279	0.058954626107325	0.0265353941135676	0.0205122102669811	0.103407731238847
K01659|2-methylcitrate synthase [EC.2.3.3.5]	0.896293505040201	0.00149202940464046	0.0259631523519398	0.0142849648715382	0.0619663483316809
K01662|1-deoxy-D-xylulose-5-phosphate synthase [EC.2.2.1.7]	0.938754876415176	0.0109105825937127	0.0360158569787762	0.0143186840123347	0
K01667|tryptophanase [EC.4.1.99.1]	0.804241199151386	0.107336049743479	0.0272493515960835	0.0611733995090515	0
K01673|carbonic anhydrase [EC.4.2.1.1]	0.937916917472427	0.000469242117853586	0.0262191662508125	0.035394674158907	0
K01674|carbonic anhydrase [EC.4.2.1.1]	0.897770117657864	0.0863242897006325	0.0152561252538439	0.000649467387659305	0
K01676|fumarate hydratase, class I [EC.4.2.1.2]	0.94813881767924	0.00808242428915594	0.00196014600362621	0.0418186120279776	0
K01678|fumarate hydratase subunit beta [EC.4.2.1.2]	0.691311595333091	0.0699625577917516	0.0194533253663303	0.0112606752668284	0.208011846241998
K01682|aconitate hydratase 2 | 2-methylisocitrate dehydratase [EC.4.2.1.3 4.2.1.99]	0.869538170831029	0.0868952590409619	0.00042769769291537	0.0144962534736645	0.0286426189614296
K01685|altronate hydrolase [EC.4.2.1.7]	0.985201938305017	0.00384448602137674	0.0032886169075307	0.00766495876607519	0
K01686|mannonate dehydratase [EC.4.2.1.8]	0.921971842221253	0.0285648756551408	0.00156235575608865	0.0479009263675176	0
K01687|dihydroxy-acid dehydratase [EC.4.2.1.9]	0.886202645243799	0.0150986628274237	0.000645812987067587	4.31853561708696e-05	0.0980096935855393
K01689|enolase [EC.4.2.1.11]	0.794670733949427	0.0425309706698184	0.132022233192329	0.0307760621884255	0
K01693|imidazoleglycerol-phosphate dehydratase [EC.4.2.1.19]	0.920374032398549	0.00704072244632437	0.000323888018002223	3.13465394958048e-06	0.0722582224831754
K01695|tryptophan synthase alpha chain [EC.4.2.1.20]	0.874953237243027	0.00331151401463751	0.00271315243735875	0.0325060782857932	0.0865160180191839
K01696|tryptophan synthase beta chain [EC.4.2.1.20]	0.773751214723565	0.000408422247134582	0.000608890968119991	0.0810311537748431	0.144200318286338
K01698|porphobilinogen synthase [EC.4.2.1.24]	0.899842678782443	0.0412199455351747	0.00206619500132743	0.0568711806810551	0
K01703|3-isopropylmalate|(R)-2-methylmalate dehydratase large subunit [EC.4.2.1.33 4.2.1.35]	0.742212670157726	0.0607281119069832	0.0225738994897139	0.0225373804805645	0.151947937965012
K01704|3-isopropylmalate|(R)-2-methylmalate dehydratase small subunit [EC.4.2.1.33 4.2.1.35]	0.866350262306639	0.012822968199313	0.00155433738036111	0.119272432113687	0
K01710|dTDP-glucose 4,6-dehydratase [EC.4.2.1.46]	0.815797393532556	0.0292072715884459	0.0483589996237473	0.106636335255251	0
K01711|GDPmannose 4,6-dehydratase [EC.4.2.1.47]	0.964512866464428	0.00504643754945976	0.011755478096004	0.0186852178901082	0
K01712|urocanate hydratase [EC.4.2.1.49]	0.722520850750121	0.150876284211459	0.0532519427322904	0.073350922306129	0
K01714|4-hydroxy-tetrahydrodipicolinate synthase [EC.4.3.3.7]	0.943148771201748	0.0519079804930847	6.22889406944941e-06	0.00493701941109777	0
K01719|uroporphyrinogen-III synthase [EC.4.2.1.75]	0.91736064651691	0.0429743449653345	0.0128015239444776	0.026863484573278	0
K01733|threonine synthase [EC.4.2.3.1]	0.771130023366611	0.0204411625417353	0.00614648947827138	7.16503492487439e-05	0.202210674264133
K01734|methylglyoxal synthase [EC.4.2.3.3]	0.952026012631136	0.00883363751792346	0.0342710412558465	0.00486930859509457	0
K01735|3-dehydroquinate synthase [EC.4.2.3.4]	0.896190787685464	0.005895567476852	0.081326586321124	0.0165870585165599	0
K01736|chorismate synthase [EC.4.2.3.5]	0.949197007711129	0.0184821545507678	0.0175468881720655	0.0139946658907907	0.000779283675246837
K01737|6-pyruvoyltetrahydropterin|6-carboxytetrahydropterin synthase [EC.4.2.3.12 4.1.2.50]	0.811233174576458	0.082324206247666	0.00591288818664049	0.0242827419609759	0.0762469890282596
K01738|cysteine synthase A [EC.2.5.1.47]	0.84091644645091	0.000343999599158613	0.00811730910354113	0.0707178499625363	0.0799043948838541
K01740|O-acetylhomoserine (thiol)-lyase [EC.2.5.1.49]	0.858970876975758	0.0260719917437015	0.028616600025274	0.086340531255267	0
K01744|aspartate ammonia-lyase [EC.4.3.1.1]	0.927580024477002	0.0376680978103496	0.0141326585456167	0.0206192191670319	0
K01745|histidine ammonia-lyase [EC.4.3.1.3]	0.851208202500818	0.0423917720056307	0.0175602745871533	0.0888397509063981	0
K01749|hydroxymethylbilane synthase [EC.2.5.1.61]	0.543217985705283	0.144702929635606	0.0970068435902401	0.0547752467074487	0.160296994361423
K01752|L-serine dehydratase [EC.4.3.1.17]	0.823528159126077	0.0623180095548327	0.107897610741817	0.00625622057727319	0
K01754|threonine dehydratase [EC.4.3.1.19]	0.998025704048247	5.39371206734123e-06	9.1287689429514e-05	0.00187761455025658	0
K01755|argininosuccinate lyase [EC.4.3.2.1]	0.889562057999718	0.000721264311094633	3.54055177751087e-06	0.00248555921730013	0.10722757792011
K01756|adenylosuccinate lyase [EC.4.3.2.2]	0.950370791762815	0.00806244402451513	0.0351123695049102	0.00645439470775931	0
K01759|lactoylglutathione lyase [EC.4.4.1.5]	0.885452824405145	0.0103433799846859	0.0439571806063106	0.00131906762066544	0.0589275473831933
K01760|cystathionine beta-lyase [EC.4.4.1.8]	0.932969828207235	0.0183820703005053	0.00981232973248145	0.0388357717597779	0
K01770|2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase [EC.4.6.1.12]	0.764867937081839	0.126683605157952	0.108446215790137	2.24197007243391e-06	0
K01772|ferrochelatase [EC.4.99.1.1]	0.853076130772838	0.029523937190789	0.0489980663080132	0.0476089054536602	0.0207929602746998
K01775|alanine racemase [EC.5.1.1.1]	0.855369586578401	0.0269656563400546	0.103434436183083	0.0142303208984622	0
K01776|glutamate racemase [EC.5.1.1.3]	0.83828072177613	0.000434802933319463	0.118264695997441	0.0389786124642549	0.00404116682885398
K01778|diaminopimelate epimerase [EC.5.1.1.7]	0.904637714703399	0.047819008917851	6.66426337702205e-07	0.0475426099524125	0
K01779|aspartate racemase [EC.5.1.1.13]	0.934410291963389	1.34683572794542e-06	0.0530101568821561	0.0125782043187266	0
K01783|ribulose-phosphate 3-epimerase [EC.5.1.3.1]	0.897523656327189	0.00908219331158998	0.0544991187842948	0.0388950315769265	0
K01784|UDP-glucose 4-epimerase [EC.5.1.3.2]	0.782261221657961	8.54109952498139e-06	0.0476803012015734	0.170049936040941	0
K01785|aldose 1-epimerase [EC.5.1.3.3]	0.911878664687831	0.0251603130278471	0.0176827201171169	0.045278302167205	0
K01788|N-acylglucosamine-6-phosphate 2-epimerase [EC.5.1.3.9]	0.872754863968737	0.0507916984416194	0.0514691167550276	0.0249843208346156	0
K01790|dTDP-4-dehydrorhamnose 3,5-epimerase [EC.5.1.3.13]	0.7863318613348	0.0186186574640893	0.0833466053768739	0.111702875824237	0
K01791|UDP-N-acetylglucosamine 2-epimerase (non-hydrolysing) [EC.5.1.3.14]	0.791218013935123	0.10626126465918	0.00109728200280826	0.0111605087701889	0.0902629306326996
K01803|triosephosphate isomerase (TIM) [EC.5.3.1.1]	0.968835060948591	2.26412536697999e-06	0.0183762181065378	0.0127864568195043	0
K01804|L-arabinose isomerase [EC.5.3.1.4]	0.99003942035506	0.00323446359398104	0.000203765984365155	0.00652235006659385	0
K01805|xylose isomerase [EC.5.3.1.5]	0.969670363413689	0.00577528912814534	0.00759527181036518	0.0169590756478005	0
K01807|ribose 5-phosphate isomerase A [EC.5.3.1.6]	0.868086634380213	0.0360804543245197	0.0943212531771086	0.00151165811815828	0
K01808|ribose 5-phosphate isomerase B [EC.5.3.1.6]	0.966910782857869	0.00289791078857135	0.00198304791538226	0.00516350764571802	0.0230447507924592
K01810|glucose-6-phosphate isomerase [EC.5.3.1.9]	0.981496354445796	0.00279734088929865	0.0157055575293473	7.47135557953145e-07	0
K01812|glucuronate isomerase [EC.5.3.1.12]	0.9656584978878	0.0328993269221717	0.000211217019973681	0.00123095817005448	0
K01813|L-rhamnose isomerase [EC.5.3.1.14]	0.969416952664519	0.000446198468811882	0.0258598492307958	0.00427699963587322	0
K01814|phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase [EC.5.3.1.16]	0.995907298677537	0.000744768109300405	5.63226352620711e-06	0.00334230094963583	0
K01815|4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase [EC.5.3.1.17]	0.893815154384526	0.0962009357172856	0.00917857607031675	0.000805333827871273	0
K01817|phosphoribosylanthranilate isomerase [EC.5.3.1.24]	0.752312812820686	0.129441443013024	0.000396263753117869	0.0193630386182975	0.0984864417948744
K01818|L-fucose|D-arabinose isomerase [EC.5.3.1.25 5.3.1.3]	0.898929861119902	0.0568997258254843	0.000865446138134981	0.043304966916479	0
K01823|isopentenyl-diphosphate Delta-isomerase [EC.5.3.3.2]	0.827708300208844	0.00766961126148419	0.00159948389008581	0.000799666926058965	0.162222937713527
K01834|2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC.5.4.2.11]	0.766584692410565	0.0785394827805568	0.0104751855654617	0.0661837392188671	0.0782169000245496
K01835|phosphoglucomutase [EC.5.4.2.2]	0.952992949857702	0.0107307517617108	0.00880330916197454	0.0274729892186126	0
K01839|phosphopentomutase [EC.5.4.2.7]	0.834211823660341	0.00230939831630203	0.147755542776804	0.0157232352465535	0
K01840|phosphomannomutase [EC.5.4.2.8]	0.803242644982802	0.0901186810480797	0.0432615356864203	0.0633771382826983	0
K01845|glutamate-1-semialdehyde 2,1-aminomutase [EC.5.4.3.8]	0.809731440373154	0.109606369353044	0.0108490163432043	0.00111956658967891	0.0686936073409188
K01847|methylmalonyl-CoA mutase [EC.5.4.99.2]	0.75783533173145	0.0725144897035986	0.0627093068156258	0.106940871749326	0
K01854|UDP-galactopyranose mutase [EC.5.4.99.9]	0.863752050149586	0.0198758041638977	0.0934690276751523	0.0229031180113641	0
K01866|tyrosyl-tRNA synthetase [EC.6.1.1.1]	0.949826812943614	5.39130053740321e-07	0.032629651161453	0.0175429967648792	0
K01867|tryptophanyl-tRNA synthetase [EC.6.1.1.2]	0.905565686641655	0.0608692111967629	0.0241583860549348	0.00940671610664761	0
K01868|threonyl-tRNA synthetase [EC.6.1.1.3]	0.982094643372258	0.00720112932386531	0.000447579149746108	0.0102566481541305	0
K01869|leucyl-tRNA synthetase [EC.6.1.1.4]	0.901795032841672	0.0215401686539831	0.0556669438476916	0.0209978546566534	0
K01870|isoleucyl-tRNA synthetase [EC.6.1.1.5]	0.701874378852536	0.0269691253180995	0.238550147087775	0.0326063487415904	0
K01872|alanyl-tRNA synthetase [EC.6.1.1.7]	0.864835554773676	0.0160898920188625	0.0187664851297206	0.0047941909782672	0.0955138770994731
K01873|valyl-tRNA synthetase [EC.6.1.1.9]	0.944362245465718	0.0029610851061227	0.0308987420436113	0.0217779273845484	0
K01874|methionyl-tRNA synthetase [EC.6.1.1.10]	0.901460901050487	0.00562965203591184	0.000675169386383331	0.0163797059733107	0.075854571553907
